mel_peak_name	sim_peak_name	mel_chr	mel_TSS_start	mel_TSS_end	mel_gene	mel_strand	mel_peak_start	mel_peak_end	mel_dist	sim_chr	sim_TSS_start	sim_TSS_end	sim_gene	sim_strand	sim_peak_start	sim_peak_end	sim_dist	mel_width	sim_width	per_diff
peak_5471	peak_6493	3L	12056229	12056474	FBgn0041096	-	12056293	12056836	0	Scf_3L	11748012	11748257	FBgn0184479	-	11748076	11748621	0	543	545	0.003676470588235294
peak_5475	peak_6496	3L	12081351	12081830	FBgn0284221	-	12081401	12082056	0	Scf_3L	11773173	11773645	FBgn0184478	-	11773223	11773864	0	655	641	0.021604938271604937
peak_5478	peak_6498	3L	12116100	12116231	FBgn0011335	+	12116006	12116571	0	Scf_3L	11807468	11807744	FBgn0186040	+	11807522	11808083	0	565	561	0.007104795737122558
peak_5483	peak_6500	3L	12124886	12125150	FBgn0022959	-	12124898	12125303	0	Scf_3L	11816635	11816938	FBgn0184477	-	11816647	11817055	0	405	408	0.007380073800738007
peak_5485	peak_6503	3L	12145988	12146097	FBgn0036258	-	12145834	12146200	0	Scf_3L	11837575	11837727	FBgn0184472	-	11837418	11837782	0	366	364	0.005479452054794521
peak_5486	peak_6504	3L	12146518	12146854	FBgn0013997	+	12146405	12147312	0	Scf_3L	11838102	11838444	FBgn0186048	+	11837992	11838913	0	907	921	0.015317286652078774
peak_5487	peak_6505	3L	12149272	12149366	FBgn0052099	+	12149150	12149545	0	Scf_3L	11840495	11840918	FBgn0269190	+	11840708	11841097	0	395	389	0.015306122448979591
peak_5489	peak_6507	3L	12203721	12204082	FBgn0022709	-	12203493	12204091	0	Scf_3L	11895666	11895880	FBgn0184468	-	11895439	11896056	0	598	617	0.031275720164609055
peak_5496	peak_6513	3L	12266654	12266841	FBgn0260941	-	12266712	12267192	0	Scf_3L	11960093	11960278	FBgn0184463	-	11960151	11960626	0	480	475	0.010471204188481676
peak_5497	peak_6514	3L	12267527	12267629	FBgn0052100	+	12267402	12267580	0	Scf_3L	11960943	11961050	FBgn0186052	+	11960825	11961003	0	178	178	0.0
peak_5498	peak_6517	3L	12277174	12277251	FBgn0036272	-	12275972	12277356	0	Scf_3L	11970638	11970715	FBgn0184459	-	11969417	11970828	0	1384	1411	0.01932021466905188
peak_5499	peak_6518	3L	12277654	12277736	FBgn0036273	+	12277530	12278108	0	Scf_3L	11971094	11971207	FBgn0270914	+	11971004	11971576	0	578	572	0.010434782608695653
peak_5500	peak_6521	3L	12391322	12391444	FBgn0036279	-	12390846	12392020	0	Scf_3L	12084779	12085083	FBgn0184453	-	12084377	12085598	0	1174	1221	0.03924843423799582
peak_5501	peak_6522	3L	12399267	12399322	FBgn0052104	-	12399275	12399436	0	Scf_3L	12092845	12092895	FBgn0184452	-	12092853	12093009	0	161	156	0.031545741324921134
peak_5504	peak_6527	3L	12414701	12414842	FBgn0052103	-	12414359	12414995	0	Scf_3L	12108440	12108576	FBgn0184450	-	12108104	12108734	0	636	630	0.009478672985781991
peak_5505	peak_6528	3L	12417212	12417580	FBgn0020655	-	12417226	12417771	0	Scf_3L	12110952	12111314	FBgn0184449	-	12110966	12111500	0	545	534	0.020389249304911955
peak_5507	peak_6532	3L	12432313	12432668	FBgn0036285	-	12432544	12433238	0	Scf_3L	12125940	12126328	FBgn0184448	-	12126172	12126875	0	694	703	0.012884753042233358
peak_5510	peak_6535	3L	12467618	12468021	FBgn0000625	-	12467702	12468357	0	Scf_3L	12161671	12162076	FBgn0184446	-	12161754	12162411	0	655	657	0.003048780487804878
peak_5511	peak_6536	3L	12471727	12471836	FBgn0036286	+	12471448	12472042	0	Scf_3L	12165668	12165834	FBgn0186062	+	12165442	12166040	0	594	598	0.006711409395973154
peak_5512	peak_6539	3L	12489974	12490676	FBgn0036288	-	12489931	12491304	0	Scf_3L	12184489	12185183	FBgn0184443	-	12184446	12185817	0	1373	1371	0.0014577259475218659
peak_5514	peak_6542	3L	12504291	12504545	FBgn0264848	+	12504179	12504773	0	Scf_3L	12198957	12199204	FBgn0186065	+	12198847	12199440	0	594	593	0.0016849199663016006
peak_5516	peak_6545	3L	12523903	12524014	FBgn0020388	-	12523738	12524096	0	Scf_3L	12218603	12218716	FBgn0184437	-	12218437	12218790	0	358	353	0.014064697609001406
peak_5517	peak_6547	3L	12526603	12526731	FBgn0004926	-	12526395	12527102	0	Scf_3L	12221401	12221523	FBgn0184436	-	12221193	12221894	0	707	701	0.008522727272727272
peak_5518	peak_6548	3L	12530035	12530171	FBgn0036298	-	12529605	12530436	0	Scf_3L	12224766	12224879	FBgn0184435	-	12224319	12225169	0	831	850	0.022605591909577633
peak_5520	peak_6550	3L	12534589	12534654	FBgn0036300	+	12534458	12534826	0	Scf_3L	12229243	12229359	FBgn0186069	+	12229165	12229531	0	368	366	0.005449591280653951
peak_5525	peak_6554	3L	12572438	12572542	FBgn0036302	-	12572028	12572656	0	Scf_3L	12266990	12267086	FBgn0184432	-	12266585	12267206	0	628	621	0.01120896717373899
peak_5526	peak_6555	3L	12580671	12581102	FBgn0015904	+	12580255	12580750	0	Scf_3L	12274979	12275710	FBgn0186071	+	12274856	12275356	0	495	500	0.010050251256281407
peak_5527	peak_6556	3L	12609630	12610768	FBgn0015919	+	12609286	12609885	0	Scf_3L	12304522	12305682	FBgn0186073	+	12304178	12304778	0	599	600	0.0016680567139282735
peak_5534	peak_6564	3L	12745343	12745407	FBgn0052109	+	12745179	12745405	0	Scf_3L	12440304	12440366	FBgn0186083	+	12440155	12440364	0	226	209	0.07816091954022988
peak_5535	peak_6565	3L	12749962	12750056	FBgn0010235	-	12749767	12750202	0	Scf_3L	12445050	12445095	FBgn0184430	-	12444788	12445219	0	435	431	0.009237875288683603
peak_5536	peak_6566	3L	12750507	12750606	FBgn0036305	+	12750418	12750969	0	Scf_3L	12445526	12445626	FBgn0186084	+	12445438	12445987	0	551	549	0.0036363636363636364
peak_5538	peak_6568	3L	12773310	12773573	FBgn0036309	-	12772965	12773692	0	Scf_3L	12468369	12468627	FBgn0184428	-	12468024	12468753	0	727	729	0.0027472527472527475
peak_5539	peak_6569	3L	12790191	12790249	FBgn0261674	+	12789945	12790507	0	Scf_3L	12485288	12485345	FBgn0186088	+	12485038	12485601	0	562	563	0.0017777777777777779
peak_5545	peak_6572	3L	12804444	12805116	FBgn0260945	-	12804129	12805172	0	Scf_3L	12499539	12500193	FBgn0184422	-	12499224	12500315	0	1043	1091	0.04498594189315839
peak_5546	peak_6573	3L	12805901	12806054	FBgn0262714	+	12805756	12806641	0	Scf_3L	12500827	12500960	FBgn0186089	+	12500680	12501545	0	885	865	0.022857142857142857
peak_5551	peak_6576	3L	12842779	12843106	FBgn0036316	-	12842939	12843609	0	Scf_3L	12537535	12537856	FBgn0184420	-	12537690	12538362	0	670	672	0.0029806259314456036
peak_5557	peak_6583	3L	13015137	13015332	FBgn0036333	-	13014900	13015634	0	Scf_3L	12698794	12699000	FBgn0184409	-	12698557	12699291	0	734	734	0.0
peak_5558	peak_6584	3L	13016049	13016161	FBgn0036334	+	13015933	13016524	0	Scf_3L	12699610	12699754	FBgn0186104	+	12699524	12700109	0	591	585	0.01020408163265306
peak_5560	peak_6587	3L	13022454	13022688	FBgn0036337	-	13021927	13022805	0	Scf_3L	12705913	12706141	FBgn0184407	-	12705386	12706267	0	878	881	0.0034110289937464467
peak_5562	peak_6589	3L	13036820	13037252	FBgn0036340	+	13036704	13037367	0	Scf_3L	12721634	12722079	FBgn0186108	+	12721528	12722195	0	663	667	0.006015037593984963
peak_5564	peak_6592	3L	13041755	13041837	FBgn0011284	+	13040943	13042394	0	Scf_3L	12726740	12726817	FBgn0186109	+	12725893	12727365	0	1451	1472	0.014368799178925761
peak_5566	peak_6593	3L	13044433	13044565	FBgn0036341	+	13044125	13044987	0	Scf_3L	12729423	12729550	FBgn0186110	+	12729100	12729975	0	862	875	0.014968336211859529
peak_5569	peak_6599	3L	13114270	13114746	FBgn0010452	+	13113716	13114506	0	Scf_3L	12798909	12799379	FBgn0186114	+	12798357	12799136	0	790	779	0.014021669853409816
peak_5583	peak_6612	3L	13387774	13387833	FBgn0036353	-	13387250	13387943	0	Scf_3L	13082647	13082745	FBgn0269958	-	13082177	13082821	0	693	644	0.07329842931937172
peak_5586	peak_6615	3L	13412452	13412453	FBgn0036356	-	13412091	13412586	0	Scf_3L	13107553	13107636	FBgn0184393	-	13107192	13107712	0	495	520	0.04926108374384237
peak_5587	peak_6616	3L	13413005	13413051	FBgn0260049	+	13412707	13413499	0	Scf_3L	13107983	13108089	FBgn0186130	+	13107855	13108644	0	792	789	0.003795066413662239
peak_5588	peak_6618	3L	13443118	13443456	FBgn0036365	+	13442511	13443193	0	Scf_3L	13138688	13138789	FBgn0186133	+	13138586	13139264	0	682	678	0.0058823529411764705
peak_5593	peak_6623	3L	13477540	13478227	FBgn0086708	+	13477046	13478284	0	Scf_3L	13174034	13174710	FBgn0186135	+	13173536	13174767	0	1238	1231	0.005670311867152693
peak_5598	peak_6628	3L	13486796	13487007	FBgn0036373	+	13494333	13495518	7327	Scf_3L	13191282	13192407	FBgn0186136	+	13191108	13192299	0	1185	1191	0.005050505050505051
peak_5600	peak_6630	3L	13502706	13503348	FBgn0036374	+	13502160	13503208	0	Scf_3L	13199422	13200071	FBgn0186137	+	13198888	13199931	0	1048	1043	0.004782400765184123
peak_5610	peak_6648	3L	13928908	13929000	FBgn0036386	-	13928911	13929043	0	Scf_3L	13593781	13593868	FBgn0184371	-	13593785	13593913	0	132	128	0.03076923076923077
peak_5611	peak_6649	3L	13929386	13929541	FBgn0001108	+	13929291	13929870	0	Scf_3L	13594245	13594409	FBgn0186144	+	13594159	13594737	0	579	578	0.001728608470181504
peak_5613	peak_6651	3L	13939249	13939458	FBgn0052137	+	13938942	13940123	0	Scf_3L	13603618	13603819	FBgn0186146	+	13603307	13604487	0	1181	1180	0.0008470986869970351
peak_5615	peak_6654	3L	13964629	13964702	FBgn0025874	-	13964236	13964880	0	Scf_3L	13629043	13629147	FBgn0184370	-	13628674	13629322	0	644	648	0.006191950464396285
peak_5616	peak_6655	3L	13965202	13965345	FBgn0036389	+	13965054	13965962	0	Scf_3L	13629628	13629766	FBgn0186147	+	13629489	13630386	0	908	897	0.01218836565096953
peak_5617	peak_6656	3L	13994230	13994351	FBgn0250848	+	13994082	13994550	0	Scf_3L	13658518	13658647	FBgn0186151	+	13658380	13658842	0	468	462	0.012903225806451613
peak_5622	peak_6666	3L	14028844	14029121	FBgn0052133	-	14028503	14029289	0	Scf_3L	13693030	13693312	FBgn0184364	-	13692683	13693495	0	786	812	0.03254067584480601
peak_5624	peak_6668	3L	14032073	14032227	FBgn0036402	+	14031962	14032153	0	Scf_3L	13695899	13696451	FBgn0186155	+	13696185	13696376	0	191	191	0.0
peak_5626	peak_6672	3L	14051205	14051335	FBgn0036405	+	14051061	14051544	0	Scf_3L	13716942	13717045	FBgn0186158	+	13716861	13717343	0	483	482	0.002072538860103627
peak_5628	peak_6675	3L	14053214	14054067	FBgn0267795	+	14054739	14056227	673	Scf_3L	13719944	13720026	FBgn0186160	+	13720679	13722122	654	1488	1443	0.030706243602865915
peak_5632	peak_6680	3L	14071891	14071967	FBgn0013563	+	14071712	14072495	0	Scf_3L	13737622	13737697	FBgn0186161	+	13737457	13738228	0	783	771	0.015444015444015444
peak_5648	peak_6693	3L	14274342	14275054	FBgn0001085	+	14273882	14275224	0	Scf_3L	13934741	13935453	FBgn0186171	+	13934284	13935623	0	1342	1339	0.002237970906378217
peak_5655	peak_6701	3L	14381912	14381964	FBgn0262580	+	14380877	14382656	0	Scf_3L	14036590	14036688	FBgn0270050	+	14035631	14037374	0	1779	1743	0.020442930153321975
peak_5659	peak_6706	3L	14409762	14409939	FBgn0003459	-	14409379	14410091	0	Scf_3L	14064494	14064783	FBgn0189124	-	14064121	14064823	0	712	702	0.014144271570014143
peak_5660	peak_6707	3L	14410625	14410901	FBgn0036423	+	14410253	14411303	0	Scf_3L	14065052	14065609	FBgn0268579	+	14064974	14065991	0	1050	1017	0.03193033381712627
peak_5672	peak_6720	3L	14537650	14537702	FBgn0026409	+	14537205	14538851	0	Scf_3L	14183034	14183124	FBgn0186173	+	14182811	14184336	0	1646	1525	0.07631661936297698
peak_5677	peak_6723	3L	14550536	14550975	FBgn0036428	-	14550513	14551849	0	Scf_3L	14195992	14196437	FBgn0184344	-	14195971	14197306	0	1336	1335	0.0007487832272557095
peak_5678	peak_6724	3L	14559999	14560085	FBgn0054039	+	14559696	14560261	0	Scf_3L	14205413	14205514	FBgn0186174	+	14205146	14205690	0	565	544	0.03787195671776375
peak_5683	peak_6733	3L	14622795	14623033	FBgn0036433	+	14622586	14623758	0	Scf_3L	14268729	14268966	FBgn0186176	+	14268518	14269672	0	1172	1154	0.015477214101461736
peak_5686	peak_6736	3L	14631983	14632077	FBgn0027375	-	14631764	14632223	0	Scf_3L	14277888	14278000	FBgn0184340	-	14277669	14278175	0	459	506	0.09740932642487046
peak_5687	peak_6737	3L	14632600	14633072	FBgn0041604	+	14632418	14633062	0	Scf_3L	14278565	14279032	FBgn0186177	+	14278377	14279022	0	644	645	0.0015515903801396431
peak_5694	peak_6743	3L	14706750	14706878	FBgn0259175	+	14706324	14707021	0	Scf_3L	14352584	14352719	FBgn0186183	+	14352162	14352861	0	697	699	0.0028653295128939827
peak_5702	peak_6756	3L	14786078	14786412	FBgn0036449	-	14785151	14786532	0	Scf_3L	14428032	14428371	FBgn0184325	-	14427077	14428529	0	1381	1452	0.050123543946346626
peak_5704	peak_6759	3L	14789934	14790072	FBgn0036451	+	14789452	14790977	0	Scf_3L	14432050	14432207	FBgn0186186	+	14431593	14433114	0	1525	1521	0.0026263952724885093
peak_5705	peak_6760	3L	14802090	14802168	FBgn0029148	-	14801551	14802302	0	Scf_3L	14443967	14444053	FBgn0184324	-	14443430	14444240	0	751	810	0.07559256886611147
peak_5713	peak_6768	3L	14982834	14982934	FBgn0036460	+	14982552	14983135	0	Scf_3L	14616264	14616422	FBgn0186197	+	14616075	14616623	0	583	548	0.0618921308576481
peak_5715	peak_6769	3L	14987411	14987951	FBgn0002778	+	14986855	14987799	0	Scf_3L	14620871	14621447	FBgn0186198	+	14620361	14621296	0	944	935	0.009579563597658328
peak_5722	peak_6778	3L	15072033	15072151	FBgn0086690	-	15071669	15072424	0	Scf_3L	14704777	14704920	FBgn0184306	-	14704424	14705164	0	755	740	0.020066889632107024
peak_5724	peak_6781	3L	15098134	15098350	FBgn0266452	+	15098033	15098807	0	Scf_3L	14729295	14729692	FBgn0186205	+	14729357	14730179	0	774	822	0.06015037593984962
peak_5728	peak_6785	3L	15125083	15125321	FBgn0036481	-	15124981	15125723	0	Scf_3L	14756112	14756745	FBgn0184303	-	14756019	14756736	0	742	717	0.03427004797806717
peak_5731	peak_6787	3L	15136473	15136934	FBgn0036483	-	15137190	15137752	-257	Scf_3L	14767457	14767824	FBgn0184300	-	14768172	14768729	-349	562	557	0.008936550491510277
peak_5735	peak_6791	3L	15150505	15150710	FBgn0036485	+	15149773	15150763	0	Scf_3L	14781170	14781502	FBgn0186210	+	14780570	14781551	0	990	981	0.0091324200913242
peak_5739	peak_6795	3L	15161816	15162002	FBgn0036488	+	15161685	15162651	0	Scf_3L	14792461	14792688	FBgn0186212	+	14792368	14793338	0	966	970	0.004132231404958678
peak_5740	peak_6796	3L	15163495	15163628	FBgn0036489	-	15162936	15163949	0	Scf_3L	14794197	14794325	FBgn0184296	-	14793648	14794660	0	1013	1012	0.0009876543209876543
peak_5745	peak_6802	3L	15235618	15236120	FBgn0029114	+	15234967	15235967	0	Scf_3L	14866074	14866605	FBgn0084138	+	14865442	14866452	0	1000	1010	0.009950248756218905
peak_5752	peak_6811	3L	15304254	15304876	FBgn0036493	+	15303549	15305077	0	Scf_3L	14931810	14932476	FBgn0186217	+	14931115	14932755	0	1528	1640	0.0707070707070707
peak_5757	peak_6816	3L	15407831	15407848	FBgn0036495	+	15407009	15409089	0	Scf_3L	15035586	15035596	FBgn0186221	+	15034767	15037031	0	2080	2264	0.0847145488029466
peak_5760	peak_6820	3L	15498958	15499059	FBgn0036500	+	15498645	15499045	0	Scf_3L	15125404	15125500	FBgn0186224	+	15125086	15125483	0	400	397	0.0075282308657465494
peak_5762	peak_6821	3L	15500937	15501090	FBgn0036501	+	15500621	15501344	0	Scf_3L	15127406	15127555	FBgn0186225	+	15127057	15127807	0	723	750	0.03665987780040733
peak_5765	peak_6824	3L	15507850	15508252	FBgn0036502	-	15507964	15508615	0	Scf_3L	15134427	15134825	FBgn0184288	-	15134541	15135195	0	651	654	0.004597701149425287
peak_5767	peak_6826	3L	15511051	15511118	FBgn0000565	+	15510802	15511182	0	Scf_3L	15137616	15137689	FBgn0186230	+	15137372	15137753	0	380	381	0.002628120893561104
peak_5774	peak_6831	3L	15523832	15524137	FBgn0036505	-	15524040	15524247	0	Scf_3L	15150456	15150756	FBgn0184285	-	15150664	15150877	0	207	213	0.02857142857142857
peak_5775	peak_6832	3L	15531377	15531473	FBgn0262893	-	15531985	15532820	-513	Scf_3L	15157564	15158954	FBgn0269105	-	15158742	15159557	0	835	815	0.024242424242424242
peak_5781	peak_6839	3L	15554112	15554206	FBgn0087035	+	15547952	15549268	-4845	Scf_3L	15180621	15180842	FBgn0084451	+	15174740	15176102	-4520	1316	1362	0.03435399551904406
peak_5783	peak_6841	3L	15562935	15563065	FBgn0036509	-	15562972	15563153	0	Scf_3L	15187970	15188107	FBgn0184281	-	15187999	15188177	0	181	178	0.016713091922005572
peak_5784	peak_6842	3L	15563426	15563726	FBgn0036510	+	15563357	15563915	0	Scf_3L	15188445	15188734	FBgn0186234	+	15188376	15188926	0	558	550	0.01444043321299639
peak_5785	peak_6843	3L	15566012	15566153	FBgn0267390	+	15565900	15567056	0	Scf_3L	15190971	15191112	FBgn0186235	+	15190859	15192016	0	1156	1157	0.0008646779074794639
peak_5786	peak_6844	3L	15576569	15576663	FBgn0036512	+	15576485	15576880	0	Scf_3L	15201565	15201654	FBgn0186236	+	15201491	15201871	0	395	380	0.03870967741935484
peak_5789	peak_6848	3L	15588859	15589547	FBgn0036518	+	15588727	15589280	0	Scf_3L	15213946	15214624	FBgn0186239	+	15213817	15214362	0	553	545	0.014571948998178506
peak_5790	peak_6850	3L	15610284	15610386	FBgn0036519	-	15610139	15610504	0	Scf_3L	15234813	15234911	FBgn0184278	-	15234668	15235038	0	365	370	0.013605442176870748
peak_5791	peak_6851	3L	15619900	15620037	FBgn0036522	+	15619690	15620384	0	Scf_3L	15243826	15244361	FBgn0186241	+	15244017	15244709	0	694	692	0.002886002886002886
peak_5802	peak_6854	3L	15647617	15647762	FBgn0259236	-	15647044	15647780	0	Scf_3L	15272129	15272309	FBgn0085004	-	15271554	15272288	0	736	734	0.0027210884353741495
peak_5806	peak_6856	3L	15683297	15683445	FBgn0036528	-	15681143	15681563	1735	Scf_3L	15306912	15307086	FBgn0184270	-	15304730	15305149	1764	420	419	0.0023837902264600714
peak_5812	peak_6860	3L	15699661	15699850	FBgn0041160	-	15699388	15700331	0	Scf_3L	15323383	15323621	FBgn0184267	-	15323110	15324053	0	943	943	0.0
peak_5819	peak_6865	3L	15816276	15816410	FBgn0261722	-	15815659	15816522	0	Scf_3L	15437442	15437574	FBgn0184264	-	15436812	15437684	0	863	872	0.01037463976945245
peak_5822	peak_6867	3L	15825579	15826423	FBgn0036534	-	15825426	15826579	0	Scf_3L	15446635	15447487	FBgn0184263	-	15446487	15447638	0	1153	1151	0.001736111111111111
peak_5823	peak_6868	3L	15826887	15827096	FBgn0040230	+	15826749	15827258	0	Scf_3L	15447954	15448161	FBgn0186255	+	15447807	15448325	0	509	518	0.017526777020447908
peak_5831	peak_6878	3L	15955095	15955219	FBgn0036545	+	15955041	15955655	0	Scf_3L	15566717	15566831	FBgn0186257	+	15566658	15567267	0	614	609	0.008176614881439084
peak_5832	peak_6879	3L	15956626	15956749	FBgn0283649	+	15956508	15957216	0	Scf_3L	15568168	15568389	FBgn0186259	+	15568156	15568854	0	708	698	0.01422475106685633
peak_5835	peak_6881	3L	15977032	15977075	FBgn0036551	+	15976827	15977164	0	Scf_3L	15588572	15588773	FBgn0186263	+	15588531	15588862	0	337	331	0.017964071856287425
peak_5839	peak_6885	3L	15988235	15988624	FBgn0259824	+	15988127	15988619	0	Scf_3L	15600167	15600556	FBgn0186267	+	15600064	15600551	0	492	487	0.010214504596527068
peak_5843	peak_6889	3L	16010276	16010309	FBgn0263601	-	16011157	16012038	-849	Scf_3L	15623396	15623547	FBgn0184250	-	15622873	15623789	0	881	916	0.038953811908736785
peak_5846	peak_6891	3L	16046484	16046846	FBgn0260635	-	16045693	16047404	0	Scf_3L	15658556	15659522	FBgn0184246	-	15657787	15659498	0	1711	1711	0.0
peak_5849	peak_6896	3L	16087440	16087525	FBgn0263602	-	16087152	16087619	0	Scf_3L	15699226	15699356	FBgn0184245	-	15698938	15699407	0	467	469	0.004273504273504274
peak_5850	peak_6897	3L	16090453	16090831	FBgn0036566	+	16090321	16090982	0	Scf_3L	15702264	15702615	FBgn0186275	+	15702101	15702766	0	661	665	0.006033182503770739
peak_5853	peak_6899	3L	16113211	16113365	FBgn0010280	+	16113078	16114274	0	Scf_3L	15726046	15726062	FBgn0270098	+	15724671	15725865	-182	1196	1194	0.0016736401673640166
peak_5854	peak_6900	3L	16122001	16122093	FBgn0036571	+	16121845	16122450	0	Scf_3L	15733584	15733682	FBgn0270827	+	15733435	15734043	0	605	608	0.00494641384995878
peak_5855	peak_6901	3L	16128490	16128531	FBgn0003076	-	16128253	16129129	0	Scf_3L	15740040	15740109	FBgn0268966	-	15739805	15740683	0	876	878	0.002280501710376283
peak_5856	peak_6902	3L	16129616	16129712	FBgn0011016	+	16129451	16130110	0	Scf_3L	15741191	15741302	FBgn0186279	+	15741050	15741702	0	659	652	0.010678871090770405
peak_5857	peak_6903	3L	16131582	16131632	FBgn0266724	-	16130492	16131735	0	Scf_3L	15743244	15743289	FBgn0184241	-	15742132	15743398	0	1243	1266	0.018333997608609008
peak_5858	peak_6904	3L	16132027	16132289	FBgn0036574	+	16131955	16132500	0	Scf_3L	15743719	15744197	FBgn0186280	+	15743643	15744184	0	545	541	0.007366482504604052
peak_5868	peak_6915	3L	16228627	16228737	FBgn0263605	-	16228289	16228862	0	Scf_3L	15836215	15836317	FBgn0184234	-	15835877	15836441	0	573	564	0.0158311345646438
peak_5869	peak_6916	3L	16229099	16229300	FBgn0036579	+	16229006	16229172	0	Scf_3L	15836702	15836898	FBgn0186285	+	15836604	15836769	0	166	165	0.006042296072507553
peak_5871	peak_6918	3L	16234139	16234776	FBgn0263607	+	16233936	16234170	0	Scf_3L	15841903	15842356	FBgn0186288	+	15841531	15841765	-139	234	234	0.0
peak_5876	peak_6923	3L	16348073	16348166	FBgn0285951	+	16347981	16348360	0	Scf_3L	15955574	15955665	FBgn0186311	+	15955480	15955859	0	379	379	0.0
peak_5882	peak_6929	3L	16359298	16359428	FBgn0266417	-	16359403	16359556	0	Scf_3L	15966789	15966920	FBgn0184209	-	15966895	15967048	0	153	153	0.0
peak_5890	peak_6940	3L	16411418	16411828	FBgn0014163	-	16411753	16411928	0	Scf_3L	16018765	16019229	FBgn0184200	-	16019106	16019276	0	175	170	0.028985507246376812
peak_5900	peak_6953	3L	16574644	16574752	FBgn0262732	+	16574308	16575272	0	Scf_3L	16176671	16176979	FBgn0186325	+	16176553	16177511	0	964	958	0.006243496357960458
peak_5901	peak_6954	3L	16581182	16581276	FBgn0036641	-	16581000	16581382	0	Scf_3L	16183659	16183821	FBgn0184189	-	16183477	16183832	0	382	355	0.07327001356852103
peak_5903	peak_6956	3L	16584272	16584399	FBgn0250814	+	16584205	16584353	0	Scf_3L	16185273	16185535	FBgn0186327	+	16185341	16185489	0	148	148	0.0
peak_5909	peak_6959	3L	16591043	16591050	FBgn0003741	-	16590829	16591165	0	Scf_3L	16192172	16192243	FBgn0012901	-	16191958	16192295	0	336	337	0.0029717682020802376
peak_5912	peak_6961	3L	16609207	16609347	FBgn0036648	-	16608973	16609435	0	Scf_3L	16202723	16202858	FBgn0184186	-	16202489	16202956	0	462	467	0.010764262648008612
peak_5913	peak_6962	3L	16610318	16610418	FBgn0002284	-	16609965	16610523	0	Scf_3L	16203839	16203947	FBgn0184185	-	16203486	16204041	0	558	555	0.005390835579514825
peak_5916	peak_6964	3L	16615169	16615472	FBgn0017572	-	16615045	16615576	0	Scf_3L	16208625	16208942	FBgn0184184	-	16208501	16209040	0	531	539	0.014953271028037384
peak_5922	peak_6969	3L	16661470	16661615	FBgn0260960	-	16661227	16661831	0	Scf_3L	16249984	16250167	FBgn0184182	-	16249741	16250363	0	604	622	0.02936378466557912
peak_5923	peak_6971	3L	16673522	16673555	FBgn0040512	-	16673448	16673661	0	Scf_3L	16262008	16262101	FBgn0184180	-	16261957	16262170	0	213	213	0.0
peak_5930	peak_6981	3L	16766071	16766540	FBgn0004108	+	16765914	16766203	0	Scf_3L	16349976	16350447	FBgn0186340	+	16349824	16350109	0	289	285	0.013937282229965157
peak_5931	peak_6982	3L	16779481	16779736	FBgn0287696	-	16779644	16779801	0	Scf_3L	16363447	16363695	FBgn0184175	-	16363610	16363763	0	157	153	0.025806451612903226
peak_5933	peak_6986	3L	16783009	16783245	FBgn0036662	+	16782890	16783257	0	Scf_3L	16366843	16367091	FBgn0186343	+	16366722	16367103	0	367	381	0.0374331550802139
peak_5939	peak_6992	3L	16807532	16807731	FBgn0036663	-	16807098	16807501	32	Scf_3L	16391279	16391473	FBgn0184173	-	16390846	16391248	32	403	402	0.002484472049689441
peak_5940	peak_6995	3L	16808418	16808544	FBgn0021768	+	16808262	16808681	0	Scf_3L	16392144	16392266	FBgn0186344	+	16391976	16392403	0	419	427	0.018912529550827423
peak_5941	peak_6997	3L	16842293	16842631	FBgn0036666	+	16842018	16842759	0	Scf_3L	16425962	16426296	FBgn0186345	+	16425701	16426422	0	741	721	0.027359781121751026
peak_5943	peak_7001	3L	16853750	16854525	FBgn0003410	+	16853607	16854551	0	Scf_3L	16437429	16438223	FBgn0186349	+	16437306	16438249	0	944	943	0.0010598834128245894
peak_5948	peak_7007	3L	16877308	16877458	FBgn0052170	+	16876777	16877614	0	Scf_3L	16462216	16462376	FBgn0189193	+	16461700	16462529	0	837	829	0.009603841536614645
peak_5955	peak_7015	3L	16955499	16955542	FBgn0010352	+	16955269	16955937	0	Scf_3L	16530939	16530977	FBgn0186359	+	16530713	16531372	0	668	659	0.013564431047475508
peak_5960	peak_7022	3L	16976343	16976771	FBgn0261547	+	16976085	16977617	0	Scf_3L	16551920	16552359	FBgn0186361	+	16551681	16553253	0	1532	1572	0.02577319587628866
peak_5966	peak_7026	3L	17002221	17002360	FBgn0036684	-	17002029	17002670	0	Scf_3L	16578158	16578721	FBgn0184166	-	16577970	16578587	0	641	617	0.03815580286168521
peak_5969	peak_7035	3L	17015742	17016051	FBgn0036685	-	17015595	17016173	0	Scf_3L	16591714	16592018	FBgn0184164	-	16591557	16592145	0	578	588	0.017152658662092625
peak_5970	peak_7036	3L	17016535	17016638	FBgn0036686	+	17016437	17016828	0	Scf_3L	16592600	16592698	FBgn0186363	+	16592488	16592888	0	391	400	0.022756005056890013
peak_5971	peak_7037	3L	17024327	17024657	FBgn0036688	+	17024183	17024410	0	Scf_3L	16600541	16600866	FBgn0186364	+	16600392	16600619	0	227	227	0.0
peak_5973	peak_7040	3L	17031897	17032080	FBgn0036690	-	17033388	17034193	-1309	Scf_3L	16608029	16608660	FBgn0184161	-	16609477	16610224	-818	805	747	0.07474226804123711
