peak_0	peak_5	FBgn0051973	2858	FBgn0051973	-13850	FBgn0051973	3760	FBgn0051973	-9545	True
peak_5054	peak_6020	FBgn0042112	0	FBgn0042112	0	FBgn0042112	0	FBgn0035839	0	True
peak_5054	peak_6020	FBgn0042112	0	FBgn0042112	0	FBgn0042112	0	FBgn0042112	0	True
peak_5055	peak_6021	FBgn0042112	0	FBgn0042112	0	FBgn0042112	0	FBgn0042112	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0029113	0	FBgn0029113	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0029113	0	FBgn0029113	0	FBgn0010350	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0029113	0	FBgn0010350	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0029113	0	FBgn0010350	0	FBgn0010350	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0010350	0	FBgn0029113	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0010350	0	FBgn0029113	0	FBgn0010350	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0010350	0	FBgn0010350	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0029113	0	FBgn0010350	0	FBgn0010350	0	FBgn0010350	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0029113	0	FBgn0029113	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0029113	0	FBgn0029113	0	FBgn0010350	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0029113	0	FBgn0010350	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0029113	0	FBgn0010350	0	FBgn0010350	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0010350	0	FBgn0029113	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0010350	0	FBgn0029113	0	FBgn0010350	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0010350	0	FBgn0010350	0	FBgn0029113	0	True
peak_5056	peak_6022	FBgn0010350	0	FBgn0010350	0	FBgn0010350	0	FBgn0010350	0	True
peak_5058	peak_6023	FBgn0002899	0	FBgn0002899	0	FBgn0035842	0	FBgn0035842	0	True
peak_5058	peak_6023	FBgn0002899	0	FBgn0002899	0	FBgn0035842	0	FBgn0002899	0	True
peak_5058	peak_6023	FBgn0002899	0	FBgn0002899	0	FBgn0002899	0	FBgn0035842	0	True
peak_5058	peak_6023	FBgn0002899	0	FBgn0002899	0	FBgn0002899	0	FBgn0002899	0	True
peak_5059	peak_6025	FBgn0259916	0	FBgn0259916	0	FBgn0259916	0	FBgn0259916	0	True
peak_5061	peak_6026	FBgn0040290	0	FBgn0040290	0	FBgn0040290	0	FBgn0040290	0	True
peak_5062	peak_6027	FBgn0035848	0	FBgn0035848	0	FBgn0035848	0	FBgn0035848	0	True
peak_5068	peak_6036	FBgn0035866	0	FBgn0035866	0	FBgn0035866	0	FBgn0035866	0	True
peak_5069	peak_6037	FBgn0035866	0	FBgn0035866	0	FBgn0035866	0	FBgn0035866	0	True
peak_5070	peak_6039	FBgn0035868	0	FBgn0035868	0	FBgn0035868	0	FBgn0035868	0	True
peak_5071	peak_6040	FBgn0035871	0	FBgn0035871	0	FBgn0035871	0	FBgn0035871	0	True
peak_5076	peak_6044	FBgn0035877	0	FBgn0035877	0	FBgn0035877	0	FBgn0035877	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035878	0	FBgn0035878	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035878	0	FBgn0035878	0	FBgn0035879	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035878	0	FBgn0035879	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035878	0	FBgn0035879	0	FBgn0035879	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035879	0	FBgn0035878	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035879	0	FBgn0035878	0	FBgn0035879	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035879	0	FBgn0035879	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035878	0	FBgn0035879	0	FBgn0035879	0	FBgn0035879	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035878	0	FBgn0035878	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035878	0	FBgn0035878	0	FBgn0035879	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035878	0	FBgn0035879	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035878	0	FBgn0035879	0	FBgn0035879	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035879	0	FBgn0035878	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035879	0	FBgn0035878	0	FBgn0035879	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035879	0	FBgn0035879	0	FBgn0035878	0	True
peak_5077	peak_6045	FBgn0035879	0	FBgn0035879	0	FBgn0035879	0	FBgn0035879	0	True
peak_5078	peak_6046	FBgn0035879	0	FBgn0035879	0	FBgn0035879	0	FBgn0035879	0	True
peak_5079	peak_6047	FBgn0001248	0	FBgn0001248	0	FBgn0001248	0	FBgn0001248	0	True
peak_5080	peak_6048	FBgn0001248	0	FBgn0001248	0	FBgn0001248	0	FBgn0001248	0	True
peak_5082	peak_6049	FBgn0035890	0	FBgn0035890	0	FBgn0035890	0	FBgn0035890	0	True
peak_5083	peak_6050	FBgn0265102	0	FBgn0265102	0	FBgn0265102	0	FBgn0265102	0	True
peak_5085	peak_6052	FBgn0052354	0	FBgn0052354	0	FBgn0052354	0	FBgn0052354	0	True
peak_5086	peak_6053	FBgn0020224	0	FBgn0020224	0	FBgn0020224	0	FBgn0020224	0	True
peak_5088	peak_6056	FBgn0035896	0	FBgn0035896	0	FBgn0035896	0	FBgn0035896	0	True
peak_5089	peak_6057	FBgn0010825	0	FBgn0010825	0	FBgn0010825	0	FBgn0010825	0	True
peak_5090	peak_6058	FBgn0010825	0	FBgn0010825	0	FBgn0010825	0	FBgn0010825	0	True
peak_5091	peak_6059	FBgn0010825	6435	FBgn0010825	-3135	FBgn0010825	6256	FBgn0010825	-2977	True
peak_5092	peak_6060	FBgn0010825	6108	FBgn0010825	-3606	FBgn0010825	5831	FBgn0010825	-3539	True
peak_5093	peak_6061	FBgn0010825	4995	FBgn0010825	-4438	FBgn0010825	4581	FBgn0010825	-4386	True
peak_5095	peak_6065	FBgn0035904	0	FBgn0035904	0	FBgn0035904	0	FBgn0035904	0	True
peak_5097	peak_6066	FBgn0035906	0	FBgn0035906	0	FBgn0035906	0	FBgn0035906	0	True
peak_5097	peak_6066	FBgn0035906	0	FBgn0035907	0	FBgn0035906	0	FBgn0035906	0	True
peak_5097	peak_6066	FBgn0035907	0	FBgn0035906	0	FBgn0035906	0	FBgn0035906	0	True
peak_5097	peak_6066	FBgn0035907	0	FBgn0035907	0	FBgn0035906	0	FBgn0035906	0	True
peak_5098	peak_6067	FBgn0035907	0	FBgn0035907	0	FBgn0035907	0	FBgn0035907	0	True
peak_5099	peak_6068	FBgn0024236	0	FBgn0024236	0	FBgn0024236	0	FBgn0024236	0	True
peak_5100	peak_6069	FBgn0024236	0	FBgn0024236	0	FBgn0024236	0	FBgn0024236	0	True
peak_5101	peak_6070	FBgn0024236	0	FBgn0024236	0	FBgn0024236	0	FBgn0024236	0	True
peak_5102	peak_6071	FBgn0035909	294	FBgn0024236	-12	FBgn0035909	235	FBgn0024236	-538	True
peak_5103	peak_6072	FBgn0035909	0	FBgn0035909	0	FBgn0035909	0	FBgn0035909	0	True
peak_5104	peak_6073	FBgn0260442	0	FBgn0260442	0	FBgn0260442	0	FBgn0260442	0	True
peak_5105	peak_6075	FBgn0260442	0	FBgn0260442	0	FBgn0260442	0	FBgn0260442	0	True
peak_5106	peak_6076	FBgn0260442	1846	FBgn0260442	-5980	FBgn0260442	1886	FBgn0260442	-6148	True
peak_5107	peak_6078	FBgn0260442	0	FBgn0260442	0	FBgn0260442	109	FBgn0260442	-831	True
peak_5110	peak_6081	FBgn0262508	632	FBgn0262508	-135	FBgn0262508	970	FBgn0262508	-335	True
peak_5111	peak_6082	FBgn0262508	0	FBgn0262508	0	FBgn0262508	0	FBgn0262508	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017430	0	FBgn0017430	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017430	0	FBgn0017430	0	FBgn0017579	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017430	0	FBgn0017579	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017430	0	FBgn0017579	0	FBgn0017579	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017579	0	FBgn0017430	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017579	0	FBgn0017430	0	FBgn0017579	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017579	0	FBgn0017579	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017430	0	FBgn0017579	0	FBgn0017579	0	FBgn0017579	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017430	0	FBgn0017430	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017430	0	FBgn0017430	0	FBgn0017579	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017430	0	FBgn0017579	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017430	0	FBgn0017579	0	FBgn0017579	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017579	0	FBgn0017430	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017579	0	FBgn0017430	0	FBgn0017579	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017579	0	FBgn0017579	0	FBgn0017430	0	True
peak_5114	peak_6083	FBgn0017579	0	FBgn0017579	0	FBgn0017579	0	FBgn0017579	0	True
peak_5115	peak_6084	FBgn0017429	0	FBgn0017429	0	FBgn0017429	0	FBgn0017429	0	True
peak_5116	peak_6085	FBgn0017429	0	FBgn0017429	0	FBgn0017429	0	FBgn0017429	0	True
peak_5117	peak_6086	FBgn0035914	269	FBgn0035914	-1455	FBgn0035914	2858	FBgn0017429	-1924	True
peak_5118	peak_6089	FBgn0035917	0	FBgn0035917	0	FBgn0035917	2005	FBgn0035917	-271	True
peak_5119	peak_6090	FBgn0035918	0	FBgn0035918	0	FBgn0035918	0	FBgn0035918	0	True
peak_5120	peak_6091	FBgn0001168	2587	FBgn0035922	-21761	FBgn0001168	2254	FBgn0035922	-21804	True
peak_5121	peak_6092	FBgn0001168	0	FBgn0001168	0	FBgn0001168	0	FBgn0001168	0	True
peak_5122	peak_6095	FBgn0001168	0	FBgn0001168	0	FBgn0001168	0	FBgn0001168	0	True
peak_5123	peak_6096	FBgn0011509	29853	FBgn0001168	-9322	FBgn0011509	29994	FBgn0001168	-9481	True
peak_5124	peak_6097	FBgn0011509	26957	FBgn0001168	-12256	FBgn0011509	27138	FBgn0001168	-12199	True
peak_5125	peak_6098	FBgn0011509	18286	FBgn0001168	-20574	FBgn0011509	18187	FBgn0001168	-20848	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0011509	0	FBgn0011509	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0011509	0	FBgn0011509	0	FBgn0052022	0	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0011509	0	FBgn0052022	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0011509	0	FBgn0052022	0	FBgn0052022	0	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0052022	0	FBgn0011509	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0052022	0	FBgn0011509	0	FBgn0052022	0	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0052022	0	FBgn0052022	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0011509	0	FBgn0052022	0	FBgn0052022	0	FBgn0052022	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0011509	0	FBgn0011509	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0011509	0	FBgn0011509	0	FBgn0052022	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0011509	0	FBgn0052022	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0011509	0	FBgn0052022	0	FBgn0052022	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0052022	0	FBgn0011509	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0052022	0	FBgn0011509	0	FBgn0052022	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0052022	0	FBgn0052022	0	FBgn0011509	0	True
peak_5127	peak_6100	FBgn0052022	0	FBgn0052022	0	FBgn0052022	0	FBgn0052022	0	True
peak_5133	peak_6109	FBgn0266084	6674	FBgn0266084	-3046	FBgn0266084	6713	FBgn0266084	-6446	True
peak_5135	peak_6111	FBgn0266084	0	FBgn0266084	0	FBgn0266084	0	FBgn0266084	0	True
peak_5136	peak_6112	FBgn0263930	0	FBgn0263930	0	FBgn0263930	0	FBgn0263930	0	True
peak_5137	peak_6116	FBgn0020633	0	FBgn0020633	0	FBgn0263930	0	FBgn0263930	0	True
peak_5137	peak_6116	FBgn0020633	0	FBgn0020633	0	FBgn0263930	0	FBgn0020633	0	True
peak_5137	peak_6116	FBgn0020633	0	FBgn0020633	0	FBgn0020633	0	FBgn0263930	0	True
peak_5137	peak_6116	FBgn0020633	0	FBgn0020633	0	FBgn0020633	0	FBgn0020633	0	True
peak_5138	peak_6117	FBgn0266757	0	FBgn0266757	0	FBgn0035936	0	FBgn0035936	0	True
peak_5138	peak_6117	FBgn0266757	0	FBgn0035936	0	FBgn0035936	0	FBgn0035936	0	True
peak_5138	peak_6117	FBgn0035936	0	FBgn0266757	0	FBgn0035936	0	FBgn0035936	0	True
peak_5138	peak_6117	FBgn0035936	0	FBgn0035936	0	FBgn0035936	0	FBgn0035936	0	True
peak_5139	peak_6118	FBgn0035936	11867	FBgn0035936	-670	FBgn0035936	11681	FBgn0035936	-739	True
peak_5140	peak_6119	FBgn0035936	10030	FBgn0035936	-1507	FBgn0035936	10221	FBgn0035936	-1837	True
peak_5147	peak_6124	FBgn0040321	435	FBgn0264305	-124	FBgn0264305	0	FBgn0264305	0	True
peak_5148	peak_6125	FBgn0011787	0	FBgn0011787	0	FBgn0011787	0	FBgn0011787	0	True
peak_5149	peak_6126	FBgn0035944	0	FBgn0035944	0	FBgn0035944	0	FBgn0035944	0	True
peak_5151	peak_6127	FBgn0035945	0	FBgn0035945	0	FBgn0035945	0	FBgn0035945	0	True
peak_5153	peak_6130	FBgn0263199	0	FBgn0263199	0	FBgn0263199	0	FBgn0263199	0	True
peak_5154	peak_6131	FBgn0035951	0	FBgn0035951	0	FBgn0035951	0	FBgn0035951	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0016070	0	FBgn0016070	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0016070	0	FBgn0016070	0	FBgn0035953	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0016070	0	FBgn0035953	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0016070	0	FBgn0035953	0	FBgn0035953	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0035953	0	FBgn0016070	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0035953	0	FBgn0016070	0	FBgn0035953	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0035953	0	FBgn0035953	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0016070	0	FBgn0035953	0	FBgn0035953	0	FBgn0035953	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0016070	0	FBgn0016070	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0016070	0	FBgn0016070	0	FBgn0035953	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0016070	0	FBgn0035953	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0016070	0	FBgn0035953	0	FBgn0035953	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0035953	0	FBgn0016070	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0035953	0	FBgn0016070	0	FBgn0035953	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0035953	0	FBgn0035953	0	FBgn0016070	0	True
peak_5155	peak_6132	FBgn0035953	0	FBgn0035953	0	FBgn0035953	0	FBgn0035953	0	True
peak_5156	peak_6133	FBgn0035954	156	FBgn0035953	-2264	FBgn0035954	0	FBgn0035954	0	True
peak_5157	peak_6134	FBgn0028789	21783	FBgn0035956	-59	FBgn0028789	21534	FBgn0035956	-45	True
peak_5158	peak_6135	FBgn0028789	0	FBgn0028789	0	FBgn0028789	34	FBgn0035956	-21688	True
peak_5160	peak_6137	FBgn0035957	0	FBgn0035957	0	FBgn0035957	0	FBgn0035957	0	True
peak_5161	peak_6138	FBgn0000116	0	FBgn0000116	0	FBgn0000116	4509	FBgn0000116	-794	True
peak_5163	peak_6139	FBgn0000116	598	FBgn0000116	-2655	FBgn0000116	640	FBgn0000116	-4088	True
peak_5164	peak_6140	FBgn0000116	0	FBgn0000116	0	FBgn0000116	0	FBgn0000116	0	True
peak_5169	peak_6146	FBgn0035960	0	FBgn0035960	0	FBgn0035960	0	FBgn0035960	0	True
peak_5171	peak_6147	FBgn0011206	0	FBgn0011206	0	FBgn0011206	0	FBgn0011206	0	True
peak_5172	peak_6148	FBgn0011206	1973	FBgn0011206	-7395	FBgn0011206	8425	FBgn0011206	-7403	True
peak_5173	peak_6149	FBgn0011206	0	FBgn0011206	0	FBgn0011206	4003	FBgn0011206	-11655	True
peak_5174	peak_6150	FBgn0011206	1500	FBgn0011206	-2267	FBgn0011206	1554	FBgn0011206	-14018	True
peak_5176	peak_6152	FBgn0011206	131	FBgn0011206	-3959	FBgn0011206	109	FBgn0011206	-15672	True
peak_5179	peak_6157	FBgn0035970	13004	FBgn0035969	-6223	FBgn0035970	12668	FBgn0035969	-5883	True
peak_5180	peak_6158	FBgn0035975	334	FBgn0264000	-45312	FBgn0035975	357	FBgn0031103	-27721	True
peak_5181	peak_6160	FBgn0035975	0	FBgn0035975	0	FBgn0035975	0	FBgn0035975	0	True
peak_5182	peak_6161	FBgn0035975	0	FBgn0035975	0	FBgn0035975	0	FBgn0035975	0	True
peak_5183	peak_6162	FBgn0035976	438	FBgn0035976	-147	FBgn0035976	647	FBgn0035975	-815	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0052040	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0052040	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0052040	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0035978	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0035978	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0035978	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0052039	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0052039	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0035978	0	FBgn0052039	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0052040	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0052040	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0052040	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0035978	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0035978	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0035978	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0052039	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0052039	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0035978	0	FBgn0052039	0	FBgn0052039	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0052040	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0052040	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0052040	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0035978	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0035978	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0035978	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0052039	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0052039	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0035978	0	FBgn0052039	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0052040	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0052040	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0052040	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0035978	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0035978	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0035978	0	FBgn0052039	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0052039	0	FBgn0052040	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0052039	0	FBgn0035978	0	True
peak_5186	peak_6164	FBgn0052039	0	FBgn0052039	0	FBgn0052039	0	FBgn0052039	0	True
peak_5187	peak_6165	FBgn0085484	0	FBgn0085484	0	FBgn0085484	0	FBgn0085484	0	True
peak_5188	peak_6166	FBgn0004379	0	FBgn0004379	0	FBgn0004379	0	FBgn0004379	0	True
peak_5189	peak_6167	FBgn0035981	0	FBgn0035981	0	FBgn0035981	0	FBgn0035981	0	True
peak_5190	peak_6168	FBgn0001229	0	FBgn0001229	0	FBgn0001229	0	FBgn0001229	0	True
peak_5191	peak_6169	FBgn0001224	7836	FBgn0001229	-1046	FBgn0001224	7780	FBgn0001229	-907	True
peak_5192	peak_6170	FBgn0001224	3798	FBgn0001229	-4829	FBgn0001224	3990	FBgn0001229	-4590	True
peak_5193	peak_6172	FBgn0001226	0	FBgn0001226	0	FBgn0001226	0	FBgn0001226	0	True
peak_5194	peak_6174	FBgn0035983	0	FBgn0035983	0	FBgn0035983	0	FBgn0035983	0	True
peak_5195	peak_6175	FBgn0015218	0	FBgn0015218	0	FBgn0015218	0	FBgn0015218	0	True
peak_5196	peak_6176	FBgn0015218	0	FBgn0015218	0	FBgn0015218	0	FBgn0015218	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035986	0	FBgn0035986	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035986	0	FBgn0035986	0	FBgn0035987	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035986	0	FBgn0035987	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035986	0	FBgn0035987	0	FBgn0035987	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035987	0	FBgn0035986	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035987	0	FBgn0035986	0	FBgn0035987	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035987	0	FBgn0035987	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035986	0	FBgn0035987	0	FBgn0035987	0	FBgn0035987	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035986	0	FBgn0035986	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035986	0	FBgn0035986	0	FBgn0035987	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035986	0	FBgn0035987	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035986	0	FBgn0035987	0	FBgn0035987	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035987	0	FBgn0035986	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035987	0	FBgn0035986	0	FBgn0035987	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035987	0	FBgn0035987	0	FBgn0035986	0	True
peak_5197	peak_6177	FBgn0035987	0	FBgn0035987	0	FBgn0035987	0	FBgn0035987	0	True
peak_5198	peak_6178	FBgn0035987	0	FBgn0035987	0	FBgn0035987	0	FBgn0035987	0	True
peak_5200	peak_6179	FBgn0035989	0	FBgn0035989	0	FBgn0035989	0	FBgn0035989	0	True
peak_5201	peak_6180	FBgn0023129	988	FBgn0035989	-1667	FBgn0023129	965	FBgn0035989	-1546	True
peak_5202	peak_6181	FBgn0023129	0	FBgn0023129	0	FBgn0023129	0	FBgn0023129	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0035989	0	FBgn0035989	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0035989	0	FBgn0035989	0	FBgn0015296	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0035989	0	FBgn0015296	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0035989	0	FBgn0015296	0	FBgn0015296	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0015296	0	FBgn0035989	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0015296	0	FBgn0035989	0	FBgn0015296	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0015296	0	FBgn0015296	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0035989	0	FBgn0015296	0	FBgn0015296	0	FBgn0015296	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0035989	0	FBgn0035989	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0035989	0	FBgn0035989	0	FBgn0015296	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0035989	0	FBgn0015296	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0035989	0	FBgn0015296	0	FBgn0015296	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0015296	0	FBgn0035989	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0015296	0	FBgn0035989	0	FBgn0015296	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0015296	0	FBgn0015296	0	FBgn0035989	0	True
peak_5204	peak_6184	FBgn0015296	0	FBgn0015296	0	FBgn0015296	0	FBgn0015296	0	True
