gene	JC	K2P
FBgn0000008	 10.24 10.29
FBgn0036697	  -0.00  -0.00
FBgn0036698	  7.43  7.49
FBgn0036702	 13.37 13.37
FBgn0036704	  3.06  3.07
FBgn0036706	  3.06  3.07
FBgn0036707	  2.03  2.03
FBgn0036708	 15.50 15.50
FBgn0036709	  4.11  4.11
FBgn0036711	  3.06  3.07
FBgn0036712	 11.90 11.95
FBgn0036713	  2.07  2.07
FBgn0036714	  7.35  7.35
FBgn0036715	  2.05  2.05
FBgn0036716	  -0.00  -0.00
FBgn0036717	  -0.00  -0.00
FBgn0036723	  4.11  4.11
FBgn0036725	  -0.00  -0.00
FBgn0036727	  2.03  2.03
FBgn0036728	  5.23  5.23
FBgn0036730	  -0.00  -0.00
FBgn0036731	  2.11  2.12
FBgn0036732	  6.25  6.29
FBgn0036733	 20.69 20.70
FBgn0036734	  8.64  8.75
FBgn0036738	  2.03  2.03
FBgn0036740	 35.25 35.96
FBgn0036742	-nan	-nan
FBgn0036745	 10.36 10.36
FBgn0036747	 12.03 12.11
FBgn0036750	  3.16  3.16
FBgn0036751	  5.17  5.22
FBgn0036756	  1.01  1.01
FBgn0036760	  4.11  4.11
FBgn0036761	  5.23  5.23
FBgn0036762	 11.21 11.36
FBgn0036763	  9.57  9.60
FBgn0036764	  1.07  1.08
FBgn0036765	  2.23  2.23
FBgn0036766	  9.59  9.60
FBgn0036767	  3.06  3.07
FBgn0036768	  -0.00  -0.00
FBgn0036769	  4.58  4.59
FBgn0036770	  7.67  7.67
FBgn0036771	  6.32  6.33
FBgn0036772	 19.28 19.51
FBgn0036773	  3.06  3.07
FBgn0036774	 13.18 13.19
FBgn0036775	 10.48 10.53
FBgn0036778	  1.01  1.01
FBgn0036780	  3.30  3.31
FBgn0036781	  3.33  3.33
FBgn0036782	  5.71  5.71
FBgn0036783	  4.24  4.25
FBgn0036784	-nan	-nan
FBgn0036785	  9.69  9.73
FBgn0036786	  5.17  5.19
FBgn0036789	  1.01  1.01
FBgn0036790	  1.04  1.04
FBgn0036791	  6.25  6.26
FBgn0036801	  4.29  4.29
FBgn0036804	-nan	-nan
FBgn0036805	 15.67 15.88
FBgn0036806	  9.03  9.09
FBgn0036807	 12.03 12.14
FBgn0036809	-nan	-nan
FBgn0036810	  7.76  7.77
FBgn0036812	 15.50 15.50
FBgn0036813	  3.06  3.06
FBgn0036814	  -0.00  -0.00
FBgn0036815	  4.15  4.16
FBgn0036816	  2.21  2.21
FBgn0036817	  5.17  5.18
FBgn0036818	  4.11  4.11
FBgn0036819	  8.46  8.51
FBgn0036820	  7.35  7.35
FBgn0036822	  5.23  5.24
FBgn0036824	  4.11  4.13
FBgn0036826	  6.25  6.25
FBgn0036827	  6.82  6.86
FBgn0036830	 10.85 10.85
FBgn0036831	  6.25  6.26
FBgn0036833	  1.04  1.04
FBgn0036834	  3.19  3.20
FBgn0036835	  -0.00  -0.00
FBgn0036836	  2.03  2.03
FBgn0036838	-nan	-nan
FBgn0036839	  -0.00  -0.00
FBgn0036842	 18.63 18.72
FBgn0036843	 19.93 19.94
FBgn0036844	  2.07  2.07
FBgn0036847	  6.42  6.48
FBgn0036848	  6.36  6.43
FBgn0036849	  2.96  2.99
FBgn0036850	  4.24  4.24
FBgn0036851	  5.17  5.22
FBgn0036853	  1.51  1.52
FBgn0036857	  6.25  6.29
FBgn0036859	  7.35  7.35
FBgn0036860	  1.01  1.01
FBgn0036861	  3.06  3.09
FBgn0036868	 14.28 14.35
FBgn0036870	  2.09  2.11
FBgn0036875	  5.17  5.18
FBgn0036876	  7.67  7.74
FBgn0036877	  1.03  1.03
FBgn0036878	  4.11  4.11
FBgn0036879	  1.01  1.01
FBgn0036880	  2.21  2.22
FBgn0036881	  -0.00  -0.00
FBgn0036886	  4.11  4.11
FBgn0036887	 18.41 18.50
FBgn0036888	 12.03 12.03
FBgn0036889	 18.16 18.16
FBgn0036891	  2.07  2.07
FBgn0036893	-nan	-nan
FBgn0036895	  6.98  6.99
FBgn0036896	  1.04  1.04
FBgn0036897	  7.35  7.36
FBgn0036899	  -0.00  -0.00
FBgn0036900	  9.59  9.74
FBgn0036906	 14.60 14.62
FBgn0036909	  9.80  9.84
FBgn0036910	  1.01  1.01
FBgn0036911	 14.28 14.28
FBgn0036913	  2.03  2.04
FBgn0036918	  6.25  6.26
FBgn0036919	  7.35  7.35
FBgn0036920	 10.61 10.65
FBgn0036921	  8.83  8.83
FBgn0036922	  4.11  4.11
FBgn0036924	 12.72 12.73
FBgn0036925	 18.00 18.08
FBgn0036927	  5.64  5.66
FBgn0036928	 12.30 12.31
FBgn0036929	 14.28 14.28
FBgn0036932	 10.73 10.86
FBgn0036934	  4.11  4.11
FBgn0036935	  5.17  5.18
FBgn0036936	  5.52  5.53
FBgn0036937	  -0.00  -0.00
FBgn0036938	  2.03  2.04
FBgn0036939	  2.03  2.03
FBgn0036940	  3.06  3.07
FBgn0036941	  7.35  7.35
FBgn0036942	  9.59  9.67
FBgn0036945	  -0.00  -0.00
FBgn0036947	  7.35  7.35
FBgn0036948	  1.01  1.01
FBgn0036949	  4.20  4.20
FBgn0036950	  5.94  5.99
FBgn0036951	  1.16  1.16
FBgn0036952	 16.93 16.93
FBgn0036953	  3.06  3.07
FBgn0036958	 15.85 15.85
FBgn0036964	 13.37 13.37
FBgn0036973	  9.69  9.69
FBgn0036974	 11.90 11.92
FBgn0036977	  4.11  4.11
FBgn0036978	  3.23  3.24
FBgn0036979	  3.30  3.30
FBgn0036980	  2.16  2.16
FBgn0036984	  2.03  2.03
FBgn0036985	  1.01  1.01
FBgn0036987	  7.51  7.57
FBgn0036990	 12.03 12.03
FBgn0036991	  7.41  7.61
FBgn0036992	  1.01  1.01
FBgn0036993	  1.01  1.01
FBgn0036994	 10.73 10.73
FBgn0036996	  5.52  5.52
FBgn0036997	  3.33  3.34
FBgn0036998	  8.21  8.21
FBgn0037000	  5.17  5.18
FBgn0037001	 21.27 21.29
FBgn0037008	 10.85 10.85
FBgn0037009	 12.19 12.21
FBgn0037011	 14.50 14.52
FBgn0037012	 11.90 11.95
FBgn0037013	  -0.00  -0.00
FBgn0037014	  1.04  1.04
FBgn0037015	  1.01  1.01
FBgn0037016	  5.17  5.18
FBgn0037017	  9.59  9.63
FBgn0037018	  3.23  3.24
FBgn0037019	 10.85 10.88
FBgn0037020	 21.21 21.22
FBgn0037023	 12.03 12.14
FBgn0037024	  9.69  9.69
FBgn0037025	  9.59  9.82
FBgn0037026	  9.90  9.95
FBgn0037027	  8.46  8.51
FBgn0037028	  6.32  6.33
FBgn0037030	  2.03  2.03
FBgn0037031	-nan	-nan
FBgn0037035	  -0.00  -0.00
FBgn0037036	 12.30 12.42
FBgn0037037	 11.51 11.54
FBgn0037038	  8.93  8.95
FBgn0037042	  9.06  9.10
FBgn0037044	 10.73 10.76
FBgn0037046	  9.81  9.82
FBgn0037050	 14.16 14.17
FBgn0037051	  9.24  9.26
FBgn0037057	  1.02  1.02
FBgn0037059	  1.01  1.01
FBgn0037060	  1.01  1.01
FBgn0037061	  5.77  5.83
FBgn0037064	  3.16  3.17
FBgn0037065	  1.01  1.01
FBgn0037067	  1.06  1.06
FBgn0037069	  -0.00  -0.00
FBgn0037070	  1.06  1.06
FBgn0037071	  6.82  6.87
FBgn0037073	  6.25  6.26
FBgn0037074	 14.60 14.68
FBgn0037076	  3.06  3.07
FBgn0037078	-nan	-nan
FBgn0037081	 11.61 11.85
FBgn0037084	  5.77  5.77
FBgn0037085	 14.28 14.31
FBgn0037086	  8.21  8.22
FBgn0037087	 10.73 10.74
FBgn0037090	  4.11  4.11
FBgn0037092	  5.04  5.05
FBgn0037093	  8.46  8.48
FBgn0037094	  9.59  9.63
FBgn0037098	  3.06  3.07
FBgn0037099	  2.23  2.23
FBgn0037100	  7.84  7.98
FBgn0037101	  6.32  6.33
FBgn0037102	 11.21 11.24
FBgn0037105	  4.53  4.53
FBgn0037106	 18.63 18.66
FBgn0037107	  1.04  1.04
FBgn0037108	  6.90  6.91
FBgn0037109	  5.71  5.71
FBgn0037110	-nan	-nan
FBgn0037114	  3.06  3.06
FBgn0037115	 12.03 12.17
FBgn0037116	 13.67 13.67
FBgn0037117	 11.27 11.28
FBgn0037120	  5.46  5.56
FBgn0037121	  6.25  6.39
FBgn0037122	  2.03  2.03
FBgn0037123	  4.11  4.11
FBgn0037124	  6.25  6.25
FBgn0037125	  2.03  2.04
FBgn0037126	  8.46  8.48
FBgn0037127	  1.01  1.01
FBgn0037128	  2.03  2.03
FBgn0037129	  -0.00  -0.00
FBgn0037130	  2.03  2.03
FBgn0037131	  1.01  1.01
FBgn0037133	  2.03  2.03
FBgn0037135	 13.18 13.32
FBgn0037139	  2.03  2.04
FBgn0037140	  4.74  4.75
FBgn0037141	 10.73 10.92
FBgn0037142	  7.18  7.27
FBgn0037143	  5.52  5.52
FBgn0037146	  3.06  3.09
FBgn0037149	  4.84  4.86
FBgn0037151	  9.46  9.49
FBgn0037162	 16.93 16.97
FBgn0037163	 11.87 11.93
FBgn0037166	  8.64  8.70
FBgn0037167	  5.17  5.22
FBgn0037170	 12.71 12.72
FBgn0037171	  -0.00  -0.00
FBgn0037172	  3.26  3.27
FBgn0037174	  4.33  4.35
FBgn0037175	  2.03  2.03
FBgn0037176	  4.11  4.13
FBgn0037178	  7.76  7.76
FBgn0037181	  -0.00  -0.00
FBgn0037182	 18.06 18.07
FBgn0037184	 10.73 10.73
FBgn0037185	  4.98  5.00
FBgn0037186	  3.06  3.07
FBgn0037188	 14.44 14.67
FBgn0037191	-nan	-nan
FBgn0037195	  4.11  4.11
FBgn0037197	  6.60  6.64
FBgn0037199	  6.25  6.25
FBgn0037202	  9.59  9.63
FBgn0037204	  5.98  5.98
FBgn0037206	  2.03  2.04
FBgn0037207	  -0.00  -0.00
FBgn0037213	  4.53  4.60
FBgn0037217	  -0.00  -0.00
FBgn0037223	  9.59  9.67
FBgn0037224	  7.35  7.35
FBgn0037225	 13.22 13.35
FBgn0037227	  4.15  4.16
FBgn0037230	  6.25  6.26
FBgn0037231	 17.33 17.38
FBgn0037232	  7.84  7.85
FBgn0037234	  6.25  6.25
FBgn0037235	  4.11  4.11
FBgn0037236	  3.06  3.06
FBgn0037240	  7.35  7.37
FBgn0037241	  5.17  5.22
FBgn0037242	  6.25  6.26
FBgn0037244	 11.90 12.08
FBgn0037248	  4.20  4.20
FBgn0037249	  4.11  4.11
FBgn0037250	  6.25  6.25
FBgn0037251	  3.06  3.06
FBgn0037255	 16.57 16.68
FBgn0037260	 12.30 12.35
FBgn0037261	 21.10 21.15
FBgn0037265	 11.67 12.01
FBgn0037275	  8.46  8.51
FBgn0037276	 11.88 11.97
FBgn0037279	  5.23  5.28
FBgn0037280	-nan	-nan
FBgn0037282	 10.85 10.92
FBgn0037283	 20.69 20.96
FBgn0037288	  3.06  3.06
FBgn0037290	  2.18  2.18
FBgn0037292	  1.01  1.01
FBgn0037295	  9.90  9.90
FBgn0037296	 13.37 13.54
FBgn0037297	 10.24 10.34
FBgn0037299	 10.61 10.61
FBgn0037301	  5.17  5.19
FBgn0037305	 13.67 13.69
FBgn0037307	  6.46  6.46
FBgn0037310	  8.01  8.02
FBgn0037312	 17.73 17.85
FBgn0037313	 11.41 11.47
FBgn0037315	 16.93 17.11
FBgn0037322	 15.11 15.14
FBgn0037323	  1.01  1.01
FBgn0037324	  3.62  3.63
FBgn0037325	  3.49  3.50
FBgn0037326	  4.11  4.11
FBgn0037327	  1.44  1.45
FBgn0037328	  8.46  8.48
FBgn0037329	  7.43  7.43
FBgn0037330	 11.41 11.41
FBgn0037332	  8.74  8.75
FBgn0037336	  7.35  7.35
FBgn0037340	  3.06  3.06
FBgn0037341	  3.06  3.07
FBgn0037342	  5.23  5.24
FBgn0037344	  7.43  7.45
FBgn0037345	-nan	-nan
FBgn0037347	 17.81 17.82
FBgn0037351	  8.55  8.60
FBgn0037354	  5.28  5.28
FBgn0037356	 12.87 12.88
FBgn0037358	 19.28 19.62
FBgn0037359	 14.28 14.31
FBgn0037363	  4.20  4.21
FBgn0037364	 12.03 12.19
FBgn0037369	 11.27 11.27
FBgn0037371	  1.02  1.02
FBgn0037372	 10.48 10.48
FBgn0037375	  6.25  6.26
FBgn0037376	 10.48 10.49
FBgn0037377	  4.69  4.69
FBgn0037378	 20.58 20.78
FBgn0037379	 10.85 10.85
FBgn0037382	 12.19 12.21
FBgn0037383	 13.08 13.17
FBgn0037384	  9.59  9.82
FBgn0037387	  3.23  3.24
FBgn0037389	 11.13 11.45
FBgn0037391	-nan	-nan
FBgn0037395	  -0.00  -0.00
FBgn0037398	 14.33 14.38
FBgn0037399	-nan	-nan
FBgn0037402	  5.17  5.27
FBgn0037406	  3.06  3.06
FBgn0037408	  3.06  3.06
FBgn0037409	  2.03  2.03
FBgn0037410	  3.06  3.07
FBgn0037411	  5.17  5.18
FBgn0037412	  1.01  1.01
FBgn0037413	  2.03  2.03
FBgn0037414	  -0.00  -0.00
FBgn0037415	  3.09  3.10
FBgn0037416	  1.01  1.01
FBgn0037419	  1.01  1.01
FBgn0037420	  2.03  2.04
FBgn0037421	  4.11  4.11
FBgn0037422	 13.22 13.23
FBgn0037424	  1.01  1.01
FBgn0037427	  1.03  1.03
FBgn0037428	  2.03  2.03
FBgn0037429	  -0.00  -0.00
FBgn0037430	  2.03  2.03
FBgn0037433	  4.11  4.13
FBgn0037435	 21.10 21.10
FBgn0037436	  2.03  2.03
FBgn0037439	 12.32 12.36
FBgn0037440	-nan	-nan
FBgn0037442	  4.55  4.55
FBgn0037445	-nan	-nan
FBgn0037447	  3.19  3.19
FBgn0037448	  1.05  1.05
FBgn0037455	  7.59  7.61
FBgn0037460	 22.11 22.24
FBgn0037461	  8.93  8.95
FBgn0037462	  1.01  1.01
FBgn0037465	  7.35  7.36
FBgn0037466	  4.43  4.43
FBgn0037468	  6.32  6.33
FBgn0037470	  7.51  7.51
FBgn0037472	 15.67 15.80
FBgn0037473	  9.59  9.63
FBgn0037475	  1.01  1.01
FBgn0037477	 12.58 12.58
FBgn0037478	  7.35  7.41
FBgn0037481	  8.46  8.63
FBgn0037482	  8.55  8.55
FBgn0037483	  5.17  5.22
FBgn0037485	  6.39  6.47
FBgn0037486	  9.35  9.41
FBgn0037487	  1.01  1.01
FBgn0037488	  1.01  1.01
FBgn0037489	 10.85 10.92
FBgn0037490	 12.71 12.86
FBgn0037491	  3.06  3.07
FBgn0037492	  5.28  5.29
FBgn0037493	  -0.00  -0.00
FBgn0037498	  6.67  6.67
FBgn0037500	  3.06  3.07
FBgn0037501	  1.01  1.01
FBgn0037503	  1.01  1.01
FBgn0037512	  8.46  8.51
FBgn0037513	  2.11  2.11
FBgn0037514	 15.24 15.26
FBgn0037516	  7.35  7.35
FBgn0037517	  7.35  7.37
FBgn0037518	  7.60  7.61
FBgn0037520	  1.03  1.03
FBgn0037521	 26.35 26.36
FBgn0037525	  -0.00  -0.00
FBgn0037526	 10.01 10.03
FBgn0037529	 10.97 10.97
FBgn0037530	 14.93 15.09
FBgn0037531	-nan	-nan
FBgn0037533	  2.05  2.05
FBgn0037535	  8.64  8.66
FBgn0037536	 20.04 20.08
FBgn0037538	  6.39  6.39
FBgn0037539	 16.74 16.92
FBgn0037540	 11.90 11.91
FBgn0037541	  9.90 10.16
FBgn0037543	  8.74  8.77
FBgn0037544	  8.55  8.57
FBgn0037547	 16.22 16.28
FBgn0037549	  6.25  6.29
FBgn0037550	 16.66 16.67
FBgn0037551	  7.32  7.34
FBgn0037552	 11.87 11.87
FBgn0037553	  5.17  5.19
FBgn0037555	  8.55  8.57
FBgn0037556	  7.43  7.43
FBgn0037560	 20.47 20.49
FBgn0037561	 10.73 10.74
FBgn0037563	  3.23  3.24
FBgn0037565	  3.06  3.07
FBgn0037566	 11.47 11.47
FBgn0037571	  9.35  9.36
FBgn0037572	 14.10 14.13
FBgn0037574	 11.90 11.91
FBgn0037576	 12.87 13.09
FBgn0037577	  5.17  5.22
FBgn0037578	 12.87 12.87
FBgn0037579	 11.34 11.34
FBgn0037584	  4.43  4.43
FBgn0037590	  8.31  8.31
FBgn0037591	  8.46  8.56
FBgn0037592	 10.85 10.85
FBgn0037594	  6.25  6.29
FBgn0037601	  2.14  2.14
FBgn0037602	 14.60 14.68
FBgn0037603	  1.01  1.01
FBgn0037607	 11.47 11.49
FBgn0037608	 15.67 15.69
FBgn0037609	  8.46  8.56
FBgn0037612	  9.69  9.71
FBgn0037613	  1.01  1.01
FBgn0037614	  4.11  4.13
FBgn0037616	  7.51  7.51
FBgn0037618	  5.71  5.71
FBgn0037621	 15.67 15.73
FBgn0037622	  9.80  9.84
FBgn0037623	  9.59  9.59
FBgn0037624	  9.69  9.70
FBgn0037625	  2.03  2.04
FBgn0037626	  8.46  8.46
FBgn0037627	  1.01  1.01
FBgn0037630	  2.03  2.03
FBgn0037632	 13.08 13.09
FBgn0037633	  2.09  2.11
FBgn0037635	  7.67  7.67
FBgn0037637	  8.83  8.83
FBgn0037638	 12.87 12.88
FBgn0037643	  4.11  4.11
FBgn0037644	  9.46  9.53
FBgn0037647	  7.59  7.59
FBgn0037648	  9.59  9.74
FBgn0037650	  4.48  4.48
FBgn0037652	  6.25  6.29
FBgn0037653	 15.40 15.40
FBgn0037654	 12.17 12.20
FBgn0037656	  7.43  7.44
FBgn0037657	  8.62  8.65
FBgn0037659	  4.53  4.56
FBgn0037660	 10.73 10.74
FBgn0037661	 10.73 10.74
FBgn0037662	  4.11  4.11
FBgn0037664	 11.90 11.90
FBgn0037665	  6.98  6.98
FBgn0037666	 10.19 10.29
FBgn0037667	  7.35  7.35
FBgn0037669	  6.25  6.26
FBgn0037670	  8.46  8.48
FBgn0037671	  6.53  6.54
FBgn0037672	  -0.00  -0.00
FBgn0037675	  9.69  9.70
FBgn0037676	  2.03  2.03
FBgn0037677	  5.17  5.20
FBgn0037678	  1.01  1.01
FBgn0037679	 12.03 12.14
FBgn0037680	  7.51  7.62
FBgn0037683	  2.11  2.11
FBgn0037685	  6.25  6.25
FBgn0037686	  6.25  6.33
FBgn0037687	 18.16 18.38
FBgn0037688	 14.93 15.02
FBgn0037690	 12.16 12.18
FBgn0037696	  3.30  3.31
FBgn0037697	  2.03  2.03
FBgn0037698	  1.01  1.01
FBgn0037700	  9.80  9.84
FBgn0037707	 20.12 20.54
FBgn0037708	  6.32  6.33
FBgn0037709	  7.93  7.94
FBgn0037710	 13.18 13.25
FBgn0037714	  2.03  2.04
FBgn0037715	 19.34 19.48
FBgn0037716	  8.46  8.56
FBgn0037717	  5.40  5.40
FBgn0037718	  4.20  4.26
FBgn0037719	  8.83  8.85
FBgn0037720	 11.88 12.14
FBgn0037721	  5.17  5.18
FBgn0037722	  7.43  7.43
FBgn0037723	  7.35  7.36
FBgn0037724	  3.06  3.06
FBgn0037727	  3.33  3.33
FBgn0037730	  5.17  5.22
FBgn0037736	  -0.00  -0.00
FBgn0037737	 21.32 21.32
FBgn0037739	  6.25  6.25
FBgn0037742	  2.07  2.07
FBgn0037743	  8.55  8.57
FBgn0037747	  7.67  7.67
FBgn0037749	  7.35  7.35
FBgn0037750	  5.17  5.19
FBgn0037751	 13.22 13.32
FBgn0037753	  4.20  4.20
FBgn0037754	  3.26  3.26
FBgn0037755	  9.35  9.35
FBgn0037756	  9.59  9.68
FBgn0037757	  5.23  5.23
FBgn0037758	 10.85 10.85
FBgn0037759	 14.76 14.85
FBgn0037760	 15.50 15.52
FBgn0037761	  4.11  4.13
FBgn0037762	  4.38  4.40
FBgn0037763	  4.11  4.13
FBgn0037764	  6.44  6.47
FBgn0037765	  7.35  7.37
FBgn0037766	  5.17  5.22
FBgn0037770	  7.35  7.37
FBgn0037772	  3.06  3.07
FBgn0037773	 14.28 14.35
FBgn0037777	  8.64  8.65
FBgn0037778	  6.25  6.25
FBgn0037779	  6.60  6.61
FBgn0037780	  9.69  9.76
FBgn0037783	  3.06  3.07
FBgn0037786	  4.11  4.11
FBgn0037788	  2.03  2.03
FBgn0037794	 18.20 18.21
FBgn0037796	  4.11  4.17
FBgn0037797	  8.46  8.56
FBgn0037798	  3.06  3.09
FBgn0037801	  5.17  5.20
FBgn0037802	  7.59  7.59
FBgn0037807	  9.69  9.69
FBgn0037809	  7.43  7.49
FBgn0037810	  6.25  6.33
FBgn0037814	  8.46  8.48
FBgn0037815	 14.76 14.80
FBgn0037816	 17.12 17.42
FBgn0037817	  5.23  5.23
FBgn0037818	  3.06  3.06
FBgn0037819	  -0.00  -0.00
FBgn0037826	  7.43  7.49
FBgn0037827	  7.35  7.35
FBgn0037828	  6.61  6.61
FBgn0037829	 18.38 18.38
FBgn0037831	  8.31  8.46
FBgn0037832	  5.17  5.27
FBgn0037834	  9.59  9.67
FBgn0037835	  2.03  2.03
FBgn0037837	  9.59  9.60
FBgn0037838	  4.11  4.13
FBgn0037841	  8.46  8.49
FBgn0037842	  8.46  8.51
FBgn0037843	  9.59  9.60
FBgn0037844	  6.25  6.25
FBgn0037845	  2.31  2.31
FBgn0037846	  5.17  5.22
FBgn0037848	  4.15  4.21
FBgn0037849	  2.03  2.03
FBgn0037850	  2.18  2.18
FBgn0037852	  7.35  7.35
FBgn0037855	 12.03 12.14
FBgn0037857	  9.03  9.23
FBgn0037860	  4.15  4.18
FBgn0037862	 13.37 13.38
FBgn0037870	  4.11  4.17
FBgn0037874	  9.69  9.70
FBgn0037875	  7.35  7.41
FBgn0037876	  5.34  5.37
FBgn0037877	 11.90 12.01
FBgn0037878	-nan	-nan
FBgn0037879	-nan	-nan
FBgn0037880	 18.00 18.15
FBgn0037882	  5.23  5.24
FBgn0037883	  2.07  2.08
FBgn0037884	  7.35  7.37
FBgn0037885	  9.69  9.73
FBgn0037890	 15.67 15.67
FBgn0037891	  4.11  4.11
FBgn0037892	  6.25  6.26
FBgn0037894	  3.00  3.01
FBgn0037895	  1.03  1.03
FBgn0037896	  9.14  9.26
FBgn0037897	  6.32  6.32
FBgn0037898	 11.90 11.97
FBgn0037899	  6.25  6.29
FBgn0037900	 11.90 12.01
FBgn0037901	 11.21 11.29
FBgn0037902	  6.39  6.40
FBgn0037906	  7.35  7.41
FBgn0037908	  2.23  2.23
FBgn0037910	 22.15 22.60
FBgn0037911	  9.59  9.63
FBgn0037915	 11.03 11.06
FBgn0037916	  2.07  2.07
FBgn0037918	  5.17  5.22
FBgn0037920	 15.24 15.24
FBgn0037922	  9.46  9.48
FBgn0037923	  6.32  6.36
FBgn0037924	 12.63 12.64
FBgn0037926	 12.17 12.17
FBgn0037930	 17.81 17.93
FBgn0037931	 15.67 15.69
FBgn0037933	  6.32  6.36
FBgn0037934	  9.90  9.91
FBgn0037936	  6.82  6.86
FBgn0037937	  3.06  3.06
FBgn0037939	  6.39  6.40
FBgn0037940	  -0.00  -0.00
FBgn0037941	  6.25  6.33
FBgn0037942	  6.61  6.61
FBgn0037943	  6.90  6.90
FBgn0037944	  4.11  4.13
FBgn0037949	 10.73 10.80
FBgn0037950	  5.17  5.18
FBgn0037955	 10.73 10.80
FBgn0037956	  7.35  7.37
FBgn0037958	  9.03  9.05
FBgn0037960	  4.11  4.11
FBgn0037962	  4.11  4.11
FBgn0037963	  7.35  7.37
FBgn0037964	 12.72 12.73
FBgn0037970	  3.06  3.06
FBgn0037972	  5.17  5.18
FBgn0037973	 16.93 16.97
FBgn0037974	 13.52 13.70
FBgn0037975	  6.86  6.93
FBgn0037976	  -0.00  -0.00
FBgn0037978	  8.93  8.95
FBgn0037979	  7.43  7.45
FBgn0037980	  8.83  8.84
FBgn0037981	  8.83  8.84
FBgn0037985	 24.21 24.23
FBgn0037986	  4.11  4.11
FBgn0037987	 13.02 13.03
FBgn0037989	  -0.00  -0.00
FBgn0037992	  3.06  3.07
FBgn0037993	  1.01  1.01
FBgn0037994	  8.51  8.60
FBgn0037995	  1.04  1.04
FBgn0037996	  4.11  4.13
FBgn0037997	  2.03  2.03
FBgn0037999	  3.06  3.09
FBgn0038000	  6.25  6.25
FBgn0038001	  1.01  1.01
FBgn0038002	  3.06  3.07
FBgn0038003	  3.06  3.07
FBgn0038006	  5.34  5.34
FBgn0038007	  3.23  3.26
FBgn0038008	  6.46  6.47
FBgn0038011	  2.03  2.04
FBgn0038012	  6.25  6.25
FBgn0038016	  6.25  6.33
FBgn0038017	  2.03  2.03
FBgn0038020	 11.00 11.01
FBgn0038028	  8.46  8.63
FBgn0038029	  3.06  3.07
FBgn0038037	-nan	-nan
FBgn0038038	 10.19 10.19
FBgn0038043	-nan	-nan
FBgn0038045	  7.43  7.45
FBgn0038046	  9.14  9.20
FBgn0038047	  5.17  5.18
FBgn0038049	 19.50 19.57
FBgn0038055	  3.16  3.17
FBgn0038056	 12.03 12.04
FBgn0038057	  9.69  9.69
FBgn0038063	  2.03  2.04
FBgn0038065	 14.68 14.69
FBgn0038070	  -0.00  -0.00
FBgn0038071	  3.62  3.63
FBgn0038072	  -0.00  -0.00
FBgn0038073	  1.01  1.01
FBgn0038074	  5.40  5.40
FBgn0038076	  1.01  1.01
FBgn0038078	 17.32 17.43
FBgn0038079	  2.05  2.05
FBgn0038080	  7.35  7.35
FBgn0038082	  9.80  9.95
FBgn0038083	 10.01 10.03
FBgn0038084	  3.06  3.06
FBgn0038087	  2.03  2.04
FBgn0038088	  6.25  6.26
FBgn0038089	  4.11  4.11
FBgn0038090	 13.99 14.10
FBgn0038092	  6.25  6.33
FBgn0038095	  1.01  1.01
FBgn0038098	  5.17  5.20
FBgn0038099	  6.25  6.26
FBgn0038100	  6.32  6.32
FBgn0038102	  5.17  5.18
FBgn0038105	  2.03  2.03
FBgn0038106	 15.67 15.68
FBgn0038108	  1.01  1.01
FBgn0038109	  4.11  4.11
FBgn0038110	 17.32 17.37
FBgn0038113	  5.46  5.46
FBgn0038114	  2.23  2.23
FBgn0038115	  3.06  3.06
FBgn0038118	  6.25  6.29
FBgn0038122	-nan	-nan
FBgn0038123	 11.21 11.24
FBgn0038124	  7.37  7.38
FBgn0038125	 12.03 12.03
FBgn0038126	  -0.00  -0.00
FBgn0038127	-nan	-nan
FBgn0038129	 10.97 10.97
FBgn0038130	  -0.00  -0.00
FBgn0038131	  1.01  1.01
FBgn0038132	  1.01  1.01
FBgn0038133	  -0.00  -0.00
FBgn0038134	  3.06  3.07
FBgn0038135	  3.06  3.07
FBgn0038136	  3.33  3.33
FBgn0038139	  3.06  3.06
FBgn0038140	  7.35  7.47
FBgn0038142	  8.01  8.02
FBgn0038143	 12.87 12.89
FBgn0038144	  8.12  8.15
FBgn0038145	 16.97 16.99
FBgn0038146	 12.17 12.18
FBgn0038147	  7.51  7.51
FBgn0038148	  4.11  4.11
FBgn0038149	  -0.00  -0.00
FBgn0038150	  2.03  2.03
FBgn0038151	  1.01  1.01
FBgn0038153	  2.09  2.11
FBgn0038156	  -0.00  -0.00
FBgn0038157	  4.11  4.13
FBgn0038158	  3.19  3.19
FBgn0038159	  1.01  1.01
FBgn0038160	  7.35  7.35
FBgn0038161	  4.11  4.11
FBgn0038163	  3.19  3.20
FBgn0038165	  1.01  1.01
FBgn0038166	  2.03  2.03
FBgn0038168	 20.29 20.29
FBgn0038170	  3.06  3.09
FBgn0038172	  1.02  1.02
FBgn0038173	  -0.00  -0.00
FBgn0038179	  2.09  2.09
FBgn0038180	  3.30  3.30
FBgn0038181	  1.31  1.31
FBgn0038183	 10.59 10.60
FBgn0038186	  2.05  2.05
FBgn0038188	 11.25 11.31
FBgn0038189	 13.22 13.26
FBgn0038190	 10.01 10.06
FBgn0038194	  7.59  7.61
FBgn0038195	 21.48 21.66
FBgn0038196	  3.35  3.35
FBgn0038197	  3.06  3.07
FBgn0038198	  1.03  1.03
FBgn0038199	  1.01  1.01
