gene	YN00_dN	YN00_dS	YN00_w	NG86_dN	NG86_dS	NG86_w
FBgn0035254	0.0015	0.1351	0.0108	0.0015	0.1347	0.0108
FBgn0035255	0.0081	0.1023	0.0796	0.008	0.1071	0.0745
FBgn0035256	0.0066	0.1853	0.0355	0.0071	0.1295	0.055
FBgn0035257	0.0349	0.1394	0.2505	0.0346	0.1446	0.239
FBgn0035258	0.0183	0.1634	0.1123	0.0186	0.1552	0.1196
FBgn0035260	0.0065	0.1425	0.0457	0.0074	0.1204	0.0615
FBgn0035262	0.0204	0.1594	0.1278	0.0213	0.15	0.1422
FBgn0035263	0.0694	0.1286	0.54	0.0687	0.1327	0.518
FBgn0035264	0.0041	0.2067	0.0199	0.0044	0.1594	0.0274
FBgn0035265	0.0214	0.1571	0.1361	0.0226	0.1447	0.156
FBgn0035266	0.0007	0.1651	0.0044	0.0008	0.1277	0.006
FBgn0035267	0.0058	0.159	0.0366	0.0064	0.1406	0.0453
FBgn0035268	0.0476	0.0964	0.4943	0.0496	0.0819	0.6053
FBgn0035270	0.0013	0.14	0.0091	0.0013	0.1262	0.0104
FBgn0035271	-0.0	0.056	0.0	0.0	0.0432	-1.0
FBgn0035272	0.0149	0.2697	0.0551	0.0155	0.2228	0.0695
FBgn0035273	0.0035	0.1156	0.0306	0.0036	0.1088	0.0329
FBgn0035279	0.0101	0.0879	0.1155	0.0098	0.0961	0.1019
FBgn0035280	-0.0	0.1296	0.0	0.0	0.1297	-1.0
FBgn0035281	-0.0	0.0669	0.0	0.0	0.0672	-1.0
FBgn0035282	0.0132	0.1871	0.0708	0.0138	0.1497	0.0925
FBgn0035283	0.0057	0.1284	0.044	0.006	0.0996	0.0599
FBgn0035285	-0.0	0.0505	0.0	0.0	0.0326	-1.0
FBgn0035286	0.0114	0.1719	0.0662	0.0124	0.1139	0.1089
FBgn0035287	0.0038	0.0801	0.047	0.004	0.0586	0.0691
FBgn0035290	0.0049	0.1109	0.0442	0.005	0.1017	0.0492
FBgn0035293	0.0045	0.1496	0.03	0.0056	0.1281	0.0434
FBgn0035294	0.0008	0.1449	0.0059	0.0009	0.1114	0.0081
FBgn0035295	0.0171	0.121	0.1412	0.0177	0.1041	0.1697
FBgn0035298	0.0067	0.1295	0.0521	0.0069	0.118	0.0585
FBgn0035299	0.027	0.1179	0.2289	0.0251	0.1463	0.1718
FBgn0035300	0.0077	0.0859	0.0893	0.0069	0.111	0.0625
FBgn0035308	0.0084	0.0945	0.0894	0.0084	0.0964	0.0868
FBgn0035312	0.0109	0.2691	0.0407	0.0114	0.2175	0.0524
FBgn0035313	0.0088	0.167	0.0528	0.009	0.1476	0.0613
FBgn0035315	0.0037	0.0783	0.0468	0.0038	0.067	0.0567
FBgn0035316	0.0212	0.1738	0.122	0.0216	0.1571	0.1377
FBgn0035317	0.0046	0.1519	0.0306	0.0046	0.1618	0.0287
FBgn0035318	0.0087	0.1522	0.0575	0.0094	0.1141	0.082
FBgn0035321	0.0081	0.091	0.0887	0.008	0.0905	0.0889
FBgn0035323	0.0135	0.095	0.1423	0.0129	0.1086	0.1187
FBgn0035325	0.0042	0.1567	0.0265	0.0045	0.1148	0.0388
FBgn0035328	0.0056	0.1983	0.0283	0.007	0.158	0.0445
FBgn0035331	0.0066	0.1539	0.0428	0.0065	0.1549	0.0421
FBgn0035332	0.0296	0.1202	0.2462	0.0296	0.1208	0.2451
FBgn0035333	0.0198	0.099	0.2004	0.0195	0.1043	0.1869
FBgn0035335	0.0058	0.1296	0.0446	0.0058	0.1254	0.0463
FBgn0035336	0.0131	0.1486	0.088	0.0146	0.1166	0.1251
FBgn0035337	0.0444	0.0665	0.668	0.0388	0.0962	0.4029
FBgn0035343	0.0106	0.0864	0.1227	0.0116	0.0771	0.1506
FBgn0035344	0.0111	0.1527	0.0728	0.0113	0.1396	0.0813
FBgn0035346	0.0119	0.1303	0.0916	0.0128	0.1005	0.1271
FBgn0035348	0.0092	0.2091	0.0439	0.01	0.1401	0.0713
FBgn0035355	0.0062	0.1485	0.0417	0.0059	0.1723	0.034
FBgn0035356	0.0146	0.0895	0.163	0.0153	0.0747	0.2047
FBgn0035357	0.0093	0.1268	0.0737	0.0095	0.1188	0.0797
FBgn0035358	0.0078	0.0877	0.0892	0.0085	0.0613	0.1392
FBgn0035359	0.0103	0.1711	0.06	0.0114	0.1345	0.0849
FBgn0035360	0.0156	0.1122	0.1393	0.0154	0.1162	0.1323
FBgn0035370	0.0032	0.2012	0.0157	0.0035	0.1151	0.0304
FBgn0035371	0.0008	0.136	0.0058	0.0008	0.1078	0.0078
FBgn0035372	0.041	0.1498	0.2735	0.0403	0.1608	0.2503
FBgn0035374	0.0146	0.1273	0.115	0.0148	0.1175	0.1264
FBgn0035375	0.0144	0.1144	0.1263	0.0151	0.095	0.1589
FBgn0035379	0.0159	0.1263	0.1257	0.016	0.1206	0.1329
FBgn0035380	0.1148	0.2119	0.5418	0.1146	0.2069	0.5541
FBgn0035382	0.01	0.0949	0.1051	0.0093	0.115	0.0812
FBgn0035383	0.0097	0.1699	0.0573	0.0106	0.1535	0.0688
FBgn0035384	0.0104	0.1557	0.0671	0.0098	0.1918	0.0508
FBgn0035385	0.0025	0.135	0.0183	0.0024	0.1386	0.0175
FBgn0035388	0.0283	0.1072	0.2643	0.0288	0.1032	0.2787
FBgn0035390	0.0077	0.1859	0.0415	0.0082	0.1368	0.06
FBgn0035392	0.0183	0.1744	0.1048	0.0192	0.1653	0.116
FBgn0035393	0.0389	0.1924	0.202	0.04	0.1671	0.2392
FBgn0035397	0.0081	0.0822	0.0987	0.0095	0.0744	0.1271
FBgn0035398	0.0004	0.1346	0.0032	0.0004	0.1257	0.0034
FBgn0035400	0.0241	0.119	0.2023	0.026	0.1013	0.2563
FBgn0035401	0.0043	0.1142	0.038	0.0052	0.121	0.0432
FBgn0035402	0.0146	0.141	0.1038	0.0151	0.1233	0.1228
FBgn0035405	0.0183	0.1144	0.1599	0.0197	0.099	0.1988
FBgn0035407	0.0214	0.1236	0.1735	0.0214	0.1238	0.1727
FBgn0035409	0.0162	0.1307	0.1236	0.0158	0.1373	0.1151
FBgn0035410	0.0094	0.1109	0.0849	0.0092	0.1237	0.074
FBgn0035412	0.0484	0.1014	0.4777	0.0469	0.1109	0.4224
FBgn0035413	0.0118	0.1556	0.076	0.012	0.1449	0.0827
FBgn0035414	0.0438	0.1186	0.3692	0.0446	0.1133	0.3934
FBgn0035415	0.0198	0.0658	0.301	0.0192	0.0707	0.2716
FBgn0035420	0.0041	0.1163	0.0354	0.0041	0.1272	0.0324
FBgn0035421	0.0041	0.0863	0.0476	0.004	0.0936	0.0425
FBgn0035422	0.0028	0.028	0.0995	0.0031	0.0189	0.1631
FBgn0035423	-0.0	0.0231	0.0	0.0	0.0273	-1.0
FBgn0035424	0.0125	0.0711	0.1765	0.0125	0.0744	0.1679
FBgn0035425	0.0147	0.1735	0.0845	0.0153	0.1431	0.1071
FBgn0035426	0.0554	0.093	0.5956	0.0535	0.1022	0.5232
FBgn0035427	0.0031	0.0309	0.1012	0.003	0.036	0.0833
FBgn0035428	0.0101	0.065	0.1562	0.0094	0.0794	0.1186
FBgn0035429	0.016	0.0754	0.2127	0.0147	0.0971	0.1512
FBgn0035430	0.0228	0.1096	0.208	0.0215	0.1312	0.1635
FBgn0035431	0.0107	0.1223	0.0875	0.0111	0.1043	0.1066
FBgn0035432	0.0072	0.1277	0.0563	0.0073	0.1175	0.0623
FBgn0035435	0.0079	0.1211	0.065	0.0077	0.1261	0.0612
FBgn0035436	0.0171	0.2464	0.0695	0.0187	0.1532	0.1218
FBgn0035437	0.0065	0.152	0.0431	0.0071	0.1395	0.0506
FBgn0035438	0.0137	0.0863	0.1593	0.0158	0.0576	0.275
FBgn0035439	0.0069	0.1292	0.0531	0.0068	0.1305	0.0521
FBgn0035440	0.0403	0.1028	0.3916	0.0398	0.106	0.3756
FBgn0035443	0.0326	0.1279	0.2551	0.031	0.1537	0.202
FBgn0035444	-0.0	0.0645	0.0	0.0	0.0699	-1.0
FBgn0035445	0.0113	0.1639	0.0687	0.0116	0.1595	0.0729
FBgn0035449	0.0056	0.0816	0.0685	0.0056	0.0774	0.0729
FBgn0035452	0.0231	0.0969	0.2384	0.0221	0.1096	0.2017
FBgn0035453	0.0148	0.1383	0.1071	0.0147	0.1558	0.0943
FBgn0035455	0.1321	0.1362	0.9699	0.1262	0.1531	0.8242
FBgn0035458	0.0438	0.1554	0.282	0.0448	0.1461	0.3065
FBgn0035462	0.0088	0.1678	0.0525	0.0089	0.155	0.0576
FBgn0035464	0.0144	0.1122	0.1285	0.0135	0.1321	0.1022
FBgn0035468	0.0083	0.1244	0.0665	0.0081	0.1309	0.0619
FBgn0035469	0.0147	0.147	0.1	0.0148	0.1405	0.1054
FBgn0035470	0.0132	0.1562	0.0845	0.0134	0.1443	0.093
FBgn0035471	0.01	0.0892	0.1126	0.0104	0.0782	0.1332
FBgn0035473	0.0028	0.0578	0.0491	0.0029	0.0503	0.0584
FBgn0035475	-0.0	0.0654	0.0	0.0	0.0621	-1.0
FBgn0035476	0.0028	0.1252	0.022	0.0027	0.1279	0.0212
FBgn0035477	0.0041	0.1204	0.0339	0.004	0.1253	0.0319
FBgn0035478	0.0217	0.0696	0.3124	0.0199	0.091	0.219
FBgn0035479	0.0954	0.0906	1.0533	0.0891	0.1083	0.8225
FBgn0035480	0.0163	0.0555	0.2946	0.016	0.0583	0.2743
FBgn0035482	0.0172	0.1865	0.0922	0.018	0.1501	0.1201
FBgn0035483	0.0134	0.1332	0.1002	0.0133	0.1323	0.1006
FBgn0035484	0.0088	0.1064	0.0826	0.0089	0.1004	0.089
FBgn0035486	0.0128	0.1731	0.0738	0.0129	0.1883	0.0684
FBgn0035488	0.0147	0.1491	0.0986	0.0154	0.1346	0.1148
FBgn0035490	0.0055	0.11	0.0504	0.0055	0.1361	0.0402
FBgn0035491	0.0303	0.1334	0.2271	0.0321	0.1054	0.3043
FBgn0035495	0.036	0.0647	0.5567	0.0361	0.0648	0.558
FBgn0035497	0.0224	0.1964	0.1138	0.0233	0.1613	0.1446
FBgn0035498	0.0056	0.0831	0.067	0.0055	0.0832	0.0667
FBgn0035499	-0.0	0.0342	0.0	0.0	0.0157	-1.0
FBgn0035501	0.0185	0.16	0.116	0.0185	0.1591	0.1163
FBgn0035504	0.0079	0.1733	0.0456	0.0087	0.1292	0.0673
FBgn0035505	0.0013	0.1053	0.0125	0.0014	0.08	0.0175
FBgn0035508	0.0228	0.1542	0.1479	0.0227	0.1745	0.1302
FBgn0035510	0.0025	0.0833	0.0303	0.0025	0.0886	0.0277
FBgn0035511	0.0118	0.0833	0.1412	0.0115	0.088	0.1304
FBgn0035512	0.0025	0.0962	0.0255	0.0025	0.0951	0.0259
FBgn0035513	0.0046	0.0549	0.084	0.0038	0.0765	0.0503
FBgn0035515	0.0109	0.1276	0.0854	0.0106	0.1398	0.0755
FBgn0035517	0.0101	0.0916	0.1102	0.0102	0.0884	0.115
FBgn0035518	0.0092	0.1118	0.0824	0.0092	0.111	0.0829
FBgn0035519	0.0073	0.1606	0.0457	0.0076	0.136	0.0561
FBgn0035520	0.0021	0.1026	0.0201	0.0022	0.0762	0.0287
FBgn0035521	-0.0	0.1277	0.0	0.0	0.1078	-1.0
FBgn0035522	0.0118	0.1298	0.0906	0.0111	0.1527	0.0727
FBgn0035523	0.0041	0.0799	0.0507	0.0038	0.0966	0.0392
FBgn0035524	0.0038	0.0899	0.0421	0.0036	0.1009	0.0361
FBgn0035526	0.0009	0.1681	0.0054	0.0009	0.1559	0.0059
FBgn0035528	0.0027	0.0946	0.029	0.0028	0.0843	0.0334
FBgn0035529	-0.0	0.0852	0.0	0.0	0.0809	-1.0
FBgn0035532	0.0309	0.1175	0.2633	0.0317	0.1076	0.2944
FBgn0035533	0.008	0.0994	0.0809	0.0083	0.0878	0.0942
FBgn0035534	-0.0	0.1519	0.0	0.0	0.1218	-1.0
FBgn0035537	0.0229	0.1493	0.1533	0.021	0.2043	0.1029
FBgn0035538	-0.0	0.0372	0.0	0.0	0.0446	-1.0
FBgn0035539	0.0058	0.1178	0.0493	0.006	0.1007	0.0599
FBgn0035540	0.0054	0.1502	0.0359	0.0051	0.178	0.0286
FBgn0035541	0.0028	0.1839	0.0151	0.0029	0.1435	0.0202
FBgn0035542	0.009	0.0596	0.1516	0.0096	0.0479	0.1997
FBgn0035543	0.0044	0.1245	0.0352	0.0044	0.1217	0.0361
FBgn0035544	0.0126	0.0614	0.2051	0.008	0.1176	0.0682
FBgn0035546	0.0221	0.0949	0.2331	0.0185	0.137	0.1353
FBgn0035547	0.0091	0.0636	0.1425	0.0076	0.0948	0.0803
FBgn0035550	0.0214	0.1859	0.115	0.0224	0.1729	0.1297
FBgn0035551	0.0759	0.3056	0.2484	0.0823	0.241	0.3417
FBgn0035552	0.0186	0.0932	0.1996	0.0184	0.1073	0.1718
FBgn0035553	0.014	0.0935	0.1501	0.011	0.1573	0.0699
FBgn0035554	0.0095	0.0496	0.191	0.0083	0.0701	0.1179
FBgn0035555	0.0167	0.1106	0.1509	0.0155	0.1371	0.1129
FBgn0035558	0.0199	0.0971	0.2045	0.0205	0.0865	0.2368
FBgn0035563	0.0222	0.218	0.1019	0.0222	0.2089	0.1063
FBgn0035569	0.0257	0.0904	0.284	0.026	0.0842	0.3085
FBgn0035570	0.0171	0.1946	0.0881	0.0186	0.1295	0.1435
FBgn0035571	0.1782	0.146	1.2204	0.1694	0.1681	1.0081
FBgn0035572	0.0303	0.0985	0.3073	0.0258	0.1548	0.1666
FBgn0035574	0.0082	0.0678	0.1204	0.0078	0.0803	0.0967
FBgn0035575	0.0069	0.0979	0.0703	0.0064	0.1201	0.0533
FBgn0035577	0.0118	0.1035	0.1142	0.0116	0.1099	0.1058
FBgn0035578	0.0169	0.0994	0.1705	0.0163	0.1102	0.148
FBgn0035581	0.0032	0.1064	0.0305	0.0034	0.1006	0.0335
FBgn0035582	0.0494	0.3222	0.1532	0.0523	0.2317	0.2256
FBgn0035583	0.0104	0.1542	0.0671	0.0102	0.1576	0.0649
FBgn0035584	0.0023	0.191	0.0118	0.0024	0.1479	0.0161
FBgn0035585	0.0339	0.1395	0.2432	0.0358	0.1106	0.3234
FBgn0035586	0.0106	0.2114	0.0503	0.0116	0.1446	0.0801
FBgn0035587	0.0067	0.159	0.042	0.0067	0.1495	0.0451
FBgn0035588	0.0043	0.1006	0.0424	0.0042	0.1055	0.0398
FBgn0035589	0.0019	0.2186	0.0087	0.0041	0.1455	0.028
FBgn0035590	0.0095	0.2257	0.0421	0.0098	0.1912	0.0514
FBgn0035591	0.0163	0.1705	0.0953	0.0169	0.1575	0.1075
FBgn0035592	0.0038	0.1582	0.0238	0.0039	0.1313	0.0296
FBgn0035593	0.0068	0.1673	0.0408	0.0081	0.1172	0.0691
FBgn0035594	0.0762	0.3219	0.2368	0.0796	0.2805	0.2837
FBgn0035598	0.0103	0.1279	0.0802	0.0106	0.1655	0.064
FBgn0035600	-0.0	0.1326	0.0	0.0	0.103	-1.0
FBgn0035601	-0.0	0.0177	0.0	0.0	0.0206	-1.0
FBgn0035603	0.0055	0.3107	0.0177	0.0062	0.1508	0.0408
FBgn0035604	0.0081	0.119	0.0682	0.0081	0.1172	0.0694
FBgn0035607	0.0238	0.1011	0.2355	0.0221	0.1258	0.1756
FBgn0035610	0.0033	0.0911	0.0362	0.0032	0.0985	0.0327
FBgn0035612	0.0205	0.1082	0.1898	0.0206	0.1115	0.1851
FBgn0035617	0.0322	0.0967	0.333	0.0314	0.1067	0.2947
FBgn0035619	0.0089	0.1811	0.049	0.0092	0.1524	0.0604
FBgn0035620	0.0057	0.1882	0.0305	0.006	0.1585	0.0376
FBgn0035621	0.0159	0.1088	0.1461	0.0163	0.1247	0.1304
FBgn0035622	0.0014	0.1474	0.0098	0.0015	0.1349	0.0109
FBgn0035624	0.0074	0.1423	0.0521	0.0078	0.117	0.0663
FBgn0035625	0.0047	0.1047	0.0445	0.005	0.1002	0.0503
FBgn0035627	0.0203	0.1224	0.1656	0.0198	0.1343	0.1474
FBgn0035630	0.0033	0.0997	0.0335	0.0033	0.0978	0.0341
FBgn0035631	0.007	0.3184	0.0221	0.0075	0.2134	0.0353
FBgn0035632	0.0128	0.1058	0.1209	0.0126	0.1163	0.1085
FBgn0035636	0.0061	0.1168	0.0524	0.0068	0.0735	0.092
FBgn0035638	-0.0	0.1285	0.0	0.0	0.0887	-1.0
FBgn0035639	0.0067	0.1395	0.0482	0.0077	0.114	0.0673
FBgn0035640	0.0124	0.0973	0.1274	0.0126	0.0917	0.1369
FBgn0035643	0.0051	0.1244	0.0409	0.0048	0.1423	0.034
FBgn0035644	0.0026	0.1461	0.0181	0.0025	0.1638	0.0155
FBgn0035645	0.0293	0.1384	0.2119	0.0284	0.1652	0.1718
FBgn0035647	0.0103	0.1309	0.0783	0.0099	0.1454	0.0681
FBgn0035648	0.0196	0.0416	0.4699	0.0181	0.0503	0.3606
FBgn0035649	0.0006	0.1009	0.0062	0.0006	0.0924	0.007
FBgn0035656	0.0075	0.1324	0.0567	0.0079	0.102	0.0779
FBgn0035657	0.0812	0.122	0.6654	0.0776	0.1382	0.5615
FBgn0035661	0.0349	0.0911	0.3827	0.0344	0.0955	0.3601
FBgn0035663	0.0211	0.1195	0.1764	0.0197	0.1442	0.1365
FBgn0035665	0.0451	0.0802	0.5626	0.0495	0.0576	0.8594
FBgn0035666	0.0109	0.1954	0.0559	0.0119	0.1284	0.093
FBgn0035667	0.0505	0.3356	0.1504	0.0573	0.1977	0.2899
FBgn0035669	0.0075	0.143	0.0524	0.0075	0.1629	0.0461
FBgn0035670	0.0167	0.1619	0.1029	0.0185	0.1004	0.184
FBgn0035673	0.0276	0.1149	0.2406	0.027	0.1242	0.2178
FBgn0035674	0.0057	0.1017	0.0559	0.0054	0.1183	0.0456
FBgn0035675	-0.0	0.3335	0.0	0.0	0.2407	-1.0
FBgn0035676	0.0045	0.1734	0.0257	0.0045	0.1588	0.0285
FBgn0035677	-0.0	0.0982	0.0	0.0	0.0865	-1.0
FBgn0035678	0.0113	0.163	0.069	0.0115	0.1445	0.0799
FBgn0035679	0.0096	0.1946	0.0496	0.0097	0.1848	0.0525
FBgn0035685	0.0203	0.1165	0.1745	0.0197	0.1264	0.1563
FBgn0035686	0.0058	0.0759	0.0768	0.0057	0.0799	0.0717
FBgn0035687	0.0088	0.1325	0.0662	0.0087	0.1341	0.065
FBgn0035688	0.014	0.0683	0.2056	0.0136	0.0749	0.1817
FBgn0035689	0.0196	0.1504	0.1304	0.0197	0.1561	0.1263
FBgn0035690	0.0053	0.1555	0.0339	0.0055	0.128	0.0427
FBgn0035691	0.0571	0.1432	0.3988	0.0575	0.1382	0.4163
FBgn0035692	-0.0	0.1022	0.0	0.0	0.1039	-1.0
FBgn0035693	0.0715	0.1213	0.5895	0.0688	0.1352	0.5088
FBgn0035694	0.0105	0.1597	0.066	0.0114	0.1046	0.1094
FBgn0035695	0.0042	0.1398	0.0299	0.0044	0.1518	0.0287
FBgn0035696	0.0051	0.1527	0.0332	0.0052	0.1601	0.0325
FBgn0035697	0.01	0.0943	0.1063	0.0104	0.1169	0.0886
FBgn0035699	0.0047	0.0378	0.1235	0.0046	0.0397	0.1151
FBgn0035702	0.0058	0.1166	0.0495	0.0057	0.1199	0.0476
FBgn0035703	0.005	0.1679	0.0296	0.0062	0.1791	0.0345
FBgn0035704	0.0086	0.1448	0.0597	0.0085	0.1566	0.0543
FBgn0035708	0.0155	0.1491	0.104	0.0177	0.1143	0.1549
FBgn0035709	0.011	0.1113	0.0992	0.0112	0.1008	0.1114
FBgn0035710	0.0071	0.104	0.0685	0.0077	0.0999	0.0775
FBgn0035711	0.0022	0.0584	0.0374	0.0021	0.0648	0.0325
FBgn0035713	0.0184	0.1496	0.1233	0.0187	0.1517	0.1233
FBgn0035714	-0.0	0.1235	0.0	0.0	0.1259	-1.0
FBgn0035715	0.0574	0.1701	0.3374	0.0597	0.1626	0.3673
FBgn0035718	0.0117	0.1491	0.0786	0.0122	0.1436	0.0847
FBgn0035719	0.0043	0.0706	0.0607	0.0039	0.0878	0.0449
FBgn0035720	0.0026	0.1347	0.0191	0.0027	0.1119	0.024
FBgn0035721	0.0096	0.1492	0.0643	0.0099	0.1281	0.0771
FBgn0035722	0.0088	0.1025	0.0854	0.0085	0.1101	0.0772
FBgn0035724	0.0022	0.1801	0.0125	0.0024	0.1405	0.0169
FBgn0035725	0.0158	0.1631	0.0967	0.0166	0.1229	0.1354
FBgn0035726	0.0081	0.1563	0.0518	0.0086	0.1181	0.073
FBgn0035727	0.0203	0.1416	0.1431	0.0208	0.1233	0.169
FBgn0035730	0.0231	0.099	0.2331	0.0221	0.1123	0.1969
FBgn0035733	0.0051	0.0933	0.0549	0.0051	0.095	0.0534
FBgn0035734	0.0151	0.0848	0.1784	0.0152	0.0826	0.1844
FBgn0035735	0.0167	0.1439	0.1164	0.0177	0.1132	0.1564
FBgn0035736	0.0072	0.1213	0.0593	0.0073	0.1104	0.0666
FBgn0035737	0.01	0.0944	0.1063	0.0106	0.0778	0.1357
FBgn0035741	0.0065	0.1353	0.0478	0.0067	0.1175	0.0572
FBgn0035742	-0.0	0.1217	0.0	0.0	0.0775	-1.0
FBgn0035743	0.0046	0.0802	0.0569	0.0051	0.0421	0.121
FBgn0035750	0.0214	0.2676	0.0799	0.0245	0.2013	0.1215
FBgn0035751	0.0116	0.1789	0.0647	0.0122	0.1422	0.0859
FBgn0035753	0.0022	0.0627	0.0345	0.0024	0.0417	0.0578
FBgn0035754	0.0016	0.1231	0.0132	0.0017	0.1065	0.0159
FBgn0035755	0.0013	0.0995	0.0133	0.0014	0.0836	0.0166
FBgn0035756	0.0275	0.1565	0.1756	0.0297	0.1344	0.2211
FBgn0035760	0.0163	0.1457	0.1122	0.0161	0.1523	0.1055
FBgn0035761	0.0106	0.18	0.0587	0.0111	0.1543	0.0717
FBgn0035762	0.0072	0.0941	0.0767	0.0073	0.0917	0.0791
FBgn0035763	0.0108	0.0774	0.1393	0.0116	0.0641	0.1813
FBgn0035766	0.023	0.1439	0.1597	0.0228	0.1455	0.1566
FBgn0035767	0.004	0.1119	0.0356	0.0049	0.101	0.0482
FBgn0035768	0.023	0.1348	0.1708	0.0232	0.1291	0.18
FBgn0035769	0.0147	0.1498	0.0979	0.016	0.1151	0.1391
FBgn0035770	0.0471	0.0702	0.6704	0.0454	0.0776	0.5858
FBgn0035771	0.0034	0.0973	0.0351	0.0035	0.0924	0.0374
FBgn0035772	0.0522	0.0828	0.6306	0.0473	0.1122	0.4218
FBgn0035776	0.0377	0.1163	0.3246	0.0376	0.1176	0.3201
FBgn0035777	0.0096	0.1505	0.0635	0.0106	0.1161	0.0911
FBgn0035779	0.0127	0.1297	0.0977	0.0136	0.0966	0.141
FBgn0035780	0.0253	0.1476	0.1715	0.0249	0.1539	0.1619
FBgn0035781	0.0125	0.1149	0.1087	0.0127	0.1075	0.118
FBgn0035782	0.083	0.1615	0.5139	0.0836	0.1578	0.5298
FBgn0035785	0.003	0.0977	0.0312	0.0029	0.1125	0.0258
FBgn0035786	0.0695	0.1265	0.5498	0.0639	0.1604	0.3988
FBgn0035787	0.0069	0.1113	0.0624	0.0067	0.1225	0.0543
FBgn0035788	0.0087	0.0627	0.1394	0.0084	0.0685	0.1232
FBgn0035790	0.0449	0.1167	0.3848	0.0417	0.1463	0.2852
FBgn0035791	0.0277	0.0908	0.3047	0.0269	0.098	0.2744
FBgn0035792	0.0216	0.1246	0.1731	0.0214	0.1273	0.1682
FBgn0035793	0.0186	0.0686	0.271	0.018	0.076	0.2367
FBgn0035795	0.0382	0.1353	0.2825	0.0367	0.1592	0.2304
FBgn0035797	0.0437	0.1402	0.3121	0.0426	0.1556	0.2738
FBgn0035798	0.0391	0.1238	0.3158	0.038	0.135	0.2818
FBgn0035799	0.0092	0.1475	0.0627	0.0097	0.1458	0.0665
FBgn0035800	0.039	0.1665	0.2344	0.0385	0.1726	0.2232
FBgn0035802	0.0255	0.1065	0.2394	0.0273	0.092	0.2966
FBgn0035805	0.0232	0.1559	0.1485	0.0228	0.1601	0.1424
FBgn0035806	0.0156	0.0751	0.2082	0.0142	0.0966	0.1473
FBgn0035807	0.0139	0.0585	0.2379	0.014	0.0572	0.2446
FBgn0035811	0.0021	0.1088	0.019	0.0021	0.101	0.0209
FBgn0035812	0.0139	0.1487	0.0936	0.0139	0.1514	0.0917
FBgn0035813	0.0288	0.114	0.2526	0.0277	0.1295	0.2141
FBgn0035815	0.0008	0.1525	0.0051	0.0008	0.1473	0.0053
FBgn0035816	0.0057	0.1415	0.0405	0.006	0.1172	0.0512
FBgn0035817	-0.0	0.1713	0.0	0.0	0.1427	-1.0
FBgn0035823	0.0456	0.1062	0.4291	0.0445	0.1149	0.3874
FBgn0035824	0.0049	0.1089	0.0453	0.0051	0.0947	0.0539
FBgn0035825	0.0107	0.131	0.0815	0.0107	0.1271	0.0844
FBgn0035827	-0.0	0.1154	0.0	0.0	0.0935	-1.0
FBgn0035829	0.0209	0.1307	0.1603	0.021	0.1289	0.1625
FBgn0035830	0.0054	0.1111	0.0489	0.0053	0.1163	0.0459
FBgn0035831	0.0172	0.1489	0.1156	0.018	0.144	0.1253
FBgn0035833	0.0079	0.1425	0.0552	0.0078	0.1436	0.0545
FBgn0035838	0.0178	0.1234	0.1442	0.0175	0.1291	0.1356
FBgn0035839	0.0104	0.1162	0.0899	0.0109	0.0977	0.1112
FBgn0035842	0.051	0.1613	0.3159	0.0497	0.1786	0.2784
FBgn0035844	0.0102	0.0825	0.124	0.0091	0.1093	0.0837
FBgn0035845	0.0037	0.0544	0.0687	0.0036	0.063	0.0568
FBgn0035847	0.0707	0.1184	0.5973	0.0675	0.136	0.4963
FBgn0035848	0.0058	0.1314	0.0441	0.006	0.116	0.0516
FBgn0035849	0.0018	0.1193	0.0149	0.0027	0.1145	0.0233
FBgn0035850	0.004	0.0815	0.0492	0.004	0.0814	0.0491
FBgn0035851	0.003	0.1127	0.027	0.0031	0.1032	0.0302
FBgn0035852	0.0188	0.2036	0.0923	0.0199	0.159	0.125
FBgn0035853	-0.0	0.0594	0.0	0.0	0.0605	-1.0
FBgn0035854	0.0037	0.1563	0.0234	0.0036	0.1675	0.0213
FBgn0035855	0.0375	0.0977	0.3839	0.0378	0.0945	0.3997
FBgn0035857	0.0614	0.1519	0.4041	0.0615	0.1506	0.4086
FBgn0035861	0.0744	0.1683	0.4419	0.0759	0.1526	0.4976
FBgn0035865	0.0132	0.1082	0.122	0.0128	0.1173	0.1093
FBgn0035866	-0.0	0.0408	0.0	0.0	0.0404	-1.0
FBgn0035867	0.0149	0.1068	0.1398	0.0139	0.1299	0.1069
FBgn0035868	0.0621	0.1408	0.4412	0.0612	0.1501	0.4077
FBgn0035870	0.0097	0.0996	0.0978	0.0092	0.1173	0.0784
FBgn0035871	0.0161	0.0824	0.1955	0.0164	0.0778	0.2105
FBgn0035872	0.0008	0.0658	0.0114	0.0007	0.0826	0.0083
FBgn0035873	0.0103	0.081	0.1277	0.0102	0.0853	0.1193
FBgn0035875	0.003	0.1015	0.0295	0.0026	0.1451	0.0182
FBgn0035876	0.0065	0.0792	0.0827	0.0063	0.088	0.0715
FBgn0035877	0.0051	0.1131	0.0451	0.005	0.1186	0.0421
FBgn0035878	0.0103	0.1354	0.0764	0.0104	0.132	0.0784
FBgn0035879	0.0036	0.1005	0.0358	0.0036	0.0946	0.0386
FBgn0035880	0.0049	0.1677	0.0293	0.005	0.1514	0.0331
FBgn0035888	0.0096	0.1268	0.0758	0.01	0.1063	0.0942
