gene	gapped_len	mel_len	sim_len	gap_num	indel_num	indel_mean_len	ungapped_len
FBgn0036126	1006	1000	999	13	3	4.333333333333333	993
FBgn0036133	1035	1000	1005	65	12	5.416666666666667	970
FBgn0036134	1014	1000	999	29	6	4.833333333333333	985
FBgn0036135	1000	1000	994	6	4	1.5	994
FBgn0036136	1015	1000	985	45	13	3.4615384615384617	970
FBgn0036138	987	986	944	44	11	4	943
FBgn0036139	1008	1000	794	222	13	17.076923076923077	786
FBgn0036141	1011	1000	995	27	6	4.5	984
FBgn0036142	1002	1000	1002	2	1	2	1000
FBgn0036143	1002	1000	956	48	5	9.6	954
FBgn0036144	899	889	861	48	9	5.333333333333333	851
FBgn0036145	1010	1000	990	30	6	5	980
FBgn0036146	902	870	890	44	10	4.4	858
FBgn0036147	816	780	776	76	12	6.333333333333333	740
FBgn0036152	1032	1000	1001	63	10	6.3	969
FBgn0036153	1051	1000	1016	86	13	6.615384615384615	965
FBgn0036154	1037	1000	965	109	17	6.411764705882353	928
FBgn0036155	1010	1000	1008	12	3	4	998
FBgn0036156	1007	1000	975	39	10	3.9	968
FBgn0036157	1069	1000	1036	102	10	10.2	967
FBgn0036158	1021	1000	969	73	12	6.083333333333333	948
FBgn0036159	1036	1000	908	164	15	10.933333333333334	872
FBgn0036160	1000	1000	998	2	2	1	998
FBgn0036161	1004	1000	1002	6	3	2	998
FBgn0036162	1012	1000	995	29	10	2.9	983
FBgn0036165	1021	1000	973	69	16	4.3125	952
FBgn0036173	1038	1000	1031	45	14	3.2142857142857144	993
FBgn0036176	1024	1000	924	124	11	11.272727272727273	900
FBgn0036177	1035	1000	1013	57	9	6.333333333333333	978
FBgn0036179	1009	1000	999	19	4	4.75	990
FBgn0036180	1036	1000	1007	65	14	4.642857142857143	971
FBgn0036187	1001	1000	973	29	5	5.8	972
FBgn0036188	1004	1000	973	35	7	5	969
FBgn0036192	1000	1000	988	12	5	2.4	988
FBgn0036193	1023	1000	985	61	12	5.083333333333333	962
FBgn0036195	1000	1000	958	42	7	6	958
FBgn0036196	1025	1000	999	51	10	5.1	974
FBgn0036198	1009	1000	976	42	9	4.666666666666667	967
FBgn0036199	1020	1000	1014	26	6	4.333333333333333	994
FBgn0036202	1005	1000	932	78	6	13	927
FBgn0036203	1048	1000	996	100	10	10	948
FBgn0036204	1033	1000	962	104	9	11.555555555555555	929
FBgn0036205	1029	1000	1027	31	4	7.75	998
FBgn0036206	1034	1000	1000	68	8	8.5	966
FBgn0036207	1023	1000	997	49	9	5.444444444444445	974
FBgn0036214	1008	1000	957	59	8	7.375	949
FBgn0036218	1011	1000	920	102	10	10.2	909
FBgn0036221	1014	1000	954	74	11	6.7272727272727275	940
FBgn0036224	1027	1000	1016	38	9	4.222222222222222	989
FBgn0036225	1080	1000	1035	125	13	9.615384615384615	955
FBgn0036226	1017	1000	999	35	5	7	982
FBgn0036228	1021	1000	987	55	7	7.857142857142857	966
FBgn0036229	1012	1000	1003	21	4	5.25	991
FBgn0036230	1004	1000	976	32	8	4	972
FBgn0036235	1016	1000	983	49	13	3.769230769230769	967
FBgn0036239	1039	1000	1035	43	6	7.166666666666667	996
FBgn0036240	1048	1000	1014	82	11	7.454545454545454	966
FBgn0036242	1035	1000	1026	44	10	4.4	991
FBgn0036246	1059	1000	1002	116	15	7.733333333333333	943
FBgn0036250	1024	1000	989	59	12	4.916666666666667	965
FBgn0036254	944	933	938	17	5	3.4	927
FBgn0036255	1011	1000	1009	13	3	4.333333333333333	998
FBgn0036257	1036	1000	1007	65	7	9.285714285714286	971
FBgn0036258	1005	1000	1004	6	4	1.5	999
FBgn0036259	1019	1000	1013	25	9	2.7777777777777777	994
FBgn0036260	1013	1000	968	58	9	6.444444444444445	955
FBgn0036262	1006	1000	931	81	10	8.1	925
FBgn0036263	1008	1000	982	34	5	6.8	974
FBgn0036264	1026	1000	1007	45	10	4.5	981
FBgn0036266	1042	1000	1014	70	7	10	972
FBgn0036271	1014	1000	1008	20	7	2.857142857142857	994
FBgn0036272	1047	1000	1004	90	15	6	957
FBgn0036273	1058	1000	1015	101	17	5.9411764705882355	957
FBgn0036274	1016	1000	1011	21	6	3.5	995
FBgn0036277	1000	1000	964	36	10	3.6	964
FBgn0036278	1006	1000	1003	9	5	1.8	997
FBgn0036279	1046	1000	1041	51	8	6.375	995
FBgn0036282	1006	1000	989	23	8	2.875	983
FBgn0036285	1028	1000	788	268	10	26.8	760
FBgn0036286	1059	1000	1037	81	13	6.230769230769231	978
FBgn0036289	1053	1000	1034	72	7	10.285714285714286	981
FBgn0036290	1031	1000	1023	39	10	3.9	992
FBgn0036291	1005	1000	868	142	5	28.4	863
FBgn0036292	1015	1000	999	31	10	3.1	984
FBgn0036299	1008	1000	994	22	7	3.142857142857143	986
FBgn0036301	876	869	842	41	13	3.1538461538461537	835
FBgn0036302	1046	1000	1034	58	13	4.461538461538462	988
FBgn0036305	1046	1000	1027	65	7	9.285714285714286	981
FBgn0036306	1009	1000	1004	14	2	7	995
FBgn0036310	1004	1000	994	14	4	3.5	990
FBgn0036311	1004	1000	1002	6	2	3	998
FBgn0036314	1022	1000	988	56	10	5.6	966
FBgn0036316	1006	1000	988	24	8	3	982
FBgn0036317	1003	1000	998	8	4	2	995
FBgn0036318	1000	1000	999	1	1	1	999
FBgn0036319	903	865	858	83	8	10.375	820
FBgn0036320	1001	1000	954	48	6	8	953
FBgn0036321	1052	1000	1022	82	8	10.25	970
FBgn0036325	1000	1000	983	17	3	5.666666666666667	983
FBgn0036327	1001	1000	1000	2	2	1	999
FBgn0036328	1001	1000	996	6	4	1.5	995
FBgn0036333	1006	1000	928	84	9	9.333333333333334	922
FBgn0036334	1006	1000	936	76	8	9.5	930
FBgn0036336	1009	1000	988	30	8	3.75	979
FBgn0036340	723	719	699	28	9	3.111111111111111	695
FBgn0036343	1007	1000	1005	9	4	2.25	998
FBgn0036345	1003	1000	993	13	6	2.1666666666666665	990
FBgn0036346	1030	1000	960	100	13	7.6923076923076925	930
FBgn0036348	1019	1000	951	87	13	6.6923076923076925	932
FBgn0036350	1029	1000	1022	36	8	4.5	993
FBgn0036351	1003	1000	973	33	5	6.6	970
FBgn0036352	932	883	870	111	18	6.166666666666667	821
FBgn0036353	780	722	761	77	14	5.5	703
FBgn0036354	1024	1000	993	55	11	5	969
FBgn0036356	1001	1000	733	269	4	67.25	732
FBgn0036359	1020	1000	577	463	11	42.09090909090909	557
FBgn0036361	1010	1000	980	40	9	4.444444444444445	970
FBgn0036362	1010	1000	975	45	11	4.090909090909091	965
FBgn0036363	1003	1000	993	13	6	2.1666666666666665	990
FBgn0036364	1002	1000	992	12	4	3	990
FBgn0036367	1016	1000	1016	16	5	3.2	1000
FBgn0036369	1089	1000	1055	123	10	12.3	966
FBgn0036372	1055	1000	1010	100	15	6.666666666666667	955
FBgn0036373	1043	1000	1019	67	9	7.444444444444445	976
FBgn0036376	1000	1000	981	19	3	6.333333333333333	981
FBgn0036377	1015	1000	892	138	5	27.6	877
FBgn0036381	1099	1000	1057	141	7	20.142857142857142	958
FBgn0036382	1018	1000	959	77	9	8.555555555555555	941
FBgn0036386	1047	1000	994	100	10	10	947
FBgn0036390	1027	1000	970	84	11	7.636363636363637	943
FBgn0036391	1041	1000	992	90	14	6.428571428571429	951
FBgn0036393	1015	1000	1003	27	9	3	988
FBgn0036394	784	761	758	49	10	4.9	735
FBgn0036395	745	720	654	116	11	10.545454545454545	629
FBgn0036397	1005	1000	988	22	8	2.75	983
FBgn0036402	1051	1000	1042	60	8	7.5	991
FBgn0036403	780	779	644	137	4	34.25	643
FBgn0036405	1000	1000	67	933	2	466.5	67
FBgn0036411	1020	1000	981	59	16	3.6875	961
FBgn0036414	1004	1000	413	595	5	119	409
FBgn0036416	1022	1000	1021	23	4	5.75	999
FBgn0036417	1000	1000	969	31	2	15.5	969
FBgn0036421	1001	1000	910	92	7	13.142857142857142	909
FBgn0036422	1103	1000	1040	166	15	11.066666666666666	937
FBgn0036423	1020	1000	988	52	12	4.333333333333333	968
FBgn0036426	1008	1000	1002	14	4	3.5	994
FBgn0036428	1035	1000	993	77	13	5.923076923076923	958
FBgn0036433	1010	1000	1006	14	6	2.3333333333333335	996
FBgn0036436	1021	1000	980	62	9	6.888888888888889	959
FBgn0036443	1016	1000	564	468	6	78	548
FBgn0036446	1007	1000	963	51	6	8.5	956
FBgn0036448	896	856	886	50	9	5.555555555555555	846
FBgn0036449	1000	1000	754	246	1	246	754
FBgn0036450	1054	1000	861	247	8	30.875	807
FBgn0036454	1055	1000	1024	86	18	4.777777777777778	969
FBgn0036459	1030	1000	945	115	11	10.454545454545455	915
FBgn0036462	1025	1000	1009	41	10	4.1	984
FBgn0036470	1023	1000	1018	28	8	3.5	995
FBgn0036481	1003	1000	955	51	11	4.636363636363637	952
FBgn0036483	1018	1000	993	43	9	4.777777777777778	975
FBgn0036486	1041	1000	1031	51	6	8.5	990
FBgn0036487	1039	1000	1028	50	6	8.333333333333334	989
FBgn0036488	973	964	967	15	7	2.142857142857143	958
FBgn0036489	1038	1000	1012	64	12	5.333333333333333	974
FBgn0036490	1009	1000	979	39	5	7.8	970
FBgn0036492	1001	1000	971	31	7	4.428571428571429	970
FBgn0036493	1024	1000	1002	46	10	4.6	978
FBgn0036495	1032	1000	1001	63	7	9	969
FBgn0036496	1001	1000	187	815	2	407.5	186
FBgn0036497	1033	1000	958	108	15	7.2	925
FBgn0036498	1011	1000	768	254	12	21.166666666666668	757
FBgn0036502	1040	1000	1037	43	6	7.166666666666667	997
FBgn0036503	793	773	740	73	11	6.636363636363637	720
FBgn0036504	1009	1000	979	39	9	4.333333333333333	970
FBgn0036509	1005	1000	983	27	7	3.857142857142857	978
FBgn0036510	1001	1000	982	20	6	3.3333333333333335	981
FBgn0036512	816	816	556	260	4	65	556
FBgn0036514	1010	1000	1002	18	4	4.5	992
FBgn0036516	1016	1000	959	73	13	5.615384615384615	943
FBgn0036518	1015	1000	955	75	13	5.769230769230769	940
FBgn0036522	1001	1000	996	6	4	1.5	995
FBgn0036527	1025	1000	1001	49	10	4.9	976
FBgn0036528	1011	1000	1002	20	5	4	991
FBgn0036529	1010	1000	1010	10	3	3.3333333333333335	1000
FBgn0036531	1008	1000	950	66	5	13.2	942
FBgn0036532	805	765	793	52	7	7.428571428571429	753
FBgn0036534	1014	1000	857	171	7	24.428571428571427	843
FBgn0036536	1026	1000	977	75	13	5.769230769230769	951
FBgn0036537	783	770	781	15	8	1.875	768
FBgn0036538	1015	1000	991	39	6	6.5	976
FBgn0036544	1065	1000	1045	85	12	7.083333333333333	980
FBgn0036545	1010	1000	998	22	13	1.6923076923076923	988
FBgn0036547	879	872	852	34	6	5.666666666666667	845
FBgn0036549	1023	1000	1022	24	4	6	999
FBgn0036550	1037	1000	1023	51	5	10.2	986
FBgn0036556	1006	1000	994	18	6	3	988
FBgn0036557	1009	1000	991	27	11	2.4545454545454546	982
FBgn0036565	1026	1000	998	54	7	7.714285714285714	972
FBgn0036566	1000	1000	999	1	1	1	999
FBgn0036567	1068	1000	1058	78	12	6.5	990
FBgn0036568	1052	1000	1049	55	6	9.166666666666666	997
FBgn0036570	1014	1000	997	31	7	4.428571428571429	983
FBgn0036571	1008	1000	977	39	2	19.5	969
FBgn0036574	1032	1000	1014	50	13	3.8461538461538463	982
FBgn0036575	1006	1000	1005	7	2	3.5	999
FBgn0036577	1010	1000	959	61	10	6.1	949
FBgn0036579	1019	1000	1010	28	3	9.333333333333334	991
FBgn0036580	1008	1000	991	25	10	2.5	983
FBgn0036581	1010	1000	1009	11	2	5.5	999
FBgn0036584	1004	1000	723	285	5	57	719
FBgn0036585	1026	1000	1023	29	6	4.833333333333333	997
FBgn0036587	1016	1000	1014	18	5	3.6	998
FBgn0036588	1016	1000	1009	23	7	3.2857142857142856	993
FBgn0036589	1003	1000	997	9	3	3	994
FBgn0036590	1051	1000	1012	90	15	6	961
FBgn0036591	1013	1000	977	49	7	7	964
FBgn0036592	1031	1000	1016	46	12	3.8333333333333335	985
FBgn0036593	857	843	837	34	10	3.4	823
FBgn0036594	1015	1000	962	68	11	6.181818181818182	947
FBgn0036595	1017	1000	1008	26	10	2.6	991
FBgn0036596	1023	1000	995	51	10	5.1	972
FBgn0036597	1012	1000	1009	15	5	3	997
FBgn0036598	1014	1000	989	39	10	3.9	975
FBgn0036600	1006	1000	989	23	5	4.6	983
FBgn0036601	1006	1000	989	23	5	4.6	983
FBgn0036602	1002	1000	963	41	9	4.555555555555555	961
FBgn0036612	1019	1000	1002	36	9	4	983
FBgn0036614	1000	1000	999	1	1	1	999
FBgn0036617	1051	1000	1039	63	10	6.3	988
FBgn0036618	1015	1000	977	53	10	5.3	962
FBgn0036619	1058	1000	1033	83	12	6.916666666666667	975
FBgn0036620	1058	1000	1031	85	13	6.538461538461538	973
FBgn0036623	1016	1000	1006	26	9	2.888888888888889	990
FBgn0036624	1041	1000	1031	51	12	4.25	990
FBgn0036639	1012	1000	1001	23	9	2.5555555555555554	989
FBgn0036652	1016	1000	1007	25	4	6.25	991
FBgn0036654	1059	1000	997	121	16	7.5625	938
FBgn0036655	1004	1000	991	17	9	1.8888888888888888	987
FBgn0036656	1000	1000	994	6	3	2	994
FBgn0036661	1001	1000	971	31	4	7.75	970
FBgn0036663	1022	1000	975	69	15	4.6	953
FBgn0036665	1015	1000	957	73	12	6.083333333333333	942
FBgn0036667	1036	1000	794	278	5	55.6	758
FBgn0036668	993	992	671	323	2	161.5	670
FBgn0036671	1020	1000	1017	23	4	5.75	997
FBgn0036676	1040	1000	1003	77	17	4.529411764705882	963
FBgn0036677	1066	1000	1016	116	10	11.6	950
FBgn0036678	1002	1000	1002	2	1	2	1000
FBgn0036680	1013	1000	1001	25	7	3.5714285714285716	988
FBgn0036681	1001	1000	997	5	4	1.25	996
FBgn0036684	900	884	862	54	6	9	846
FBgn0036685	1106	1000	1087	125	8	15.625	981
FBgn0036686	1016	1000	821	211	6	35.166666666666664	805
FBgn0036688	1049	1000	1019	79	12	6.583333333333333	970
FBgn0036689	714	709	659	60	8	7.5	654
FBgn0036695	1002	1000	968	36	4	9	966
FBgn0036696	1033	1000	981	85	10	8.5	948
FBgn0036697	1045	1000	989	101	16	6.3125	944
FBgn0036698	1000	1000	998	2	2	1	998
FBgn0036704	1018	1000	1011	25	11	2.272727272727273	993
FBgn0036706	1010	1000	1010	10	4	2.5	1000
FBgn0036707	1027	1000	953	101	8	12.625	926
FBgn0036709	1003	1000	1000	6	4	1.5	997
FBgn0036711	903	862	840	104	9	11.555555555555555	799
FBgn0036712	721	721	697	24	1	24	697
FBgn0036713	1006	1000	978	34	4	8.5	972
FBgn0036714	1036	1000	1024	48	5	9.6	988
FBgn0036716	1004	1000	984	24	7	3.4285714285714284	980
FBgn0036717	1001	1000	990	12	3	4	989
FBgn0036723	1000	1000	1000	0	0	NA	1000
FBgn0036725	1007	1000	998	16	6	2.6666666666666665	991
FBgn0036726	1034	1000	625	443	13	34.07692307692308	591
FBgn0036727	1111	1000	1100	122	11	11.090909090909092	989
FBgn0036730	1003	1000	902	104	4	26	899
FBgn0036731	1027	1000	1001	53	9	5.888888888888889	974
FBgn0036732	1027	1000	1001	53	9	5.888888888888889	974
FBgn0036733	1072	1000	1058	86	11	7.818181818181818	986
FBgn0036734	1072	1000	1063	81	10	8.1	991
FBgn0036738	1020	1000	983	57	6	9.5	963
FBgn0036740	1016	1000	937	95	5	19	921
FBgn0036745	1003	1000	955	51	6	8.5	952
FBgn0036746	1070	1000	1056	84	14	6	986
FBgn0036747	1071	1000	1064	78	8	9.75	993
FBgn0036750	1087	1000	1076	98	10	9.8	989
FBgn0036751	1016	1000	1004	28	5	5.6	988
FBgn0036756	1006	1000	997	15	4	3.75	991
FBgn0036760	711	709	700	13	5	2.6	698
FBgn0036761	1003	1000	967	39	9	4.333333333333333	964
FBgn0036762	1002	1000	970	34	7	4.857142857142857	968
FBgn0036764	1081	1000	1018	144	16	9	937
FBgn0036766	930	877	861	122	17	7.176470588235294	808
FBgn0036769	1038	1000	996	80	12	6.666666666666667	958
FBgn0036770	1001	1000	994	8	4	2	993
FBgn0036771	1006	1000	996	16	7	2.2857142857142856	990
FBgn0036772	1015	1000	1011	19	4	4.75	996
FBgn0036773	1013	1000	986	40	9	4.444444444444445	973
FBgn0036774	1014	1000	993	35	7	5	979
FBgn0036775	1044	1000	1000	88	5	17.6	956
FBgn0036778	1013	1000	946	80	10	8	933
FBgn0036780	1024	1000	979	69	17	4.0588235294117645	955
FBgn0036781	1023	1000	924	122	13	9.384615384615385	901
FBgn0036782	1046	1000	1011	81	18	4.5	965
FBgn0036783	1052	1000	1030	74	10	7.4	978
FBgn0036784	1007	1000	797	217	8	27.125	790
FBgn0036785	1001	1000	1000	2	2	1	999
FBgn0036786	1033	1000	967	99	14	7.071428571428571	934
FBgn0036789	1009	1000	908	110	8	13.75	899
FBgn0036790	1043	1000	1033	53	12	4.416666666666667	990
FBgn0036791	1008	1000	996	20	6	3.3333333333333335	988
FBgn0036801	1051	1000	575	527	10	52.7	524
FBgn0036804	1000	1000	730	270	4	67.5	730
FBgn0036806	1059	1000	1014	104	12	8.666666666666666	955
FBgn0036807	1021	1000	919	123	11	11.181818181818182	898
FBgn0036809	1018	1000	891	145	10	14.5	873
FBgn0036810	1052	1000	908	196	16	12.25	856
FBgn0036812	1019	1000	1010	28	9	3.111111111111111	991
FBgn0036813	1005	1000	1000	10	4	2.5	995
FBgn0036814	1023	1000	1018	28	7	4	995
FBgn0036815	1003	1000	1003	3	3	1	1000
FBgn0036817	1020	1000	1003	37	8	4.625	983
FBgn0036822	1019	1000	970	68	16	4.25	951
FBgn0036826	1000	1000	1000	0	0	NA	1000
FBgn0036827	1039	1000	1021	57	8	7.125	982
FBgn0036828	1001	1000	592	410	5	82	591
FBgn0036830	1010	1000	976	44	6	7.333333333333333	966
FBgn0036831	1008	1000	964	52	7	7.428571428571429	956
FBgn0036833	1011	1000	995	27	10	2.7	984
FBgn0036834	1038	1000	1031	45	9	5	993
FBgn0036835	1000	1000	999	1	1	1	999
FBgn0036839	1002	1000	963	41	5	8.2	961
FBgn0036842	1061	1000	1045	77	12	6.416666666666667	984
FBgn0036843	1061	1000	1050	72	13	5.538461538461538	989
FBgn0036844	1005	1000	993	17	6	2.8333333333333335	988
FBgn0036848	1055	1000	1044	66	11	6	989
FBgn0036849	1027	1000	969	85	10	8.5	942
FBgn0036850	1058	1000	1007	109	17	6.411764705882353	949
FBgn0036851	1014	1000	995	33	5	6.6	981
FBgn0036853	1093	1000	1085	101	9	11.222222222222221	992
FBgn0036857	877	858	760	136	6	22.666666666666668	741
FBgn0036858	1000	1000	475	525	2	262.5	475
FBgn0036859	1047	1000	996	98	7	14	949
FBgn0036860	1033	1000	1020	46	11	4.181818181818182	987
FBgn0036861	1019	1000	981	57	10	5.7	962
FBgn0036868	1026	1000	1004	48	11	4.363636363636363	978
FBgn0036870	1002	1000	696	308	5	61.6	694
FBgn0036875	802	754	798	52	5	10.4	750
FBgn0036877	1020	1000	977	63	14	4.5	957
FBgn0036878	1010	1000	979	41	8	5.125	969
FBgn0036879	1003	1000	972	34	6	5.666666666666667	969
FBgn0036881	1007	1000	959	55	7	7.857142857142857	952
FBgn0036886	1000	1000	1000	0	0	NA	1000
FBgn0036887	1002	1000	970	34	8	4.25	968
FBgn0036888	1013	1000	982	44	11	4	969
FBgn0036889	785	777	780	13	8	1.625	772
FBgn0036891	1017	1000	969	65	11	5.909090909090909	952
FBgn0036893	1000	1000	797	203	2	101.5	797
FBgn0036896	1044	1000	1016	72	16	4.5	972
FBgn0036897	1058	1000	1030	86	14	6.142857142857143	972
FBgn0036899	1030	1000	999	61	9	6.777777777777778	969
FBgn0036906	1002	1000	990	14	4	3.5	988
FBgn0036909	1001	1000	999	3	2	1.5	998
FBgn0036911	1012	1000	1006	18	2	9	994
FBgn0036913	1011	1000	996	26	5	5.2	985
FBgn0036918	1000	1000	1000	0	0	NA	1000
FBgn0036920	1018	1000	1003	33	7	4.714285714285714	985
FBgn0036921	1010	1000	1000	20	6	3.3333333333333335	990
FBgn0036923	1004	1000	905	103	9	11.444444444444445	901
FBgn0036924	1024	1000	1007	41	7	5.857142857142857	983
FBgn0036925	1015	1000	1013	17	4	4.25	998
FBgn0036927	1023	1000	999	47	8	5.875	976
FBgn0036928	1004	1000	980	28	10	2.8	976
FBgn0036932	1033	1000	949	117	9	13	916
FBgn0036934	1079	1000	1064	94	11	8.545454545454545	985
FBgn0036935	1033	1000	1007	59	8	7.375	974
FBgn0036937	838	819	830	27	7	3.857142857142857	811
FBgn0036939	1004	1000	995	13	5	2.6	991
FBgn0036941	1002	1000	963	41	2	20.5	961
FBgn0036942	1069	1000	1052	86	10	8.6	983
FBgn0036945	1076	1000	1055	97	18	5.388888888888889	979
FBgn0036948	1003	983	791	232	6	38.666666666666664	771
FBgn0036949	1033	1000	967	99	16	6.1875	934
FBgn0036950	1005	1000	926	84	12	7	921
FBgn0036952	1087	1000	1043	131	16	8.1875	956
FBgn0036953	1098	1000	906	290	13	22.307692307692307	808
FBgn0036973	1005	1000	995	15	7	2.142857142857143	990
FBgn0036974	1005	1000	1002	8	5	1.6	997
FBgn0036978	1011	1000	979	43	7	6.142857142857143	968
FBgn0036980	1018	1000	996	40	6	6.666666666666667	978
FBgn0036984	1009	1000	986	32	9	3.5555555555555554	977
FBgn0036985	1023	1000	963	83	8	10.375	940
FBgn0036987	726	686	696	70	6	11.666666666666666	656
FBgn0036990	1000	1000	951	49	3	16.333333333333332	951
FBgn0036991	1000	1000	985	15	1	15	985
FBgn0036992	1018	1000	1016	20	6	3.3333333333333335	998
FBgn0036993	1051	1000	1033	69	9	7.666666666666667	982
FBgn0036994	1058	1000	1005	111	19	5.842105263157895	947
FBgn0036996	1029	1000	973	85	15	5.666666666666667	944
FBgn0036997	1072	1000	1044	100	13	7.6923076923076925	972
FBgn0036998	1118	1000	1105	131	11	11.909090909090908	987
FBgn0037000	1002	1000	993	11	5	2.2	991
FBgn0037001	1011	1000	955	67	7	9.571428571428571	944
FBgn0037009	1019	1000	989	49	5	9.8	970
FBgn0037011	1035	1000	1032	38	8	4.75	997
FBgn0037012	1028	1000	984	72	12	6	956
FBgn0037013	1049	1000	1000	98	14	7	951
FBgn0037014	1043	1000	1039	47	8	5.875	996
FBgn0037015	1069	1000	1055	83	11	7.545454545454546	986
FBgn0037016	1030	1000	961	99	9	11	931
FBgn0037017	702	702	693	9	4	2.25	693
FBgn0037018	1082	1000	1037	127	11	11.545454545454545	955
FBgn0037019	1036	1000	981	91	10	9.1	945
FBgn0037020	1036	1000	982	90	9	10	946
FBgn0037023	1000	1000	996	4	2	2	996
FBgn0037024	1000	1000	996	4	2	2	996
FBgn0037026	1000	1000	996	4	2	2	996
FBgn0037027	1000	1000	999	1	1	1	999
FBgn0037028	1062	1000	1038	86	10	8.6	976
FBgn0037030	1007	1000	1001	13	6	2.1666666666666665	994
FBgn0037031	1015	1000	891	139	7	19.857142857142858	876
FBgn0037035	1002	1000	993	11	5	2.2	991
FBgn0037036	1027	1000	1026	28	4	7	999
FBgn0037037	1002	1000	969	35	5	7	967
FBgn0037042	1069	1000	1056	82	17	4.823529411764706	987
FBgn0037044	1016	1000	983	49	7	7	967
FBgn0037045	1043	1000	998	88	13	6.769230769230769	955
FBgn0037046	1043	1000	1029	57	13	4.384615384615385	986
FBgn0037050	1005	1000	995	15	7	2.142857142857143	990
FBgn0037051	767	753	762	19	6	3.1666666666666665	748
FBgn0037057	1018	1000	997	39	11	3.5454545454545454	979
FBgn0037059	1010	1000	988	32	5	6.4	978
FBgn0037060	1029	1000	1005	53	7	7.571428571428571	976
FBgn0037061	1008	1000	963	53	4	13.25	955
FBgn0037064	1004	1000	997	11	6	1.8333333333333333	993
FBgn0037065	1000	1000	998	2	1	2	998
FBgn0037067	1015	1000	985	45	9	5	970
FBgn0037069	1031	1000	1012	50	8	6.25	981
FBgn0037070	1000	1000	995	5	1	5	995
FBgn0037073	1022	1000	1022	22	2	11	1000
FBgn0037074	1002	1000	954	50	4	12.5	952
FBgn0037076	1021	1000	981	61	5	12.2	960
FBgn0037078	1001	1000	651	351	8	43.875	650
FBgn0037081	1008	1000	999	17	6	2.8333333333333335	991
FBgn0037084	1002	1000	923	81	10	8.1	921
FBgn0037085	867	861	360	513	4	128.25	354
FBgn0037086	1019	1000	1012	26	7	3.7142857142857144	993
FBgn0037087	1024	1000	953	95	14	6.785714285714286	929
FBgn0037092	1057	1000	1052	62	7	8.857142857142858	995
FBgn0037093	1014	1000	989	39	11	3.5454545454545454	975
FBgn0037094	1040	1000	1035	45	10	4.5	995
FBgn0037098	783	722	775	69	9	7.666666666666667	714
FBgn0037099	1017	1000	988	46	6	7.666666666666667	971
FBgn0037100	1024	1000	967	81	15	5.4	943
FBgn0037101	1027	1000	1024	30	8	3.75	997
FBgn0037102	1011	1000	996	26	5	5.2	985
FBgn0037105	1000	1000	973	27	9	3	973
FBgn0037106	1026	1000	1018	34	5	6.8	992
FBgn0037107	1001	1000	973	29	6	4.833333333333333	972
FBgn0037108	1013	1000	995	31	9	3.4444444444444446	982
FBgn0037110	1083	1000	753	413	15	27.533333333333335	670
FBgn0037114	1019	1000	1019	19	3	6.333333333333333	1000
FBgn0037115	1084	1000	900	268	24	11.166666666666666	816
FBgn0037116	1018	1000	983	53	11	4.818181818181818	965
FBgn0037120	936	935	931	6	2	3	930
FBgn0037121	1019	1000	999	39	9	4.333333333333333	980
FBgn0037124	1013	1000	1004	22	4	5.5	991
FBgn0037125	1013	1000	1004	22	4	5.5	991
FBgn0037126	1064	1000	1017	111	11	10.090909090909092	953
FBgn0037127	1005	1000	988	22	7	3.142857142857143	983
FBgn0037128	1005	1000	988	22	7	3.142857142857143	983
FBgn0037130	1003	1000	234	772	2	386	231
FBgn0037131	1016	1000	1013	19	3	6.333333333333333	997
FBgn0037137	1014	1000	622	406	7	58	608
FBgn0037140	1040	1000	1023	57	11	5.181818181818182	983
FBgn0037141	1047	1000	1005	89	17	5.235294117647059	958
FBgn0037142	1024	1000	992	56	9	6.222222222222222	968
FBgn0037146	1022	1000	997	47	6	7.833333333333333	975
FBgn0037150	752	724	418	362	9	40.22222222222222	390
FBgn0037151	1010	1000	1009	11	2	5.5	999
FBgn0037162	1000	1000	990	10	4	2.5	990
FBgn0037163	1052	1000	1017	87	9	9.666666666666666	965
FBgn0037166	830	765	818	77	16	4.8125	753
FBgn0037167	1011	1000	996	26	8	3.25	985
FBgn0037170	1003	1000	969	37	7	5.285714285714286	966
FBgn0037171	1049	1000	842	256	13	19.692307692307693	793
FBgn0037172	1006	1000	997	15	6	2.5	991
FBgn0037174	1040	1000	996	84	10	8.4	956
FBgn0037175	1000	1000	1000	0	0	NA	1000
FBgn0037176	1004	1000	1004	4	3	1.3333333333333333	1000
FBgn0037178	1007	1000	950	64	10	6.4	943
FBgn0037181	1028	1000	993	63	11	5.7272727272727275	965
FBgn0037182	1018	1000	986	50	8	6.25	968
FBgn0037184	1043	1000	1018	68	5	13.6	975
FBgn0037185	1019	1000	989	49	5	9.8	970
FBgn0037186	683	680	664	22	3	7.333333333333333	661
FBgn0037188	1027	1000	1016	38	8	4.75	989
FBgn0037195	1022	1000	976	68	10	6.8	954
FBgn0037197	1022	1000	947	97	7	13.857142857142858	925
FBgn0037199	839	838	838	2	2	1	837
FBgn0037202	1006	1000	1002	10	7	1.4285714285714286	996
FBgn0037206	808	803	731	82	5	16.4	726
FBgn0037213	1017	1000	348	686	7	98	331
FBgn0037223	1025	1000	965	85	7	12.142857142857142	940
FBgn0037227	1035	1000	1026	44	7	6.285714285714286	991
FBgn0037228	1001	1000	292	710	4	177.5	291
