gene	JC	K2P
FBgn0000008	  9.31  9.31
FBgn0038070	  5.20  5.21
FBgn0038071	  5.20  5.22
FBgn0038072	  2.76  2.76
FBgn0038073	  5.89  5.91
FBgn0038074	  6.71  6.72
FBgn0038076	  7.34  7.34
FBgn0038078	  5.21  5.22
FBgn0038079	  6.48  6.49
FBgn0038080	  3.71  3.72
FBgn0038082	  6.59  6.59
FBgn0038083	  6.89  6.90
FBgn0038084	  8.34  8.34
FBgn0038087	  9.12  9.15
FBgn0038088	  4.35  4.36
FBgn0038089	  2.67  2.67
FBgn0038090	  6.85  6.87
FBgn0038092	  7.70  7.70
FBgn0038095	 14.06 14.11
FBgn0038098	  7.35  7.36
FBgn0038099	  6.88  6.89
FBgn0038102	  4.01  4.01
FBgn0038105	  6.39  6.40
FBgn0038106	  8.30  8.34
FBgn0038108	  7.44  7.45
FBgn0038109	  5.28  5.30
FBgn0038110	  5.67  5.68
FBgn0038114	  7.06  7.09
FBgn0038115	 11.69 11.72
FBgn0038118	  2.65  2.65
FBgn0038122	  3.49  3.49
FBgn0038123	  5.05  5.06
FBgn0038124	  3.99  3.99
FBgn0038125	  5.14  5.14
FBgn0038126	  4.56  4.56
FBgn0038127	  6.80  6.80
FBgn0038128	  9.40  9.41
FBgn0038129	  7.12  7.12
FBgn0038130	  2.30  2.30
FBgn0038131	  2.60  2.60
FBgn0038132	  8.01  8.02
FBgn0038133	  4.22  4.22
FBgn0038134	  4.77  4.79
FBgn0038135	  4.19  4.20
FBgn0038139	  6.23  6.25
FBgn0038140	  4.05  4.05
FBgn0038143	 12.46 12.47
FBgn0038144	  8.39  8.41
FBgn0038145	  8.70  8.70
FBgn0038146	  7.84  7.85
FBgn0038147	  6.62  6.65
FBgn0038151	  6.50  6.50
FBgn0038153	  7.76  7.78
FBgn0038156	  5.26  5.27
FBgn0038157	  6.17  6.19
FBgn0038158	  6.10  6.10
FBgn0038159	  7.95  7.95
FBgn0038160	  8.98  8.99
FBgn0038161	  5.70  5.71
FBgn0038166	  2.44  2.45
FBgn0038168	  7.08  7.08
FBgn0038170	  1.84  1.84
FBgn0038172	  6.37  6.39
FBgn0038173	  6.59  6.61
FBgn0038179	  5.35  5.35
FBgn0038181	  2.63  2.64
FBgn0038183	  7.84  7.85
FBgn0038186	  3.78  3.78
FBgn0038188	  3.91  3.91
FBgn0038189	  5.33  5.34
FBgn0038190	  5.89  5.90
FBgn0038191	 10.24 10.25
FBgn0038194	 11.81 11.86
FBgn0038195	  8.20  8.23
FBgn0038196	 10.03 10.04
FBgn0038197	  6.39  6.39
FBgn0038198	  8.09  8.10
FBgn0038200	  8.15  8.17
FBgn0038201	  5.22  5.22
FBgn0038202	  9.17  9.17
FBgn0038203	 10.31 10.32
FBgn0038205	  2.35  2.35
FBgn0038206	  5.16  5.17
FBgn0038207	  6.84  6.84
FBgn0038210	  2.33  2.33
FBgn0038213	  5.23  5.24
FBgn0038214	  5.62  5.63
FBgn0038218	  5.84  5.85
FBgn0038219	  8.47  8.48
FBgn0038221	  2.45  2.45
FBgn0038223	  7.46  7.47
FBgn0038224	  7.36  7.36
FBgn0038225	  4.61  4.62
FBgn0038233	  5.48  5.52
FBgn0038234	  3.93  3.94
FBgn0038235	  4.17  4.17
FBgn0038236	  8.80  8.81
FBgn0038238	  9.28  9.29
FBgn0038239	 10.12 10.13
FBgn0038246	  7.84  7.85
FBgn0038247	  4.18  4.18
FBgn0038248	  2.05  2.05
FBgn0038252	  5.33  5.35
FBgn0038256	  7.33  7.35
FBgn0038258	  6.72  6.73
FBgn0038260	  3.74  3.74
FBgn0038266	  7.35  7.36
FBgn0038268	  9.15  9.16
FBgn0038269	  5.27  5.27
FBgn0038271	  4.65  4.66
FBgn0038272	 10.31 10.34
FBgn0038273	  9.71  9.73
FBgn0038274	  7.15  7.20
FBgn0038275	  9.19  9.21
FBgn0038277	  7.55  7.56
FBgn0038279	 10.47 10.48
FBgn0038280	  3.42  3.43
FBgn0038281	  3.61  3.61
FBgn0038282	  6.48  6.49
FBgn0038286	  6.23  6.23
FBgn0038291	  4.44  4.44
FBgn0038294	  5.13  5.13
FBgn0038295	  3.31  3.32
FBgn0038296	  5.86  5.87
FBgn0038299	  5.22  5.22
FBgn0038300	 10.14 10.15
FBgn0038301	 11.02 11.05
FBgn0038302	  8.50  8.52
FBgn0038303	  6.05  6.06
FBgn0038304	  7.09  7.11
FBgn0038306	  6.75  6.75
FBgn0038307	  8.67  8.67
FBgn0038309	  7.59  7.60
FBgn0038311	  4.46  4.47
FBgn0038312	  6.39  6.41
FBgn0038313	  5.27  5.27
FBgn0038315	  6.88  6.89
FBgn0038316	  8.09  8.11
FBgn0038318	  5.01  5.01
FBgn0038320	  6.84  6.84
FBgn0038321	  5.53  5.53
FBgn0038324	  4.23  4.23
FBgn0038325	  6.19  6.20
FBgn0038326	  4.96  4.96
FBgn0038327	  4.14  4.16
FBgn0038330	  7.48  7.49
FBgn0038331	  3.96  3.98
FBgn0038332	  2.38  2.38
FBgn0038334	  2.80  2.80
FBgn0038337	  5.00  5.00
FBgn0038339	  2.18  2.18
FBgn0038342	  6.65  6.66
FBgn0038343	  7.41  7.42
FBgn0038344	  7.21  7.21
FBgn0038345	  3.98  3.99
FBgn0038350	  2.76  2.76
FBgn0038353	  5.99  5.99
FBgn0038354	  7.29  7.30
FBgn0038356	  5.04  5.04
FBgn0038357	 10.55 10.57
FBgn0038359	  4.81  4.81
FBgn0038360	  7.55  7.55
FBgn0038363	  9.02  9.04
FBgn0038365	  3.76  3.76
FBgn0038366	  9.03  9.04
FBgn0038371	  4.66  4.66
FBgn0038373	  6.41  6.45
FBgn0038376	  9.25  9.25
FBgn0038377	  3.59  3.59
FBgn0038380	  4.65  4.66
FBgn0038385	  8.10  8.11
FBgn0038386	  6.12  6.13
FBgn0038387	  4.56  4.57
FBgn0038388	  4.05  4.05
FBgn0038389	  5.18  5.22
FBgn0038390	  6.84  6.85
FBgn0038391	  2.88  2.88
FBgn0038394	  5.89  5.89
FBgn0038396	 10.88 10.89
FBgn0038397	  5.88  5.89
FBgn0038398	  5.12  5.13
FBgn0038400	  4.50  4.52
FBgn0038401	  6.12  6.14
FBgn0038402	  7.33  7.34
FBgn0038404	  1.66  1.66
FBgn0038405	  4.87  4.88
FBgn0038407	  8.80  8.81
FBgn0038412	  5.57  5.57
FBgn0038414	  3.60  3.60
FBgn0038418	  6.63  6.63
FBgn0038419	  5.80  5.81
FBgn0038420	  5.60  5.61
FBgn0038422	  2.65  2.66
FBgn0038423	  4.32  4.32
FBgn0038428	  7.01  7.02
FBgn0038429	  7.09  7.10
FBgn0038431	 10.65 10.67
FBgn0038435	  4.33  4.34
FBgn0038436	  4.84  4.85
FBgn0038439	  3.12  3.12
FBgn0038445	  4.26  4.26
FBgn0038446	  8.37  8.38
FBgn0038447	  3.75  3.76
FBgn0038449	 10.07 10.08
FBgn0038450	  9.15  9.16
FBgn0038451	 16.63 16.65
FBgn0038453	 11.54 11.56
FBgn0038454	 11.78 11.83
FBgn0038458	  3.10  3.10
FBgn0038465	  6.03  6.05
FBgn0038466	  5.96  5.96
FBgn0038467	 10.45 10.46
FBgn0038468	  4.61  4.63
FBgn0038470	 11.31 11.31
FBgn0038471	 11.19 11.19
FBgn0038472	  7.66  7.67
FBgn0038473	  6.09  6.10
FBgn0038474	  3.80  3.81
FBgn0038475	 11.32 11.33
FBgn0038476	  7.30  7.32
FBgn0038481	 10.99 11.01
FBgn0038482	  4.43  4.43
FBgn0038484	  6.02  6.04
FBgn0038487	  6.39  6.40
FBgn0038488	  8.36  8.38
FBgn0038492	  5.67  5.68
FBgn0038494	  5.01  5.02
FBgn0038498	  5.31  5.32
FBgn0038508	  8.29  8.35
FBgn0038509	  8.38  8.41
FBgn0038510	  6.17  6.17
FBgn0038511	  8.27  8.29
FBgn0038512	  3.19  3.20
FBgn0038515	 10.08 10.11
FBgn0038516	  7.65  7.66
FBgn0038519	  8.17  8.17
FBgn0038523	  2.79  2.80
FBgn0038524	 12.66 12.66
FBgn0038525	  4.06  4.07
FBgn0038531	  1.73  1.73
FBgn0038533	  7.90  7.93
FBgn0038535	  4.86  4.87
FBgn0038536	  5.39  5.40
FBgn0038539	  8.69  8.69
FBgn0038540	 10.83 10.88
FBgn0038545	  6.82  6.82
FBgn0038546	 12.22 12.23
FBgn0038552	  7.88  7.89
FBgn0038558	  4.95  4.96
FBgn0038566	  8.62  8.68
FBgn0038567	  5.99  6.00
FBgn0038569	  8.36  8.38
FBgn0038575	  3.38  3.38
FBgn0038576	  7.92  7.94
FBgn0038577	  6.11  6.11
FBgn0038578	  6.33  6.35
FBgn0038579	  4.76  4.76
FBgn0038582	  6.43  6.45
FBgn0038583	  5.50  5.53
FBgn0038584	  4.01  4.01
FBgn0038585	  5.72  5.73
FBgn0038586	  4.28  4.29
FBgn0038588	  7.72  7.72
FBgn0038589	  5.66  5.66
FBgn0038592	  6.62  6.63
FBgn0038593	  6.38  6.39
FBgn0038595	  5.25  5.26
FBgn0038596	  4.15  4.15
FBgn0038597	  4.54  4.54
FBgn0038598	  3.34  3.34
FBgn0038602	  3.60  3.60
FBgn0038603	  6.65  6.65
FBgn0038606	 10.50 10.50
FBgn0038607	  9.70  9.72
FBgn0038610	  9.58  9.58
FBgn0038613	  6.09  6.10
FBgn0038617	  7.72  7.73
FBgn0038626	  9.86  9.87
FBgn0038629	  6.54  6.54
FBgn0038632	  5.30  5.31
FBgn0038640	  7.48  7.50
FBgn0038643	  5.19  5.19
FBgn0038645	  4.66  4.66
FBgn0038646	  3.44  3.45
FBgn0038647	  2.13  2.13
FBgn0038649	  9.83  9.85
FBgn0038653	  8.76  8.80
FBgn0038654	  4.63  4.64
FBgn0038655	  5.63  5.63
FBgn0038658	  9.27  9.28
FBgn0038659	  9.48  9.49
FBgn0038660	  8.06  8.08
FBgn0038662	  7.99  7.99
FBgn0038666	  4.24  4.25
FBgn0038672	  6.22  6.26
FBgn0038673	  6.56  6.59
FBgn0038675	  4.92  4.92
FBgn0038676	  2.28  2.28
FBgn0038678	  5.77  5.77
FBgn0038680	  6.88  6.89
FBgn0038682	  8.03  8.04
FBgn0038685	 11.39 11.39
FBgn0038686	  8.82  8.83
FBgn0038691	  5.22  5.24
FBgn0038692	  5.89  5.91
FBgn0038693	  7.35  7.36
FBgn0038694	  4.72  4.73
FBgn0038695	  4.55  4.56
FBgn0038702	 10.38 10.39
FBgn0038705	 11.63 11.66
FBgn0038706	  4.86  4.90
FBgn0038709	 11.18 11.19
FBgn0038714	  3.39  3.39
FBgn0038715	  4.80  4.81
FBgn0038716	  5.20  5.22
FBgn0038717	  9.70  9.72
FBgn0038718	  6.36  6.38
FBgn0038719	  4.88  4.89
FBgn0038720	  6.41  6.43
FBgn0038721	 13.95 14.02
FBgn0038722	  6.82  6.82
FBgn0038725	  8.39  8.40
FBgn0038727	  2.65  2.66
FBgn0038732	 12.22 12.25
FBgn0038733	  5.81  5.82
FBgn0038735	  9.50  9.51
FBgn0038737	  5.90  5.90
FBgn0038738	  7.32  7.34
FBgn0038739	  6.53  6.56
FBgn0038741	  8.04  8.04
FBgn0038742	 11.79 11.81
FBgn0038744	  9.51  9.51
FBgn0038746	  4.68  4.70
FBgn0038747	  6.45  6.46
FBgn0038750	  3.91  3.91
FBgn0038751	  4.12  4.12
FBgn0038752	  8.64  8.66
FBgn0038753	  6.08  6.10
FBgn0038755	  8.73  8.76
FBgn0038756	  3.30  3.30
FBgn0038760	  9.07  9.11
FBgn0038761	  4.52  4.52
FBgn0038763	  6.16  6.17
FBgn0038765	  5.84  5.85
FBgn0038766	  8.11  8.14
FBgn0038767	  8.97  8.99
FBgn0038768	 10.10 10.12
FBgn0038769	  4.28  4.29
FBgn0038771	  5.85  5.87
FBgn0038772	  6.32  6.32
FBgn0038774	  3.30  3.30
FBgn0038775	  4.18  4.19
FBgn0038783	  5.94  5.96
FBgn0038784	  7.52  7.53
FBgn0038787	 10.80 10.81
FBgn0038788	  8.59  8.60
FBgn0038789	  4.19  4.19
FBgn0038796	 10.25 10.25
FBgn0038803	  9.09  9.12
FBgn0038804	  5.84  5.85
FBgn0038805	  4.43  4.44
FBgn0038806	  3.39  3.39
FBgn0038808	  5.39  5.39
FBgn0038814	  7.05  7.06
FBgn0038815	  6.94  6.95
FBgn0038816	 14.53 14.56
FBgn0038818	  5.32  5.33
FBgn0038819	  2.67  2.67
FBgn0038820	  5.84  5.85
FBgn0038821	  7.96  7.99
FBgn0038826	  2.37  2.37
FBgn0038827	  5.44  5.44
FBgn0038829	  6.70  6.72
FBgn0038830	  7.57  7.57
FBgn0038832	  7.51  7.53
FBgn0038833	  5.12  5.12
FBgn0038834	  8.71  8.73
FBgn0038839	  3.29  3.29
FBgn0038840	  3.57  3.58
FBgn0038842	  5.47  5.48
FBgn0038845	  3.41  3.41
FBgn0038846	  2.44  2.44
FBgn0038847	  6.26  6.27
FBgn0038849	 10.06 10.07
FBgn0038850	  4.55  4.55
FBgn0038851	  7.15  7.17
FBgn0038852	  4.53  4.55
FBgn0038855	  8.39  8.41
FBgn0038857	  6.95  6.95
FBgn0038858	  4.65  4.66
FBgn0038859	  8.54  8.54
FBgn0038860	  7.61  7.62
FBgn0038861	  7.55  7.56
FBgn0038862	  8.06  8.08
FBgn0038865	  7.24  7.25
FBgn0038869	  5.61  5.62
FBgn0038870	  6.73  6.74
FBgn0038872	  6.69  6.71
FBgn0038876	  3.48  3.49
FBgn0038878	  3.72  3.72
FBgn0038879	  2.58  2.59
FBgn0038880	  1.93  1.93
FBgn0038881	  7.61  7.63
FBgn0038886	  6.55  6.56
FBgn0038887	  7.13  7.13
FBgn0038888	  8.87  8.88
FBgn0038889	 10.51 10.52
FBgn0038892	  5.30  5.30
FBgn0038893	  8.07  8.09
FBgn0038894	  5.88  5.89
FBgn0038897	  8.86  8.88
FBgn0038902	  3.49  3.49
FBgn0038909	  8.10  8.12
FBgn0038917	  6.97  6.97
FBgn0038918	  6.39  6.40
FBgn0038921	  4.41  4.41
FBgn0038923	  4.86  4.87
FBgn0038925	  6.09  6.09
FBgn0038926	  4.48  4.48
FBgn0038929	  5.03  5.03
FBgn0038930	  6.04  6.04
FBgn0038931	  4.48  4.48
FBgn0038941	  5.88  5.89
FBgn0038944	  5.32  5.33
FBgn0038945	  3.96  3.96
FBgn0038946	  3.40  3.40
FBgn0038948	  3.56  3.57
FBgn0038951	  3.22  3.22
FBgn0038956	  2.36  2.36
FBgn0038957	  6.57  6.57
FBgn0038958	  2.44  2.44
FBgn0038959	  5.62  5.62
FBgn0038964	  4.15  4.16
FBgn0038965	  4.01  4.01
FBgn0038967	  3.81  3.82
FBgn0038972	  4.20  4.20
FBgn0038974	  4.01  4.01
FBgn0038975	  4.01  4.02
FBgn0038976	  2.65  2.66
FBgn0038980	  6.00  6.01
FBgn0038983	  4.15  4.16
FBgn0038984	  5.74  5.75
FBgn0038989	  8.50  8.53
FBgn0038993	  4.01  4.01
FBgn0039002	  6.08  6.10
FBgn0039003	  5.08  5.09
FBgn0039004	  6.58  6.60
FBgn0039007	  3.90  3.90
FBgn0039010	  2.14  2.14
FBgn0039013	  7.13  7.15
FBgn0039016	  8.07  8.10
FBgn0039017	  4.02  4.04
FBgn0039019	  6.27  6.28
FBgn0039024	  3.74  3.74
FBgn0039027	  3.44  3.45
FBgn0039028	  5.07  5.07
FBgn0039029	  4.66  4.66
FBgn0039031	  5.43  5.44
FBgn0039033	  4.23  4.24
FBgn0039034	  6.92  6.93
FBgn0039038	  2.67  2.67
FBgn0039039	  6.50  6.51
FBgn0039040	  7.27  7.28
FBgn0039041	  7.02  7.02
FBgn0039042	  4.49  4.50
FBgn0039043	  7.65  7.66
FBgn0039048	  7.34  7.34
FBgn0039051	  5.15  5.16
FBgn0039054	  5.68  5.69
FBgn0039055	 11.20 11.20
FBgn0039056	  9.45  9.46
FBgn0039058	  9.22  9.24
FBgn0039059	  6.41  6.42
FBgn0039064	  4.78  4.78
FBgn0039065	  5.18  5.19
FBgn0039066	  9.29  9.33
FBgn0039067	  7.15  7.16
FBgn0039068	  6.50  6.51
FBgn0039071	  4.22  4.22
FBgn0039073	  9.57  9.58
FBgn0039075	  4.07  4.08
FBgn0039077	  5.39  5.41
FBgn0039078	  1.72  1.73
FBgn0039080	  4.03  4.03
FBgn0039081	  2.98  2.99
FBgn0039083	 10.34 10.35
FBgn0039084	  5.33  5.34
FBgn0039087	  6.86  6.88
FBgn0039088	  6.97  6.99
FBgn0039089	  7.50  7.52
FBgn0039093	  5.57  5.58
FBgn0039094	  3.45  3.45
FBgn0039098	  6.63  6.65
FBgn0039106	  4.40  4.41
FBgn0039108	 10.31 10.31
FBgn0039109	  9.41  9.43
FBgn0039110	  2.54  2.55
FBgn0039111	  4.76  4.76
FBgn0039113	  5.62  5.63
FBgn0039114	  6.18  6.19
FBgn0039115	  5.37  5.38
FBgn0039116	  7.35  7.36
FBgn0039120	  3.82  3.83
FBgn0039126	  4.59  4.61
FBgn0039128	  4.12  4.12
FBgn0039129	  6.16  6.17
FBgn0039130	  8.83  8.86
FBgn0039131	  6.24  6.24
FBgn0039135	  3.58  3.59
FBgn0039136	  6.95  6.97
FBgn0039137	  4.59  4.59
FBgn0039139	  5.68  5.69
FBgn0039140	  4.80  4.81
FBgn0039141	  5.72  5.72
FBgn0039147	  6.22  6.23
FBgn0039149	  7.51  7.52
FBgn0039151	  4.90  4.91
FBgn0039153	  4.01  4.01
FBgn0039156	  6.63  6.64
FBgn0039157	  4.47  4.49
FBgn0039158	  3.08  3.09
FBgn0039159	  3.85  3.86
FBgn0039160	  5.93  5.95
FBgn0039161	  2.36  2.37
FBgn0039165	  8.78  8.78
FBgn0039169	  4.75  4.76
FBgn0039170	  3.17  3.18
FBgn0039178	  4.83  4.83
FBgn0039180	  7.24  7.25
FBgn0039182	  4.32  4.34
FBgn0039183	  3.50  3.51
FBgn0039186	  5.82  5.82
FBgn0039187	  5.84  5.84
FBgn0039189	 11.38 11.39
FBgn0039190	  6.27  6.29
FBgn0039192	  6.05  6.06
FBgn0039193	  5.74  5.75
FBgn0039195	  4.80  4.81
FBgn0039196	  7.05  7.07
FBgn0039197	  3.74  3.74
FBgn0039198	  4.80  4.81
FBgn0039199	  3.02  3.02
FBgn0039200	  4.15  4.16
FBgn0039201	  4.86  4.87
FBgn0039205	  6.51  6.51
FBgn0039210	  7.49  7.49
FBgn0039213	  3.69  3.70
FBgn0039214	  4.23  4.24
FBgn0039215	  3.38  3.38
FBgn0039219	  7.47  7.49
FBgn0039223	  8.10  8.11
FBgn0039224	  5.40  5.41
FBgn0039225	  8.06  8.07
FBgn0039228	  3.96  3.97
FBgn0039232	  4.00  4.00
FBgn0039237	  5.22  5.23
FBgn0039238	  5.01  5.02
FBgn0039239	  4.62  4.63
FBgn0039240	  9.12  9.15
FBgn0039244	  2.79  2.80
FBgn0039246	  4.46  4.46
FBgn0039249	  7.88  7.92
FBgn0039254	  4.17  4.17
FBgn0039257	  7.52  7.55
FBgn0039258	  3.74  3.76
FBgn0039259	  5.19  5.19
FBgn0039260	  4.20  4.20
FBgn0039261	  4.37  4.38
FBgn0039264	  6.59  6.62
FBgn0039269	  6.11  6.12
FBgn0039270	  8.65  8.67
FBgn0039271	  6.48  6.48
FBgn0039273	  7.91  7.91
FBgn0039274	  5.94  5.95
FBgn0039277	  4.87  4.88
FBgn0039286	  7.03  7.03
FBgn0039288	  2.34  2.34
FBgn0039290	  2.07  2.07
FBgn0039291	  8.99  9.02
FBgn0039294	  5.52  5.52
FBgn0039296	 10.12 10.13
FBgn0039297	  5.62  5.62
FBgn0039298	  6.93  6.93
FBgn0039299	  5.74  5.74
FBgn0039300	  3.99  3.99
FBgn0039301	  7.32  7.35
FBgn0039304	  7.44  7.47
FBgn0039306	  2.99  2.99
FBgn0039310	  7.87  7.89
FBgn0039311	  7.57  7.58
FBgn0039312	  8.48  8.51
FBgn0039313	  7.90  7.94
FBgn0039319	 12.62 12.63
FBgn0039321	  8.27  8.28
FBgn0039325	 12.28 12.32
FBgn0039329	  6.04  6.05
FBgn0039331	  4.70  4.71
FBgn0039335	  6.29  6.30
FBgn0039336	  4.36  4.36
FBgn0039337	  6.58  6.62
FBgn0039338	  7.15  7.16
FBgn0039341	 10.76 10.80
FBgn0039342	  4.39  4.39
FBgn0039344	  6.65  6.66
FBgn0039346	  5.56  5.57
FBgn0039347	  4.99  4.99
FBgn0039349	  8.96  8.97
FBgn0039350	 10.43 10.47
FBgn0039354	  2.46  2.46
FBgn0039355	  5.63  5.64
FBgn0039356	  5.30  5.33
FBgn0039357	  4.66  4.67
FBgn0039358	  7.80  7.80
FBgn0039370	  4.22  4.22
FBgn0039371	  4.85  4.86
FBgn0039373	  5.25  5.25
FBgn0039376	  2.87  2.87
FBgn0039378	 11.04 11.04
FBgn0039379	  7.79  7.79
FBgn0039380	  4.96  4.96
FBgn0039385	  2.89  2.89
FBgn0039395	  5.39  5.39
FBgn0039396	  2.56  2.56
FBgn0039398	  2.42  2.42
FBgn0039403	  3.58  3.59
FBgn0039404	  3.09  3.09
FBgn0039406	  2.96  2.96
FBgn0039407	  2.96  2.97
FBgn0039408	  4.11  4.13
FBgn0039411	  7.79  7.79
FBgn0039415	  2.01  2.01
FBgn0039420	  7.60  7.61
FBgn0039421	  4.32  4.32
FBgn0039424	  7.03  7.03
FBgn0039425	  2.77  2.77
FBgn0039428	  6.14  6.14
FBgn0039429	  5.22  5.22
FBgn0039431	 12.62 12.62
FBgn0039434	  3.19  3.20
FBgn0039435	  1.62  1.62
FBgn0039436	  5.72  5.74
FBgn0039438	  6.30  6.32
FBgn0039439	  2.14  2.15
FBgn0039440	  2.13  2.13
FBgn0039441	  4.14  4.14
FBgn0039443	  1.72  1.72
FBgn0039444	  3.72  3.73
FBgn0039448	  2.79  2.80
FBgn0039449	 10.87 10.87
FBgn0039450	 12.08 12.09
FBgn0039451	  9.31  9.32
FBgn0039453	  3.02  3.02
FBgn0039454	  3.07  3.08
FBgn0039459	  7.50  7.50
FBgn0039462	  3.82  3.82
FBgn0039464	  4.97  4.97
FBgn0039466	  8.97  9.00
FBgn0039469	  4.76  4.76
FBgn0039474	  9.72  9.73
FBgn0039475	  7.83  7.85
FBgn0039478	  3.48  3.48
FBgn0039479	  6.01  6.01
FBgn0039480	  5.52  5.52
FBgn0039481	  5.97  5.99
FBgn0039482	  8.12  8.13
FBgn0039485	  7.38  7.39
FBgn0039486	  3.74  3.74
FBgn0039488	  5.39  5.41
FBgn0039489	  3.48  3.48
FBgn0039491	  1.49  1.49
FBgn0039494	  2.87  2.87
FBgn0039495	  8.12  8.15
FBgn0039503	  4.86  4.87
FBgn0039504	  6.63  6.65
FBgn0039505	  8.49  8.49
FBgn0039507	  7.22  7.23
FBgn0039508	  8.12  8.13
FBgn0039509	  6.15  6.16
FBgn0039510	  2.38  2.38
FBgn0039511	  1.70  1.70
FBgn0039518	  4.72  4.72
FBgn0039519	  7.16  7.18
FBgn0039520	  3.46  3.46
FBgn0039522	  5.43  5.44
FBgn0039527	  9.37  9.38
FBgn0039528	 10.83 10.84
FBgn0039529	  4.36  4.36
FBgn0039530	  8.32  8.32
FBgn0039531	  9.67  9.69
FBgn0039532	  7.79  7.81
FBgn0039536	  4.05  4.05
FBgn0039543	  8.11  8.12
FBgn0039544	  7.57  7.58
FBgn0039554	  5.95  5.95
FBgn0039555	  9.07  9.08
FBgn0039558	 10.37 10.37
FBgn0039559	  9.03  9.09
FBgn0039560	  8.65  8.69
FBgn0039561	  9.64  9.65
FBgn0039562	  9.40  9.41
FBgn0039563	  7.88  7.88
FBgn0039564	  8.03  8.04
FBgn0039568	  5.90  5.91
FBgn0039577	  4.35  4.35
FBgn0039581	  7.06  7.06
FBgn0039582	  4.02  4.02
FBgn0039584	  4.36  4.36
FBgn0039585	  4.33  4.33
FBgn0039588	 14.04 14.05
FBgn0039590	 11.27 11.28
FBgn0039592	  3.63  3.64
FBgn0039594	  6.02  6.02
FBgn0039595	  3.40  3.40
FBgn0039596	  2.77  2.77
FBgn0039600	  8.05  8.10
FBgn0039601	  9.58  9.58
FBgn0039602	  8.01  8.02
FBgn0039609	  3.38  3.38
FBgn0039613	  6.78  6.78
FBgn0039616	  3.60  3.60
FBgn0039617	  6.29  6.30
FBgn0039620	  6.22  6.23
FBgn0039621	  3.30  3.30
FBgn0039622	  2.55  2.55
FBgn0039625	  8.75  8.76
FBgn0039626	  3.72  3.72
FBgn0039627	  5.20  5.20
FBgn0039632	  4.98  4.98
FBgn0039633	  2.44  2.45
FBgn0039634	  5.24  5.25
FBgn0039635	  8.33  8.34
FBgn0039637	  6.81  6.83
FBgn0039638	  4.57  4.57
FBgn0039639	  6.83  6.84
FBgn0039640	  4.57  4.57
FBgn0039644	  9.23  9.28
FBgn0039645	  4.55  4.55
FBgn0039647	  7.12  7.14
FBgn0039648	  5.48  5.48
FBgn0039651	  4.65  4.66
FBgn0039654	  4.80  4.81
FBgn0039655	  4.52  4.53
FBgn0039659	  4.19  4.19
FBgn0039663	  5.55  5.57
FBgn0039664	  3.93  3.94
FBgn0039665	 12.85 12.87
FBgn0039666	  9.93  9.94
FBgn0039668	  6.61  6.62
FBgn0039669	  5.67  5.67
FBgn0039670	 10.91 10.95
FBgn0039673	  5.74  5.75
FBgn0039674	  5.82  5.82
FBgn0039675	  5.94  5.95
FBgn0039676	  7.17  7.20
FBgn0039677	  6.08  6.10
FBgn0039680	  5.42  5.43
FBgn0039681	  4.98  4.99
FBgn0039682	  4.82  4.83
FBgn0039683	  3.56  3.57
FBgn0039684	  7.37  7.38
FBgn0039685	  6.43  6.45
FBgn0039686	  4.65  4.67
FBgn0039687	  6.80  6.81
FBgn0039689	  5.91  5.92
FBgn0039691	  5.81  5.82
FBgn0039694	  9.08  9.10
FBgn0039696	  5.35  5.36
FBgn0039697	  7.35  7.37
FBgn0039698	  6.70  6.72
FBgn0039703	  4.49  4.50
FBgn0039704	  2.63  2.63
FBgn0039709	  2.31  2.31
FBgn0039712	  8.10  8.10
FBgn0039713	  5.83  5.85
FBgn0039714	  6.64  6.64
FBgn0039718	 11.86 11.88
FBgn0039719	  4.27  4.27
FBgn0039722	  2.95  2.95
FBgn0039726	  4.17  4.18
FBgn0039727	  6.30  6.32
FBgn0039728	  7.05  7.08
FBgn0039730	  5.17  5.18
FBgn0039731	  4.02  4.02
FBgn0039732	  4.43  4.43
FBgn0039733	  6.34  6.34
FBgn0039735	  5.06  5.07
FBgn0039736	  2.55  2.55
FBgn0039737	  4.50  4.51
FBgn0039739	  5.29  5.30
FBgn0039741	  6.17  6.17
FBgn0039742	  4.91  4.92
FBgn0039747	  2.98  2.99
FBgn0039749	  5.24  5.24
FBgn0039751	  6.41  6.42
FBgn0039752	  6.44  6.47
FBgn0039754	  6.55  6.55
FBgn0039756	  6.35  6.36
FBgn0039757	 12.98 12.98
FBgn0039758	  6.48  6.48
FBgn0039759	  8.49  8.50
FBgn0039765	  7.55  7.57
FBgn0039766	  5.03  5.03
FBgn0039767	  8.39  8.41
FBgn0039768	  8.15  8.17
FBgn0039769	  8.73  8.75
FBgn0039771	  4.09  4.09
FBgn0039773	  9.48  9.50
FBgn0039774	  6.30  6.32
FBgn0039780	  2.60  2.60
FBgn0039782	  7.71  7.73
FBgn0039787	  2.65  2.66
FBgn0039788	  7.51  7.53
FBgn0039789	  5.72  5.72
FBgn0039792	  3.16  3.16
FBgn0039795	  3.91  3.91
FBgn0039797	  6.29  6.29
FBgn0039798	  4.48  4.50
FBgn0039799	  3.61  3.62
FBgn0039802	  7.72  7.74
FBgn0039804	  8.74  8.75
FBgn0039805	  2.91  2.91
FBgn0039806	  3.49  3.49
