# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "sim.saf" "-t" "gene" "-F" "SAF" "-o" "fc_sim-specific.txt" "nodup_sorted_w501_1.bam" "nodup_sorted_w501_2.bam" "nodup_sorted_w501_3.bam" 
Geneid	Chr	Start	End	Strand	Length	nodup_sorted_w501_1.bam	nodup_sorted_w501_2.bam	nodup_sorted_w501_3.bam
Scf_3L.7216274.7216643	Scf_3L	7216274	7216643	.	370	210	128	238
Scf_3L.7219041.7221367	Scf_3L	7219041	7221367	.	2327	1530	1186	1618
Scf_3L.7226768.7226999	Scf_3L	7226768	7226999	.	232	126	121	150
Scf_3L.7227569.7227733	Scf_3L	7227569	7227733	.	165	38	43	73
Scf_3L.7227924.7229818	Scf_3L	7227924	7229818	.	1895	954	704	1073
Scf_3L.7231543.7231788	Scf_3L	7231543	7231788	.	246	121	135	151
Scf_3L.7236409.7236615	Scf_3L	7236409	7236615	.	207	79	114	135
Scf_3L.7237094.7238101	Scf_3L	7237094	7238101	.	1008	564	499	685
Scf_3L.7281515.7281837	Scf_3L	7281515	7281837	.	323	151	122	144
Scf_3L.7285215.7285613	Scf_3L	7285215	7285613	.	399	145	126	195
Scf_3L.7292097.7292598	Scf_3L	7292097	7292598	.	502	242	197	235
Scf_3L.7292842.7293132	Scf_3L	7292842	7293132	.	291	76	103	89
Scf_3L.7293382.7294209	Scf_3L	7293382	7294209	.	828	632	538	678
Scf_3L.7296478.7296712	Scf_3L	7296478	7296712	.	235	138	112	136
Scf_3L.7297664.7298936	Scf_3L	7297664	7298936	.	1273	723	674	820
Scf_3L.7299118.7299844	Scf_3L	7299118	7299844	.	727	328	192	351
Scf_3L.7363192.7364336	Scf_3L	7363192	7364336	.	1145	811	619	877
Scf_3L.7380708.7380952	Scf_3L	7380708	7380952	.	245	86	71	90
Scf_3L.7381091.7381956	Scf_3L	7381091	7381956	.	866	474	303	535
Scf_3L.7383170.7383465	Scf_3L	7383170	7383465	.	296	139	125	188
Scf_3L.7395551.7395949	Scf_3L	7395551	7395949	.	399	164	102	155
Scf_3L.7396671.7396975	Scf_3L	7396671	7396975	.	305	67	60	69
Scf_3L.7397087.7397682	Scf_3L	7397087	7397682	.	596	306	196	301
Scf_3L.7400476.7400768	Scf_3L	7400476	7400768	.	293	73	67	107
Scf_3L.7400877.7401653	Scf_3L	7400877	7401653	.	777	400	291	456
Scf_3L.7425938.7426946	Scf_3L	7425938	7426946	.	1009	383	250	417
Scf_3L.7445222.7446054	Scf_3L	7445222	7446054	.	833	533	504	647
Scf_3L.7457547.7458255	Scf_3L	7457547	7458255	.	709	304	248	282
Scf_3L.7486970.7487387	Scf_3L	7486970	7487387	.	418	277	147	291
Scf_3L.7492044.7492768	Scf_3L	7492044	7492768	.	725	340	235	338
Scf_3L.7492882.7493099	Scf_3L	7492882	7493099	.	218	66	76	59
Scf_3L.7493220.7494157	Scf_3L	7493220	7494157	.	938	280	211	327
Scf_3L.7506494.7507140	Scf_3L	7506494	7507140	.	647	364	240	381
Scf_3L.7521216.7522158	Scf_3L	7521216	7522158	.	943	931	1328	1044
Scf_3L.7548686.7548846	Scf_3L	7548686	7548846	.	161	50	39	54
Scf_3L.7549032.7549326	Scf_3L	7549032	7549326	.	295	110	96	119
Scf_3L.7549473.7550488	Scf_3L	7549473	7550488	.	1016	872	832	877
Scf_3L.7551385.7552957	Scf_3L	7551385	7552957	.	1573	372	569	492
Scf_3L.7556640.7556747	Scf_3L	7556640	7556747	.	108	42	20	44
Scf_3L.7556853.7557056	Scf_3L	7556853	7557056	.	204	107	62	110
Scf_3L.7571376.7571531	Scf_3L	7571376	7571531	.	156	62	67	68
Scf_3L.7571706.7572083	Scf_3L	7571706	7572083	.	378	103	127	144
Scf_3L.7583064.7583282	Scf_3L	7583064	7583282	.	219	124	111	142
Scf_3L.7590306.7590441	Scf_3L	7590306	7590441	.	136	37	27	46
Scf_3L.7590556.7590721	Scf_3L	7590556	7590721	.	166	78	44	104
Scf_3L.7603265.7604104	Scf_3L	7603265	7604104	.	840	772	508	728
Scf_3L.7605976.7606238	Scf_3L	7605976	7606238	.	263	105	73	111
Scf_3L.7606362.7607275	Scf_3L	7606362	7607275	.	914	736	733	821
Scf_3L.7612903.7613213	Scf_3L	7612903	7613213	.	311	168	142	188
Scf_3L.7614180.7614795	Scf_3L	7614180	7614795	.	616	341	273	336
Scf_3L.7620663.7620853	Scf_3L	7620663	7620853	.	191	75	55	71
Scf_3L.7621127.7621996	Scf_3L	7621127	7621996	.	870	380	288	405
Scf_3L.7629427.7629910	Scf_3L	7629427	7629910	.	484	223	205	259
Scf_3L.7630667.7631327	Scf_3L	7630667	7631327	.	661	274	303	323
Scf_3L.7632041.7632434	Scf_3L	7632041	7632434	.	394	86	125	114
Scf_3L.7632639.7633178	Scf_3L	7632639	7633178	.	540	303	218	309
Scf_3L.7633368.7634223	Scf_3L	7633368	7634223	.	856	432	373	437
Scf_3L.7637597.7637841	Scf_3L	7637597	7637841	.	245	143	102	169
Scf_3L.7650903.7651224	Scf_3L	7650903	7651224	.	322	158	121	177
Scf_3L.7652138.7652649	Scf_3L	7652138	7652649	.	512	235	141	222
Scf_3L.7653436.7653711	Scf_3L	7653436	7653711	.	276	109	114	148
Scf_3L.7653869.7654545	Scf_3L	7653869	7654545	.	677	250	200	294
Scf_3L.7656300.7656525	Scf_3L	7656300	7656525	.	226	136	82	137
Scf_3L.7657110.7657503	Scf_3L	7657110	7657503	.	394	189	93	191
Scf_3L.7657678.7658401	Scf_3L	7657678	7658401	.	724	420	352	490
Scf_3L.7659109.7659690	Scf_3L	7659109	7659690	.	582	242	172	298
Scf_3L.7661113.7661415	Scf_3L	7661113	7661415	.	303	150	93	143
Scf_3L.7668155.7668384	Scf_3L	7668155	7668384	.	230	96	97	146
Scf_3L.7671281.7671652	Scf_3L	7671281	7671652	.	372	163	110	170
Scf_3L.7678002.7678624	Scf_3L	7678002	7678624	.	623	219	192	242
Scf_3L.7678761.7679151	Scf_3L	7678761	7679151	.	391	68	69	79
Scf_3L.7679346.7679976	Scf_3L	7679346	7679976	.	631	360	342	417
Scf_3L.7686515.7687006	Scf_3L	7686515	7687006	.	492	151	102	174
Scf_3L.7687162.7687528	Scf_3L	7687162	7687528	.	367	186	160	241
Scf_3L.7688571.7688902	Scf_3L	7688571	7688902	.	332	207	165	217
Scf_3L.7690255.7690844	Scf_3L	7690255	7690844	.	590	248	214	250
Scf_3L.7691966.7692313	Scf_3L	7691966	7692313	.	348	307	164	255
Scf_3L.7706619.7707050	Scf_3L	7706619	7707050	.	432	240	166	292
Scf_3L.7715903.7716143	Scf_3L	7715903	7716143	.	241	185	103	179
Scf_3L.7731660.7731928	Scf_3L	7731660	7731928	.	269	130	126	164
Scf_3L.7732055.7732504	Scf_3L	7732055	7732504	.	450	181	158	231
Scf_3L.7734662.7735088	Scf_3L	7734662	7735088	.	427	193	138	231
Scf_3L.7743992.7744241	Scf_3L	7743992	7744241	.	250	150	109	150
Scf_3L.7746081.7747233	Scf_3L	7746081	7747233	.	1153	630	353	716
Scf_3L.7747345.7747560	Scf_3L	7747345	7747560	.	216	70	46	68
Scf_3L.7780672.7780838	Scf_3L	7780672	7780838	.	167	125	59	125
Scf_3L.7786053.7786660	Scf_3L	7786053	7786660	.	608	339	256	396
Scf_3L.7788184.7789764	Scf_3L	7788184	7789764	.	1581	903	618	940
Scf_3L.7827203.7827716	Scf_3L	7827203	7827716	.	514	410	320	475
Scf_3L.7831501.7831717	Scf_3L	7831501	7831717	.	217	142	139	156
Scf_3L.7859122.7859840	Scf_3L	7859122	7859840	.	719	490	342	520
Scf_3L.7861225.7861945	Scf_3L	7861225	7861945	.	721	377	297	401
Scf_3L.7862883.7863910	Scf_3L	7862883	7863910	.	1028	511	362	574
Scf_3L.7866358.7866936	Scf_3L	7866358	7866936	.	579	346	263	356
Scf_3L.7868864.7869386	Scf_3L	7868864	7869386	.	523	282	232	302
Scf_3L.7874663.7874823	Scf_3L	7874663	7874823	.	161	93	67	100
Scf_3L.7880125.7880439	Scf_3L	7880125	7880439	.	315	256	227	267
Scf_3L.7884543.7885148	Scf_3L	7884543	7885148	.	606	341	226	353
Scf_3L.7892137.7892418	Scf_3L	7892137	7892418	.	282	109	106	167
Scf_3L.7894313.7894980	Scf_3L	7894313	7894980	.	668	344	292	354
Scf_3L.7897261.7897425	Scf_3L	7897261	7897425	.	165	36	45	44
Scf_3L.7897588.7897873	Scf_3L	7897588	7897873	.	286	146	167	197
Scf_3L.7898551.7899556	Scf_3L	7898551	7899556	.	1006	487	404	570
Scf_3L.7903631.7904000	Scf_3L	7903631	7904000	.	370	108	116	130
Scf_3L.7904337.7905414	Scf_3L	7904337	7905414	.	1078	428	299	479
Scf_3L.7913130.7913277	Scf_3L	7913130	7913277	.	148	60	42	85
Scf_3L.7913391.7913674	Scf_3L	7913391	7913674	.	284	102	78	107
Scf_3L.7914467.7915024	Scf_3L	7914467	7915024	.	558	198	141	198
Scf_3L.7916323.7917194	Scf_3L	7916323	7917194	.	872	615	584	696
Scf_3L.7917769.7919538	Scf_3L	7917769	7919538	.	1770	702	569	710
Scf_3L.7924181.7924311	Scf_3L	7924181	7924311	.	131	41	25	54
Scf_3L.7924440.7924615	Scf_3L	7924440	7924615	.	176	76	56	73
Scf_3L.7926840.7927674	Scf_3L	7926840	7927674	.	835	234	175	258
Scf_3L.7927792.7927916	Scf_3L	7927792	7927916	.	125	52	36	69
Scf_3L.7930478.7931793	Scf_3L	7930478	7931793	.	1316	553	453	667
Scf_3L.7940021.7940619	Scf_3L	7940021	7940619	.	599	239	129	240
Scf_3L.7956418.7956662	Scf_3L	7956418	7956662	.	245	101	125	142
Scf_3L.7961559.7961764	Scf_3L	7961559	7961764	.	206	158	76	149
Scf_3L.7978581.7978757	Scf_3L	7978581	7978757	.	177	137	116	168
Scf_3L.7983541.7983868	Scf_3L	7983541	7983868	.	328	175	102	158
Scf_3L.7988861.7989170	Scf_3L	7988861	7989170	.	310	98	70	98
Scf_3L.7989281.7990474	Scf_3L	7989281	7990474	.	1194	605	447	620
Scf_3L.7993870.7994028	Scf_3L	7993870	7994028	.	159	115	86	146
Scf_3L.8000129.8000728	Scf_3L	8000129	8000728	.	600	229	181	257
Scf_3L.8000836.8001229	Scf_3L	8000836	8001229	.	394	101	123	155
Scf_3L.8079417.8079761	Scf_3L	8079417	8079761	.	345	122	113	154
Scf_3L.8086888.8087443	Scf_3L	8086888	8087443	.	556	190	170	253
Scf_3L.8087561.8087725	Scf_3L	8087561	8087725	.	165	31	25	61
Scf_3L.8096662.8096975	Scf_3L	8096662	8096975	.	314	175	98	152
Scf_3L.8097096.8097511	Scf_3L	8097096	8097511	.	416	144	96	152
Scf_3L.8101069.8101498	Scf_3L	8101069	8101498	.	430	213	327	249
Scf_3L.8101789.8101997	Scf_3L	8101789	8101997	.	209	141	88	147
Scf_3L.8106466.8107200	Scf_3L	8106466	8107200	.	735	450	299	486
Scf_3L.8112808.8113676	Scf_3L	8112808	8113676	.	869	375	271	478
Scf_3L.8126885.8127206	Scf_3L	8126885	8127206	.	322	182	104	182
Scf_3L.8137928.8138073	Scf_3L	8137928	8138073	.	146	111	79	104
Scf_3L.8138398.8138522	Scf_3L	8138398	8138522	.	125	76	46	96
Scf_3L.8143600.8144260	Scf_3L	8143600	8144260	.	661	275	201	284
Scf_3L.8144366.8144566	Scf_3L	8144366	8144566	.	201	78	68	95
Scf_3L.8156225.8157061	Scf_3L	8156225	8157061	.	837	333	282	390
Scf_3L.8157622.8158611	Scf_3L	8157622	8158611	.	990	434	351	470
Scf_3L.8203974.8204487	Scf_3L	8203974	8204487	.	514	219	120	231
Scf_3L.8210499.8210647	Scf_3L	8210499	8210647	.	149	49	25	65
Scf_3L.8210769.8210886	Scf_3L	8210769	8210886	.	118	59	32	80
Scf_3L.8220007.8220426	Scf_3L	8220007	8220426	.	420	158	116	191
Scf_3L.8223901.8224387	Scf_3L	8223901	8224387	.	487	228	157	240
Scf_3L.8241009.8241379	Scf_3L	8241009	8241379	.	371	111	56	113
Scf_3L.8241483.8241717	Scf_3L	8241483	8241717	.	235	119	88	99
Scf_3L.8248483.8248687	Scf_3L	8248483	8248687	.	205	69	33	61
Scf_3L.8248919.8249121	Scf_3L	8248919	8249121	.	203	52	50	62
Scf_3L.8249252.8249630	Scf_3L	8249252	8249630	.	379	116	76	139
Scf_3L.8254216.8254665	Scf_3L	8254216	8254665	.	450	190	218	222
Scf_3L.8254778.8255090	Scf_3L	8254778	8255090	.	313	121	111	129
Scf_3L.8255625.8256340	Scf_3L	8255625	8256340	.	716	372	298	395
Scf_3L.8257787.8257982	Scf_3L	8257787	8257982	.	196	102	98	151
Scf_3L.8292168.8292303	Scf_3L	8292168	8292303	.	136	130	77	148
Scf_3L.8297285.8297467	Scf_3L	8297285	8297467	.	183	97	94	122
Scf_3L.8300980.8301472	Scf_3L	8300980	8301472	.	493	382	307	430
Scf_3L.8305785.8305947	Scf_3L	8305785	8305947	.	163	149	99	157
Scf_3L.8306948.8307294	Scf_3L	8306948	8307294	.	347	81	65	118
Scf_3L.8307537.8308396	Scf_3L	8307537	8308396	.	860	302	180	381
Scf_3L.8310916.8311217	Scf_3L	8310916	8311217	.	302	197	168	214
Scf_3L.8315161.8315745	Scf_3L	8315161	8315745	.	585	236	189	261
Scf_3L.8316861.8317035	Scf_3L	8316861	8317035	.	175	41	49	50
Scf_3L.8317143.8317793	Scf_3L	8317143	8317793	.	651	409	259	358
Scf_3L.8327413.8327736	Scf_3L	8327413	8327736	.	324	114	61	127
Scf_3L.8327841.8327982	Scf_3L	8327841	8327982	.	142	50	23	61
Scf_3L.8328875.8329566	Scf_3L	8328875	8329566	.	692	427	280	438
Scf_3L.8335637.8336447	Scf_3L	8335637	8336447	.	811	302	241	323
Scf_3L.8336606.8336866	Scf_3L	8336606	8336866	.	261	63	51	70
Scf_3L.8352568.8352943	Scf_3L	8352568	8352943	.	376	156	79	176
Scf_3L.8358755.8358933	Scf_3L	8358755	8358933	.	179	128	81	154
Scf_3L.8360656.8361682	Scf_3L	8360656	8361682	.	1027	457	375	542
Scf_3L.8364884.8365236	Scf_3L	8364884	8365236	.	353	189	139	215
Scf_3L.8365827.8366263	Scf_3L	8365827	8366263	.	437	196	166	266
Scf_3L.8383322.8383962	Scf_3L	8383322	8383962	.	641	355	221	383
Scf_3L.8386200.8386480	Scf_3L	8386200	8386480	.	281	81	53	99
Scf_3L.8386598.8386772	Scf_3L	8386598	8386772	.	175	101	43	84
Scf_3L.8388613.8389357	Scf_3L	8388613	8389357	.	745	630	395	566
Scf_3L.8394955.8396763	Scf_3L	8394955	8396763	.	1809	987	606	942
Scf_3L.8398815.8399543	Scf_3L	8398815	8399543	.	729	287	280	306
Scf_3L.8410450.8410662	Scf_3L	8410450	8410662	.	213	135	51	129
Scf_3L.8416216.8416651	Scf_3L	8416216	8416651	.	436	204	158	231
Scf_3L.8455102.8455497	Scf_3L	8455102	8455497	.	396	300	222	326
Scf_3L.8457306.8458684	Scf_3L	8457306	8458684	.	1379	1559	1419	1436
Scf_3L.8459241.8459639	Scf_3L	8459241	8459639	.	399	125	102	139
Scf_3L.8459887.8460747	Scf_3L	8459887	8460747	.	861	240	205	238
Scf_3L.8461196.8464120	Scf_3L	8461196	8464120	.	2925	1661	1384	1891
Scf_3L.8470949.8471342	Scf_3L	8470949	8471342	.	394	182	174	246
Scf_3L.8473667.8474198	Scf_3L	8473667	8474198	.	532	272	343	354
Scf_3L.8482316.8483149	Scf_3L	8482316	8483149	.	834	299	228	343
Scf_3L.8501028.8501276	Scf_3L	8501028	8501276	.	249	150	128	194
Scf_3L.8502131.8502707	Scf_3L	8502131	8502707	.	577	208	185	271
Scf_3L.8502925.8503643	Scf_3L	8502925	8503643	.	719	190	169	231
Scf_3L.8503843.8504416	Scf_3L	8503843	8504416	.	574	203	197	234
Scf_3L.8534509.8534843	Scf_3L	8534509	8534843	.	335	130	88	142
Scf_3L.8544981.8545470	Scf_3L	8544981	8545470	.	490	230	141	250
Scf_3L.8548161.8548387	Scf_3L	8548161	8548387	.	227	58	61	78
Scf_3L.8548497.8549160	Scf_3L	8548497	8549160	.	664	474	342	523
Scf_3L.8549703.8550299	Scf_3L	8549703	8550299	.	597	320	239	360
Scf_3L.8550443.8550806	Scf_3L	8550443	8550806	.	364	109	107	132
Scf_3L.8551922.8552617	Scf_3L	8551922	8552617	.	696	397	280	417
Scf_3L.8553642.8554092	Scf_3L	8553642	8554092	.	451	161	93	211
Scf_3L.8569267.8569826	Scf_3L	8569267	8569826	.	560	208	132	250
Scf_3L.8604146.8605022	Scf_3L	8604146	8605022	.	877	879	716	922
Scf_3L.8627574.8628555	Scf_3L	8627574	8628555	.	982	415	316	559
Scf_3L.8633486.8633651	Scf_3L	8633486	8633651	.	166	98	90	151
Scf_3L.8661096.8661396	Scf_3L	8661096	8661396	.	301	117	109	155
Scf_3L.8668284.8668776	Scf_3L	8668284	8668776	.	493	272	169	318
Scf_3L.8689366.8689846	Scf_3L	8689366	8689846	.	481	309	272	340
Scf_3L.8690807.8691261	Scf_3L	8690807	8691261	.	455	341	191	349
Scf_3L.8691905.8692721	Scf_3L	8691905	8692721	.	817	540	401	525
Scf_3L.8722498.8723272	Scf_3L	8722498	8723272	.	775	453	418	558
Scf_3L.8723415.8723715	Scf_3L	8723415	8723715	.	301	70	94	84
Scf_3L.8729983.8730237	Scf_3L	8729983	8730237	.	255	156	131	178
Scf_3L.8730372.8730905	Scf_3L	8730372	8730905	.	534	168	145	210
Scf_3L.8731215.8731393	Scf_3L	8731215	8731393	.	179	72	73	102
Scf_3L.8733536.8733892	Scf_3L	8733536	8733892	.	357	145	67	163
Scf_3L.8743985.8744164	Scf_3L	8743985	8744164	.	180	129	95	169
Scf_3L.8745656.8746093	Scf_3L	8745656	8746093	.	438	332	208	386
Scf_3L.8751472.8752169	Scf_3L	8751472	8752169	.	698	343	264	387
Scf_3L.8752395.8752621	Scf_3L	8752395	8752621	.	227	118	62	134
Scf_3L.8762472.8763063	Scf_3L	8762472	8763063	.	592	285	179	343
Scf_3L.8763968.8764517	Scf_3L	8763968	8764517	.	550	215	157	241
Scf_3L.8774337.8775996	Scf_3L	8774337	8775996	.	1660	813	590	926
Scf_3L.8782121.8782347	Scf_3L	8782121	8782347	.	227	104	103	164
Scf_3L.8796660.8796934	Scf_3L	8796660	8796934	.	275	163	124	211
Scf_3L.8818303.8818434	Scf_3L	8818303	8818434	.	132	91	68	105
Scf_3L.8824155.8824322	Scf_3L	8824155	8824322	.	168	50	16	50
Scf_3L.8824423.8824677	Scf_3L	8824423	8824677	.	255	118	86	151
Scf_3L.8829784.8830265	Scf_3L	8829784	8830265	.	482	213	197	228
Scf_3L.8833078.8834134	Scf_3L	8833078	8834134	.	1057	526	490	553
Scf_3L.8834728.8835046	Scf_3L	8834728	8835046	.	319	131	141	181
Scf_3L.8841663.8841777	Scf_3L	8841663	8841777	.	115	51	33	43
Scf_3L.8841891.8842085	Scf_3L	8841891	8842085	.	195	80	77	81
Scf_3L.8843247.8843457	Scf_3L	8843247	8843457	.	211	97	89	128
Scf_3L.8849459.8849823	Scf_3L	8849459	8849823	.	365	155	101	170
Scf_3L.8849925.8850129	Scf_3L	8849925	8850129	.	205	55	43	61
Scf_3L.8850328.8850717	Scf_3L	8850328	8850717	.	390	113	88	139
Scf_3L.8877182.8877356	Scf_3L	8877182	8877356	.	175	114	115	128
Scf_3L.8890664.8891127	Scf_3L	8890664	8891127	.	464	219	182	241
Scf_3L.8894916.8895549	Scf_3L	8894916	8895549	.	634	427	288	448
Scf_3L.8897279.8897998	Scf_3L	8897279	8897998	.	720	649	576	664
Scf_3L.8898273.8898761	Scf_3L	8898273	8898761	.	489	168	167	170
Scf_3L.8898933.8899443	Scf_3L	8898933	8899443	.	511	148	151	207
Scf_3L.8900191.8900970	Scf_3L	8900191	8900970	.	780	324	304	369
Scf_3L.8902885.8903283	Scf_3L	8902885	8903283	.	399	129	109	179
Scf_3L.8903416.8903549	Scf_3L	8903416	8903549	.	134	45	19	35
Scf_3L.8962928.8963191	Scf_3L	8962928	8963191	.	264	91	124	134
Scf_3L.8985708.8986336	Scf_3L	8985708	8986336	.	629	347	280	402
Scf_3L.9101931.9102094	Scf_3L	9101931	9102094	.	164	61	44	71
Scf_3L.9102296.9102491	Scf_3L	9102296	9102491	.	196	64	65	103
Scf_3L.9103507.9104497	Scf_3L	9103507	9104497	.	991	739	633	773
Scf_3L.9106008.9106477	Scf_3L	9106008	9106477	.	470	221	181	229
Scf_3L.9107225.9107959	Scf_3L	9107225	9107959	.	735	285	228	308
Scf_3L.9108458.9108681	Scf_3L	9108458	9108681	.	224	90	90	112
Scf_3L.9125237.9126875	Scf_3L	9125237	9126875	.	1639	809	569	834
Scf_3L.9128052.9128741	Scf_3L	9128052	9128741	.	690	487	366	518
Scf_3L.9134892.9135081	Scf_3L	9134892	9135081	.	190	61	36	75
Scf_3L.9135321.9136396	Scf_3L	9135321	9136396	.	1076	342	304	394
Scf_3L.9140403.9140840	Scf_3L	9140403	9140840	.	438	209	167	192
Scf_3L.9141510.9141973	Scf_3L	9141510	9141973	.	464	243	157	248
Scf_3L.9145193.9145763	Scf_3L	9145193	9145763	.	571	335	170	316
Scf_3L.9149624.9149840	Scf_3L	9149624	9149840	.	217	108	90	119
Scf_3L.9151241.9151979	Scf_3L	9151241	9151979	.	739	525	322	559
Scf_3L.9158655.9158884	Scf_3L	9158655	9158884	.	230	99	73	135
Scf_3L.9162965.9163558	Scf_3L	9162965	9163558	.	594	246	151	300
Scf_3L.9165170.9165452	Scf_3L	9165170	9165452	.	283	212	169	189
Scf_3L.9165848.9166617	Scf_3L	9165848	9166617	.	770	405	260	406
Scf_3L.9174310.9175099	Scf_3L	9174310	9175099	.	790	359	205	431
Scf_3L.9176894.9177092	Scf_3L	9176894	9177092	.	199	118	91	124
Scf_3L.9183720.9184983	Scf_3L	9183720	9184983	.	1264	762	595	838
Scf_3L.9185648.9186094	Scf_3L	9185648	9186094	.	447	266	223	343
Scf_3L.9186638.9187217	Scf_3L	9186638	9187217	.	580	403	233	442
Scf_3L.9188085.9188237	Scf_3L	9188085	9188237	.	153	66	38	80
Scf_3L.9188346.9188464	Scf_3L	9188346	9188464	.	119	44	39	50
Scf_3L.9189823.9191307	Scf_3L	9189823	9191307	.	1485	735	617	788
Scf_3L.9193595.9194654	Scf_3L	9193595	9194654	.	1060	713	450	725
Scf_3L.9205655.9205874	Scf_3L	9205655	9205874	.	220	80	87	113
Scf_3L.9205978.9206146	Scf_3L	9205978	9206146	.	169	53	62	61
Scf_3L.9206726.9207023	Scf_3L	9206726	9207023	.	298	122	79	131
Scf_3L.9208386.9208828	Scf_3L	9208386	9208828	.	443	172	158	216
Scf_3L.9208966.9210090	Scf_3L	9208966	9210090	.	1125	519	387	584
Scf_3L.9213720.9214951	Scf_3L	9213720	9214951	.	1232	576	440	645
Scf_3L.9217570.9218581	Scf_3L	9217570	9218581	.	1012	516	369	599
Scf_3L.9220029.9220490	Scf_3L	9220029	9220490	.	462	137	110	193
Scf_3L.9222895.9223080	Scf_3L	9222895	9223080	.	186	88	70	110
Scf_3L.9223301.9223558	Scf_3L	9223301	9223558	.	258	62	38	84
Scf_3L.9224402.9224620	Scf_3L	9224402	9224620	.	219	71	40	77
Scf_3L.9224744.9225189	Scf_3L	9224744	9225189	.	446	193	113	207
Scf_3L.9227952.9228118	Scf_3L	9227952	9228118	.	167	55	46	72
Scf_3L.9228240.9228508	Scf_3L	9228240	9228508	.	269	108	39	106
Scf_3L.9239091.9239312	Scf_3L	9239091	9239312	.	222	115	106	142
Scf_3L.9239422.9240210	Scf_3L	9239422	9240210	.	789	244	204	284
Scf_3L.9248230.9248580	Scf_3L	9248230	9248580	.	351	158	135	180
Scf_3L.9249554.9250141	Scf_3L	9249554	9250141	.	588	188	144	265
Scf_3L.9263853.9264034	Scf_3L	9263853	9264034	.	182	85	76	111
Scf_3L.9265553.9265874	Scf_3L	9265553	9265874	.	322	239	178	251
Scf_3L.9266830.9267946	Scf_3L	9266830	9267946	.	1117	456	326	456
Scf_3L.9270703.9271523	Scf_3L	9270703	9271523	.	821	700	477	744
Scf_3L.9271952.9272079	Scf_3L	9271952	9272079	.	128	40	39	49
Scf_3L.9272211.9274186	Scf_3L	9272211	9274186	.	1976	804	642	900
Scf_3L.9303026.9303360	Scf_3L	9303026	9303360	.	335	178	124	220
Scf_3L.9327682.9328048	Scf_3L	9327682	9328048	.	367	188	107	190
Scf_3L.9364883.9365045	Scf_3L	9364883	9365045	.	163	65	42	69
Scf_3L.9365310.9366713	Scf_3L	9365310	9366713	.	1404	757	564	779
Scf_3L.9374364.9375081	Scf_3L	9374364	9375081	.	718	359	261	378
Scf_3L.9380528.9381148	Scf_3L	9380528	9381148	.	621	383	273	376
Scf_3L.9425872.9426270	Scf_3L	9425872	9426270	.	399	140	130	170
Scf_3L.9428085.9428381	Scf_3L	9428085	9428381	.	297	103	93	139
Scf_3L.9429261.9429685	Scf_3L	9429261	9429685	.	425	166	121	172
Scf_3L.9430070.9430418	Scf_3L	9430070	9430418	.	349	176	108	207
Scf_3L.9440866.9441160	Scf_3L	9440866	9441160	.	295	174	114	220
Scf_3L.9443230.9443964	Scf_3L	9443230	9443964	.	735	667	518	677
Scf_3L.9444116.9444350	Scf_3L	9444116	9444350	.	235	72	73	89
Scf_3L.9444745.9444906	Scf_3L	9444745	9444906	.	162	70	40	78
Scf_3L.9445263.9445663	Scf_3L	9445263	9445663	.	401	188	142	209
Scf_3L.9446180.9446672	Scf_3L	9446180	9446672	.	493	197	182	242
Scf_3L.9446944.9448334	Scf_3L	9446944	9448334	.	1391	955	646	1002
Scf_3L.9449354.9449851	Scf_3L	9449354	9449851	.	498	252	173	271
Scf_3L.9455169.9455554	Scf_3L	9455169	9455554	.	386	198	150	227
Scf_3L.9464257.9464856	Scf_3L	9464257	9464856	.	600	287	252	364
Scf_3L.9465043.9465944	Scf_3L	9465043	9465944	.	902	507	367	519
Scf_3L.9471642.9471801	Scf_3L	9471642	9471801	.	160	148	69	150
Scf_3L.9475769.9476340	Scf_3L	9475769	9476340	.	572	273	158	318
Scf_3L.9479428.9479607	Scf_3L	9479428	9479607	.	180	137	77	166
Scf_3L.9482537.9482955	Scf_3L	9482537	9482955	.	419	158	122	180
Scf_3L.9496750.9496922	Scf_3L	9496750	9496922	.	173	42	58	47
Scf_3L.9497109.9497373	Scf_3L	9497109	9497373	.	265	139	111	172
Scf_3L.9498003.9498314	Scf_3L	9498003	9498314	.	312	63	76	87
Scf_3L.9498433.9498709	Scf_3L	9498433	9498709	.	277	54	52	73
Scf_3L.9498978.9499194	Scf_3L	9498978	9499194	.	217	81	62	97
Scf_3L.9512710.9513440	Scf_3L	9512710	9513440	.	731	418	348	493
Scf_3L.9514971.9515173	Scf_3L	9514971	9515173	.	203	120	71	114
Scf_3L.9516178.9516557	Scf_3L	9516178	9516557	.	380	186	92	161
Scf_3L.9519311.9519737	Scf_3L	9519311	9519737	.	427	180	233	231
Scf_3L.9519884.9520125	Scf_3L	9519884	9520125	.	242	47	42	39
Scf_3L.9520267.9520557	Scf_3L	9520267	9520557	.	291	142	134	184
Scf_3L.9525809.9525992	Scf_3L	9525809	9525992	.	184	110	95	127
Scf_3L.9581168.9581467	Scf_3L	9581168	9581467	.	300	129	105	174
Scf_3L.9589260.9589631	Scf_3L	9589260	9589631	.	372	194	132	249
Scf_3L.9591371.9591517	Scf_3L	9591371	9591517	.	147	113	69	125
Scf_3L.9598852.9599110	Scf_3L	9598852	9599110	.	259	56	72	87
