P_mel_1	P_mel_2	P_mel_3	F1_mel_1	F1_mel_2	F1_mel_3	P_sim_1	P_sim_2	P_sim_3	F1_sim_1	F1_sim_2	F1_sim_3
FBgn0002609	0	0	2	0	1	0	0	8	0	1	0	0
FBgn0002622	8519	9096.823	10726.006	3931	4084	4265	11409	9991.983	12312.974	4318.215	4462.757	5036.033
FBgn0002626	288.794	359	508.003	363.996	323.511	272.999	266	178	303.255	396	333	332
FBgn0002629	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002631	0	2	0	0	0	0	2	0	3	0	0	0
FBgn0002632	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002633	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002638	163	160	258	116	128	142	78	39	61	35	54	32
FBgn0002641	245	256	245	0	0	0	132	202	186	161	194	147
FBgn0002643	305	370	286	173	151.001	114	446	693	652	251	211	139
FBgn0002645	422	622	509	263	317.001	246	609	1353	802	305	357	294
FBgn0002673	5	8	10	4	2	2	17	18	26	6	6	12
FBgn0002709	84	71	83	0	0	0	57	73	104	81	79	57.981
FBgn0002715	6	10	8	2	1	0	6	4	3	0	1	0
FBgn0002716	7.124	22.389	9.041	13.713	8.116	3.024	8	39	12	13	5	7
FBgn0002719	1875	2254	2589.007	1353	1391	1201	3640.677	3760	4246.004	1941	2159	1961
FBgn0002723	351	272	279	0	0	0	149	262	200	235	193	194
FBgn0002732	1	10	5	0	1	5	1	0	0	0	0	0
FBgn0002733	8	16	23	25	43	15	54	40	65	34	50	59
FBgn0002734	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002735	2	1	0	4	2	1	0	1	1	0	0	1
FBgn0002736	314.892	362.243	463	146.456	113.561	87.72	476	314	397	198.081	196	147
FBgn0002772	645	1007	1027.003	295	327	400	397	459	533	295	297	361
FBgn0002773	280	421	386	159	156	156	5	9	9.001	2	4	19
FBgn0002774	599.032	678	712	316	350	271	412	609	538	369	359	363
FBgn0002775	286	314	277	122	154	146	205	188	201	73	48	69
FBgn0002778	214	255	316	98	90	80	366	390	489.999	180	158	135
FBgn0002780	5914	6222.018	8015.103	2656	2592	2295.225	2766	2972	3409.568	2033	2153	2066
FBgn0002783	1361.247	1460.001	1488	573	620	420	781	1291	1176	552	523	484
FBgn0002787	680	856	791	272	286	255	909	771	1092	296	323	387.001
FBgn0002789	930	1226.101	1343	358	392	365.736	497	493	581	428	343	416
FBgn0002791	206	242	284	114	99	157	310	339	372	155	163	146
FBgn0002838	0	1	0	0	0	1	7	3	6	0	0	0
FBgn0002842	0	0	2	0	0	1	1	0	0	3	0	0
FBgn0002855	171510.517	147255.746	158906.79	46585.006	50513	53767	196810.945	181223.507	195364.569	65952.722	73224.528	78526.516
FBgn0002856	28299.86	27479.615	38889	17343.999	18628	21188	29961.395	17845.69	28952.405	16144.426	17555.291	18780.352
FBgn0002863	92769.312	83956.939	127365.354	86989.055	88684.376	71430.132	126029.684	49750.802	113848.366	154959.541	163908.513	119810.996
FBgn0002868	1556	1683	2757	6974	5917.019	6497.327	34887.109	24830.785	30165.999	48305.448	43512.528	46563.795
FBgn0002872	32	32	56	39	30	20	70	100	104	43	46	35
FBgn0002873	9	13	6	0	0	0	4	3	4	2	3	0
FBgn0002878	63.001	68	57	0	0	0	104	94	111	72	94	78
FBgn0002887	63	48	80	41	34	22	42	67	84	20	40	19
FBgn0002891	55.031	102.421	67.131	33.409	27.258	23.113	144.651	153.04	155.217	95.987	51.365	49.465
FBgn0002899	35	34	44	12	6	8	2	7	1	3	2	0
FBgn0002901	95	60	100	35	37	42	58	69	64	40	30	32
FBgn0002905	109.108	98.075	113.131	6.019	8.022	4.013	2	8	1	1	0	0
FBgn0002906	46	55	73	54	47	38	37	44	47	20	18	26
FBgn0002914	490.709	476.897	529.778	0	0	0	354	454	512	436	493	455
FBgn0002917	0	0	0	0	0	0	0	0	0	0	1	1
FBgn0002921	4336.823	4727.999	4373	1957	2192.999	1631.999	2654.221	3285	3403	1669	1762.001	1434
FBgn0002922	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0002924	9.048	18	17	4	11	6	2	2	4	0	1	0
FBgn0002926	0	1	4	0	1	1	41	40	72	21	20	9
FBgn0002930	689	525	497.939	149	181	146	365	405	384	59	102	94
FBgn0002931	30	48	47	18	30	49	16.159	24.565	47.515	15.361	37.037	54.171
FBgn0002932	68.001	83	85	27	46	39	75	102	99	40	43	50
FBgn0002936	1.924	0	5	1	0	0.885	0	0	1	0	0	0
FBgn0002937	2	0	1	0	0	0	2.07	0	0	0	0	0
FBgn0002938	0	5	1	0	2	1	21	0	0	1	0	0
FBgn0002939	6	5	4	0	6	9	17	13	15	5	14	21
FBgn0002940	0	0	0	0	3	0	24	0	0	0	0	0
FBgn0002941	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002945	124	137	145	76	73	60	112	234	167	103	97	74
FBgn0002948	36	42	52	0	0	0	4	4	14	18	9	6
FBgn0002962	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0002973	539	453	520.001	254	268	250	425	552	451	180.999	239	172.999
FBgn0002985	149	202	199	111	114	106	136	198	206	103	150	83
FBgn0002989	39.398	36.59	42.142	26.612	18.709	33.661	24.787	44.478	40.524	20.503	16.755	13.344
FBgn0003002	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0003008	109	95	132	54	54	45	150	96	172	48	60	44
FBgn0003009	0	0	1	0	0	0	5	0	0	0	0	0
FBgn0003011	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003015	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0003016	765	929.999	671	416.999	430.001	290	1377	1713	1634.001	528	396	325
FBgn0003023	12	11	14	0	0	0	142	128.984	223	131	116	91
FBgn0003034	9807.919	9625.518	14348.913	17603	16902.986	13720.06	29570.494	11895.493	31136.828	45400.075	43225.398	32637.678
FBgn0003041	300	410	366.001	119	140	154	158.999	257.001	159	100	120	147
FBgn0003042	129	150.981	127	60	70	30	79	138	130	64	68	56.675
FBgn0003044	355	363	352	81	85	68	190	167	239	44	60	50
FBgn0003046	2	0	0	0	3	0	0	0	4	1	0	0
FBgn0003048	905	971	740.999	0	0	0	471	715	523	527	605	319
FBgn0003053	8	1	0	0	0	0	1	6	7	6	7	4
FBgn0003060	0	2	1	4	5	7	2	4	1	2	6	2
FBgn0003062	266	320	511	284	242	238	210	153	246	297	239	252
FBgn0003065	1	0	0	0	0	0	0	1	3	3	0	0
FBgn0003067	75	199	319	30	55	28	531	676	596	57	111	62
FBgn0003068	210	256	316	1	1	9	432	655.011	519	622	781	654
FBgn0003071	610	681	662	229	281	233	459	656	565	272	328	295
FBgn0003074	972	941	1094.075	347	425	346	551	646.029	597	395	391	347
FBgn0003076	1753.039	1874.048	2006.001	783	949	1021	449.001	477	468	285	290	329
FBgn0003079	165	169	171	0	0	0	138	194	193	135	181	183
FBgn0003082	24	18	28	5	7	6	13	18	8	12	9	9
FBgn0003087	0	0	0	1	0	0	0	4	2	3	2	0
FBgn0003091	1589	1716	1864	493	529	514	963.001	1102	1440	502	522	514.999
FBgn0003093	647.999	776	717	294	385	317.001	378	739.999	553.027	271	340	263.001
FBgn0003114	0	0	0	0	0	0	1	0	2	0	7	0
FBgn0003116	142	146	170	0	0	0	161	231	192	148	133	135
FBgn0003117	4	3	4	1	1	3	1	5	4	2	0	0
FBgn0003118	299.999	269	264.001	108	137	96	198	251.999	169	95	96	67
FBgn0003124	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0003129	154	191	216.065	67	86.497	74	60	127	89	72	51	70
FBgn0003130	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003134	2745	2789	3033	1131	1383	1353	1840.57	2080.634	2283.204	1013.334	1095.363	1067.363
FBgn0003137	163	161	96	170	239	196	172	261	344.022	237	238	188
FBgn0003139	462	465	492	0	0	0	468	536	567.713	408	451	315
FBgn0003140	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0003141	1552	1582	1935	410	429	388	410	377.053	494	212	182	196.002
FBgn0003145	7643	7987	9349	2470	2235	2019	5789.533	6073.79	7699	2620	2410	2312
FBgn0003149	632	825	907	375	394	277	448.999	1184	748	607	587	413
FBgn0003159	1064	1057.001	1126	0	0	0	974	1333	1209	814	880.031	704
FBgn0003162	5	2	6	1	0	1	6	3	2	0	3	0
FBgn0003165	469.999	477	315.999	296	298	245	236	503	328	252	297	207
FBgn0003169	601	528	633	340	336	418	400	562.671	452.017	273.434	369	345
FBgn0003174	2	1	1	0	0	1	3	1	0	5	7	5
FBgn0003175	1358	1298	1195	447	493	369	823.024	1291	1117.088	490	432.001	290.999
FBgn0003187	6	2	3	0	3	2	21	18	18	52	48	24
FBgn0003189	736	731	1045	0	0	0	576	835	820	1261	1091	851
FBgn0003204	1362	1407	1750	0	1	0	996	1105	1181.837	1754	1724	1683
FBgn0003205	246	256	296	114	118	107	124	172	188	80	61	72
FBgn0003206	571	623	595	222	232	196	326	401	372	209	214	170
FBgn0003209	293	293	353.999	182	180.001	178	290	361	345	132.001	137	146
FBgn0003210	591	603	519	0	1	0	453	571	555	403	381	340
FBgn0003218	100	116	90	0	1	2	130	177	191	171	200	145.999
FBgn0003227	10.742	11.944	12.66	0	1.118	2.488	12.61	20.658	11.428	2.538	3.428	10.978
FBgn0003231	3217.927	2806.981	2892.461	1497.608	1952.963	1937.983	2958.756	3712.587	3595.85	2159	2864.163	2743.001
FBgn0003248	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0003249	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0003250	3	1	2	0	4	0	4	0	0	0	0	0
FBgn0003254	0	0	0	0	0	0	0	0	0	0	0	2
FBgn0003255	10.608	14.908	3.678	2.124	4	1	2	9	9	1	5	5
FBgn0003257	407.802	486.792	709.886	223.756	217.885	129.99	446.203	430	506.975	279.93	241.296	204.211
FBgn0003267	3	0	0	0	0	1	0	1	0	0	0	1
FBgn0003268	11	9	8	9	11	2	6	12	8	8	2	4
FBgn0003270	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003274	4819.008	5600	7241.599	4048	3969	4177	2072	1035.607	2024.008	5092	4667	5222
FBgn0003275	346	451	569	191	197	161	354	318	380	210	198	231
FBgn0003277	1124	1231	1117	0	0	0	845	1328	1156	1094	1109	938
FBgn0003278	157	192	319	111	81	115	129	170	197	121	128	128
FBgn0003279	16325.243	17172.316	19431.522	7782.005	8323.359	6844.724	11780	12507.125	13271.367	7583	7809.398	6784.016
FBgn0003285	4	18	10	0	0	0	28	58	32	53	51	46
FBgn0003292	14	4	13	10	10	0	0	0	3	0	0	1
FBgn0003295	4	9	5	2	0	1	1	1	2	0	0	1
FBgn0003300	0	0	0	0	0	0	0	1	0	0	1	3
FBgn0003301	198	235.001	261	1	1	0	277	452	382.002	477.999	483	343.001
FBgn0003302	85	108	87	0	0	0	50	68	80	75	92	75
FBgn0003308	14	12	16	0	0	1	9	4	4	0	0	6
FBgn0003310	667	674	638	203	223	188	218	230	227	108	139	110
FBgn0003312	5	10	13	7	9	2	4	1	2	3	3	0
FBgn0003313	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003317	290	246	260	128	140	113	181	279	268	130	197	126
FBgn0003319	0	0	0	0	0	0	2	3	5	0	0	1
FBgn0003321	911	947	950	1	1	0	620	753	780	986	1052	928
FBgn0003326	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0003330	136	113	172	57	63	62	108	86	112	61	79	64
FBgn0003334	835.796	850.725	887.905	346	392.631	319.941	569	707	720	278	337	267
FBgn0003339	1	2	0	1	5	1	0	0	0	0	2	4
FBgn0003345	1399	1378.001	1141	2	3	2	888.001	1162.003	1146.999	895	969	697.999
FBgn0003346	447	589.001	635.709	207.001	209.001	177	451	387	434	171	160	122
FBgn0003353	8.024	25.244	14.017	14.424	5	3.029	21	39	34	11	34	13
FBgn0003360	2831.999	3426.008	3825.627	5	7	4	3521.147	3221	3613	3828	4212.84	4066.868
FBgn0003366	172	213	210	0	0	0	94	171	208	211	211	178
FBgn0003371	2409.001	2588.002	2442.001	1	1	0	1790.51	2295.028	2085.13	1532	1643.549	1364
FBgn0003373	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003380	4	13	4	0	0	0	0	7	0	0	2	2
FBgn0003382	0	0	2	0	0	0	5	6	11	0	0	1
FBgn0003386	54	81	85	43	37	34	14	34	27	43	28	39
FBgn0003388	1	3	0	4	0	0	32	45	22	0	0	7
FBgn0003390	9	20	31	0	0	0	7	10	12	5	5	10
FBgn0003391	378	427	336	174	247	141	264.963	465.964	355.046	195.723	203.084	182.411
FBgn0003392	551.001	592.001	624.999	7	3	11	571.001	758.999	735.001	611	657	585.001
FBgn0003396	705	811	608	423.999	570	348	517	962	835	339	464	257
FBgn0003401	104	126	107	9	10	4	11	14	23	4	5	8
FBgn0003410	307	379	378	153	168	110	298	425	339	167	187	158
FBgn0003411	0	5	5	0	0	0	0	4	2	1	1	0
FBgn0003415	521	655	531	369	349	205	367.456	624.893	513.202	289.718	318.6	217.03
FBgn0003416	344	413	378	0	0	0	362	496	477	397	431	346
FBgn0003423	695.999	915	812.999	2	0	0	1015.962	965	1013.001	749.001	891.999	782.031
FBgn0003429	8	6	11	5	6	1	6	20	18	3	1	9
FBgn0003430	2	5	1	2	9	2	0	0	1	1	1	0
FBgn0003435	3087.004	3138	3079.999	838.999	777.998	719	2220	2801	3082	747.998	831	591.999
FBgn0003444	118.946	184.291	154.179	85.853	80.534	79.21	73.705	156.821	126.332	100.277	93.913	72.813
FBgn0003447	33	41	34	0	0	0	214	279	236	708	822	742
FBgn0003448	0	0	1	0	0	3	0	0	0	0	0	0
FBgn0003449	557	696	849	0	0	0	401	365	507.002	506	560	659
FBgn0003450	0	0	0	0	0	0	15	9	26.9	4	1	2
FBgn0003459	286	332	376	203	225	173.004	257	317	286	186	200	170
FBgn0003460	30	39	41	15	29	12	14	12	14	10	8	7
FBgn0003462	1944	2045	2630	863	875.377	872	1233.001	915	1266	691	797	827
FBgn0003463	295	400	344	0	0	0	108	381	172	423	406	304.036
FBgn0003464	393	443.999	404	1	1	0	431	560	543	668	736	587
FBgn0003475	79.999	90	77	41	43	24	61	102	85	55	37	39
FBgn0003479	63	96	112	27	32	47	70	58	66	25	54	42
FBgn0003480	2	3	21	2	2	0	1.025	0	1.196	2.287	3.838	0
FBgn0003482	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0003483	4	10	4	2	2	0	13	5	11	1	3	0
FBgn0003495	345.001	394	396	110	145	104	190	261	288.999	204.864	213.949	213
FBgn0003499	5	1	0	0	3	0	0	4	3	1	0	0
FBgn0003502	648.002	831	777	324.001	392.001	367.999	536	748.001	682.562	201.001	285.999	219
FBgn0003507	649	831	780	497.001	478.999	459	601	790	768	476.001	464	347
FBgn0003510	0	0	15.745	0	0	0	11	33	18	5	9	4
FBgn0003511	92	112	116.255	42	79	54	75	83	69	31	29	35
FBgn0003512	284	250	303.01	99	129	107	198	149	190	84	75	77
FBgn0003513	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003514	1257	1255	1498	4	1	1	1684	1695	1830	1286	1358	1375
FBgn0003515	0	0	0	1	0	0	0	0	0	0	0	1
FBgn0003517	14072	16369.822	21099.212	14	4	9	12815.95	10387	14154.067	19840	20379.952	18514.734
FBgn0003520	378	520	344	210	206	152	386.396	553	464	214	244	189
FBgn0003525	181	250	195	52	50	60	0	4	0	1	4	2
FBgn0003527	11	3	5	0	0	1	6	2	0	0	0	0
FBgn0003545	0	0	0	0	0	0	21	10	6	0	1.325	0
FBgn0003557	1070.739	1152.001	1103	453.001	479	364.001	799.002	1188.547	966	457	463	425
FBgn0003559	501	555	584	267	253	261	88.062	116	139	141	158	103
FBgn0003567	479	529.999	553	241	143	129	644	658	683.034	149	119	104
FBgn0003575	2177.468	2499.103	2294	1	0	2	1930.031	2554.006	2595.069	1978	1940.999	1375
FBgn0003598	530.451	633.542	673.257	236.466	284.841	232.69	596	689	822	334	375	244
FBgn0003607	980	1099	1437.102	478	539.652	476	273.771	226.98	336.759	164.026	158.948	171.913
FBgn0003612	323.999	406	495	178.001	184	138.088	293	435.999	482	155.001	190.999	143
FBgn0003638	34115.117	34527.445	39763.196	6	2	7	25398.442	21270.462	29364.639	24001.606	25658.999	24144.892
FBgn0003651	10	11	3	5	2	6	0	8	2	2	1	0
FBgn0003655	0	0	3	0	0	0	66	31	43.001	74	71	53
FBgn0003656	664.999	669	618	1	2	2	862.001	1133	1063	763.001	965.992	730
FBgn0003660	1488	1499	1605.001	491.001	558	488	1195.008	1062	1331.038	541	529	525.999
FBgn0003676	746	769	921	374	398	399	1086	1024.415	1100	413	407	371
FBgn0003687	102	119	108	29	35	18	123	93	133	54	52	46
FBgn0003701	0	5	1	2	0	1	0	0	5	0	0	0
FBgn0003710	11.679	14	19	8	6	1	24.908	15	14.579	3	3	3
FBgn0003714	222	229	294	0	0	0	206	147	215	203	205	230
FBgn0003716	1943	2221	2118	1217	1435	1320	1279	1502	1436	680	815.016	749.57
FBgn0003719	0	1	2	0	0	1	2	0	0	0	0	0
FBgn0003720	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003721	1618.01	1854.007	1892.069	759.093	865	835	1347	1518.999	1722.999	730	828.999	785.001
FBgn0003731	819	895	910	338	483	393	265.694	584	368	96	123.969	96
FBgn0003733	39	52	35	44	32	23	3	8	1	0	4	2
FBgn0003741	46	49	68.001	22	28	18	29	17	33	23	21	23
FBgn0003742	432.999	446.001	547.999	207	195	168.999	305.001	287	377.957	145	165.001	151
FBgn0003744	191	207	237	79	100	81	200	182	172	42	63	49
FBgn0003747	0	7	1	0	0	0	1	5	0	7	15	3
FBgn0003748	15661.929	17910.002	17382.582	4981.001	5359.224	4594	5247.088	5637.656	6674.147	3341.001	3591.001	3200
FBgn0003751	1	4	2	5	6	3	30	18	8	6	12	14
FBgn0003861	0	0	0	0	0	0	17	0	0	0	0	0
FBgn0003862	968	902	779	616	737	609	437	1003	687	577	678	456
FBgn0003865	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003866	6	15	8	20	22	22	31	71	47	21	27	37
FBgn0003867	8	17	13	5	6	0	26	49	30	10	14	9
FBgn0003870	1400	1424	1418.001	568	505	421	1428	2043	1860	577.001	658.001	513
FBgn0003882	124	131	160	80	80	56	122	108	132	69	73	81
FBgn0003884	2784.461	2786.487	3080	1587	1644	1617.646	2715	3118	3566.042	1415	1526	1483
FBgn0003886	0	0	0	2	1	0	0	0	0	0	0	0
FBgn0003888	226	229	246	167	136	202	62	89	92	53	50	59
FBgn0003889	12	18	9	0	0	0	21	2	2	0	0	0
FBgn0003890	971	1069	1069	346	347	367	1461	1383.02	1667	497	515	534
FBgn0003891	5879	6059	5388	2097	2379.001	1586	2698	3607	3818	1759	1655	1243
FBgn0003892	157	180	134	80	88	59	150	268	245	124	92	65
FBgn0003896	0	0	2	0	0	1	0	2	1	0	0	0
FBgn0003900	141.757	201	248.034	67.109	69.085	66	56	127	116	61	62	82
FBgn0003941	748.624	979.073	1263.044	889	1219	970.035	687	400.351	735.77	846.029	876	954
FBgn0003942	168.002	233.013	543.604	139	145	148.007	224.381	126	247.56	215	218.004	258.384
FBgn0003950	0	2	0	0	0	0	2	0	2	0	0	0
FBgn0003961	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0003963	364	326	242	126.999	129	114	267	435	432	144	175	139
FBgn0003964	784	786	747.063	0	0	1	610	745	623.155	555	647	635
FBgn0003965	2	1	5	0	0	0	7	1	2	3	0	3
FBgn0003969	891.131	907	946.999	0	0	0	161	179	237	154	137	157
FBgn0003975	2	0	0	0	0	0	0	0	2	0	0	0
FBgn0003977	658	612	573.867	209	300	251	448	678	594	281	253	232
FBgn0003978	102	111	127	35	45	60	85	100	138	47	47	37
FBgn0003979	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003980	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003984	12	23	24	19	16	6	22	15	13	14	10	6
FBgn0003997	36	32	43	53	61	78	75	76	112	40	29	47
FBgn0004003	7967.043	7745	8175.927	1792	1746	1669	4825.012	3225.013	4625	954	906	927
FBgn0004034	0	1	0	0	0	0	3	0	0	0	0	0
FBgn0004045	0	0	1	0	0	0	0	1	3	2	3	2
FBgn0004047	0	0	0	0	0	0	0	0	0	1	1	0
FBgn0004049	578	495	454	177	208	204	329	402	422	135	152	137
FBgn0004050	456	477	498	0	0	0	409	518	489	417	448	326
FBgn0004052	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004053	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004054	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004055	62	80	72	54	38	61	29	90	66	60	84	71
FBgn0004057	234	203	308	0	0	0	755.002	683	765	532	535	482
FBgn0004066	1092	1148	1314	0	0	1	1201	976	1287	985	1105	991
FBgn0004087	110	135	184	33	36	37	21	13	30	15	14	15
FBgn0004101	87	100	118	34	37	33	51	70	96	35	40	41
FBgn0004102	0	1	0	0	0	0	0	0	0	0	3	1
FBgn0004106	2	2	1	0	0	0	1	4	0	0	0	0
FBgn0004107	23	38	36	3	4	3	8	5	14	0	3	1
FBgn0004108	71.989	82	66.648	14	28	16.343	34	101	60	21	19	30
FBgn0004110	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0004117	596.003	817.999	819.999	299.999	285	255	221	296	317	196	217	162
FBgn0004118	2	0	0	2	0	0	0	2	0	0	1	0
FBgn0004132	422	376	609	169	187	184	372	225	424	161	122	98
FBgn0004133	3674	3943	4011	2519.981	2727.999	2525	3802	4466.02	4591	2788.001	3050.239	2766
FBgn0004143	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0004167	2397	2360.999	2257	1212.999	1314.999	759	2035	3277	2784.009	1611.001	1679	1147.999
FBgn0004168	32	40	28	38	36	32	669	710	602.001	305	347	367
FBgn0004169	41	102.002	76	9	8	21	149	195.173	714	379	386	338
FBgn0004170	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004177	1601.009	1604	1702	842	826	754	1508.144	1570.007	1641.914	770	797	671
FBgn0004179	2948.007	3257.001	3343.999	1130	1213	1048.999	2347	2411.566	2830	1196.001	1347	1287.524
FBgn0004181	223	68	33	0	0	0	130	145	138	20	10	15
FBgn0004197	0	4	1	1	1	2	18	10	54	3	1	0
FBgn0004198	7	3	7	0	0	0	2	9	12	13	8	8
FBgn0004227	619	893.999	914	0	0	0	616.001	702	788	674	670	554.081
FBgn0004228	0	0	0	1	0	0	3	10	1	0	0	0
FBgn0004237	2120	2291	2462	1075	1067	1022	2088.003	2282.05	2329.001	1263	1371	1101
FBgn0004242	4	2	0	0	0	0	6	1	0	1	6	1
FBgn0004244	0	0	0	0	0	0	2	2	2	1	1	0
FBgn0004359	33	29	44	26	33	44	103	130	121	66	54	66
FBgn0004360	11	12	12	2	6	5	1	1	0	3	2	2
FBgn0004362	148	144	209.999	82	181	196	73	78	91	105	113	151
FBgn0004363	2515	2670.479	2718.966	1174	1151.001	1096.999	1547	1346	1668	914	931	893
FBgn0004364	128	102	121	44	50	30	157	241	206	60	31	28
FBgn0004367	106	115	94	0	0	0	54	52	62	41	51	28
FBgn0004368	199	251	207	1	2	0	242.001	366	364.999	398	385	331
FBgn0004369	936.458	933.938	992.33	432.568	464.959	380.6	280.025	405.924	340.096	521.001	468.366	406.636
FBgn0004370	431	506.001	501	0	1	0	651	1108	981	792.078	858	621
FBgn0004372	0	0	0	0	0	0	2	1	5	0	0	0
FBgn0004373	1775	1968	1733	764	805	668.999	1184	1696.999	1571.001	831	846	768
FBgn0004374	8.844	16	7	15	7	7	85	46	82	12	11	14
FBgn0004378	0	1.019	0	0	0	2.036	3	0	0	5	0	0
FBgn0004379	1	0	2	0	0	0	6	3	4	0	1	4
FBgn0004380	215	228	258	98	91	98	157	212	175	92	110	115
FBgn0004381	150	171	153	78	61	85	201	248	214	96	84	68
FBgn0004387	663	572	480	287	361	310	366.645	615.475	465.458	315.81	348.04	301.382
FBgn0004389	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004390	330	308	295	160	185	127	268	293	299	121	159	100
FBgn0004391	524	554.001	502	0	0	0	487	673	651	541	574	356
FBgn0004394	0	0	1	0	0	1	0	0	0	0	0	0
FBgn0004395	791	643.001	558.999	345	350	372	305	524	463	415	543	527
FBgn0004396	5353	6906	6828	1251	1244	1086	4928.167	5864.146	6630	1607	1557	1367
FBgn0004397	617	743	759	0	0	0	567.01	936	795	582	727	679
FBgn0004400	3	2	1	3	0	0	4	0	4	1	0	4
FBgn0004401	1861	2221.331	2349	1262	1427	1254	1382	1545	1570	1037	1137	957.999
FBgn0004406	34	31	27	8	21	16	53	43	62	54	21	20
FBgn0004414	305636.475	305366.23	311671.489	139258.901	149647.781	140510.119	488822.253	291867.389	476269.349	239127.974	252678.331	236820.309
FBgn0004419	405	427	573	210	213	173	438	417	539	228	182	200.001
FBgn0004429	0	5	0	5	2	0	3	2	3	9	17	2
FBgn0004431	2	5	1	5	3	2	2	2	4	0	2	0
FBgn0004432	3907	4065	5194	2	1	5	3105.016	2342	3113	3900	4090	4291.961
FBgn0004435	876.975	952.959	1091	446.69	477.7	503.801	232	324	306	111	105	102
FBgn0004436	1036	959	1243	397	367	464	587	516	621	257	298	287
FBgn0004449	315	410	327	199	251	177	243	520	367	263	231	172
FBgn0004456	471	590	541	0	1	0	371	636	527	372	298	311
FBgn0004463	368	447	429	259	248	214	382	482	445	264	226	181
FBgn0004465	431	493	563	226	242	231	590	475	625.002	270	287	322
FBgn0004507	290	316.001	341.037	150	162	163	356	427	485	132	166	125
FBgn0004509	327	416	390	156.999	178.001	143	147.999	316	205	77	96	62
FBgn0004510	87	145	160	28	61	43	109	114	137	36	49	50
FBgn0004511	1	0	0	0	0	0	1	0	6	0	0	0
FBgn0004512	3652	3871	4156	1308.001	1311	1323	6671	6956.05	7817.005	3337	3491.985	3043
FBgn0004513	161	164.001	174	93	118	76	85	79	83	73	87	50
FBgn0004514	41	69	65	19	25	21	17	30	11	26	47	39
FBgn0004516	0	1	0	0	0	0	5	0	0	0	0	0
FBgn0004552	1	4	2	0	0	3	1	0	2	0	3	0
FBgn0004556	53	120	175	69	51	68	119	114	136	79	57	90
FBgn0004567	2	3	1	4	2	1	0	0	2	3	3	0
FBgn0004569	13	9	7	7	4	6	18	30	17	6	1	6
FBgn0004573	156	130	140	73	61	46	74	161	150	64	44	44
FBgn0004574	317	332	366	145	139	162	579	634	573	187	136	161
FBgn0004575	83	68	63	36	30	37	2	6	0	25.233	17	6
FBgn0004577	2	2	0	5	2	8	25	17	18	10	14	17
FBgn0004580	7	10	28	4	4	1	8	10	1	4	2	7
FBgn0004581	2	1	3	2	0	0	3	0	4	0	0	1
FBgn0004583	429.247	477.255	422	212.337	293	148.169	342	351	392	181	227	156
FBgn0004584	63	75	66	13	18	16	0	4	1	0	0	0
FBgn0004587	1750.152	2133.999	2660.428	983	1164	1022	1169.001	1143	1405	647	690.001	616
FBgn0004592	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004594	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004595	0	0	0	3	2	0	1	0	0	2	2	0
FBgn0004597	162	209	208	73	52	67	96	61	105	57	58	39
FBgn0004598	75	85	96	0	0	1	377	478	386	266	360	351
FBgn0004606	17	21	22	16	13	17	6	54	53	8	24	14
FBgn0004607	648.225	626.171	538.936	417.015	498.726	341.231	437.001	683.999	686.579	597.001	600.001	453
FBgn0004611	1128	1368.002	1411	572	599	557	1983	2839	2741	870	934	768.001
FBgn0004618	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0004619	0	0	1	0	4	0	7	2	1	14	16	9
FBgn0004620	156	211	233	92	141	111	124	309	173	128	137	122
