chromosome	geneName	geneId	transId	transLength	Ps	Pn	Ds	Dn	DoS	alphaMK
3R	Aats-glupro	FBgn0005674	FBtr0084511	5405	246	120	93	19	0	-1.38767650834403
3R	Aats-met	FBgn0027083	FBtr0082895	1862	74	67	16	11	-5.55111512312578e-17	-0.316953316953317
3R	Aats-ser	FBgn0021750	FBtr0083086	1479	34	40	26	10	5.55111512312578e-17	-2.05882352941176
3R	abs	FBgn0015331	FBtr0078967	1995	4	1	51	7	0	-0.821428571428571
3R	Acf1	FBgn0027620	FBtr0085845	5079	33	26	101	38	0	-1.09409888357257
3R	Acp95EF	FBgn0002863	FBtr0084561	243	2	2	7	4	0	-0.75
3R	Acp98AB	FBgn0263597	FBtr0310089	169	2	1	4	2	0	0
3R	Acph-1	FBgn0000032	FBtr0085610	1889	42	29	26	10	5.55111512312578e-17	-0.795238095238095
3R	Actn3	FBgn0015008	FBtr0083380	1856	40	38	41	93	1.11022302462516e-16	0.581182795698925
3R	Acyp2	FBgn0038363	FBtr0083174	543	12	2	7	23	-5.55111512312578e-17	0.949275362318841
3R	Ada	FBgn0037661	FBtr0081971	1121	16	19	28	17	0	-0.955882352941177
3R	Ada2a	FBgn0263738	FBtr0310381	2445	69	37	32	20	1.11022302462516e-16	0.142028985507246
3R	Ada2b	FBgn0037555	FBtr0100368	2084	12	11	28	3	5.55111512312578e-17	-7.55555555555556
3R	Adgf-C	FBgn0038173	FBtr0082821	1737	80	19	27	7	-1.11022302462516e-16	0.0839285714285715
3R	Adgf-D	FBgn0038172	FBtr0082845	1613	75	19	32	5	0	-0.621333333333334
3R	Adk3	FBgn0042094	FBtr0082330	987	14	1	23	3	0	0.452380952380952
3R	AdoR	FBgn0039747	FBtr0085581	3527	137	57	29	6	0	-1.01094890510949
3R	Afti	FBgn0038223	FBtr0273391	3923	114	107	38	27	-1.11022302462516e-16	-0.320987654320988
3R	agt	FBgn0024912	FBtr0081697	693	5	12	20	17	5.55111512312578e-17	-1.82352941176471
3R	Ahcy89E	FBgn0015011	FBtr0083379	1969	38	16	38	9	0	-0.777777777777778
3R	Akt1	FBgn0010379	FBtr0083228	3649	29	8	29	3	0	-1.66666666666667
3R	Ald	FBgn0000064	FBtr0085000	1747	46	5	9	8	0	0.877717391304348
3R	ald	FBgn0000063	FBtr0331348	2141	89	28	30	17	-5.55111512312578e-17	0.444811632518176
3R	Alh	FBgn0261238	FBtr0330367	5420	38	27	68	44	-1.11022302462516e-16	-0.0980861244019138
3R	ALiX	FBgn0086346	FBtr0085241	2892	91	29	48	7	5.55111512312578e-17	-1.18524332810047
3R	alph	FBgn0086361	FBtr0085444	1683	45	7	17	2	-1.11022302462516e-16	-0.322222222222222
3R	alpha-Est1	FBgn0015568	FBtr0081544	2123	32	17	43	16	0	-0.427734375
3R	alpha-Est10	FBgn0015569	FBtr0305910	2015	18	15	36	13	2.22044604925031e-16	-1.30769230769231
3R	alpha-Est2	FBgn0015570	FBtr0081540	1958	18	23	65	12	0	-5.92129629629629
3R	alpha-Est3	FBgn0015571	FBtr0081545	1825	21	14	42	14	5.55111512312578e-17	-1
3R	alpha-Est4	FBgn0015572	FBtr0081546	1749	18	27	42	13	-1.11022302462516e-16	-3.84615384615385
3R	alpha-Est5	FBgn0261393	FBtr0307274	2490	22	22	50	27	0	-0.851851851851852
3R	alpha-Est6	FBgn0015574	FBtr0081549	1836	18	18	50	17	0	-1.94117647058824
3R	alpha-Est7	FBgn0015575	FBtr0081550	2017	21	16	48	19	0	-0.924812030075188
3R	alpha-Est8	FBgn0015576	FBtr0081553	2646	20	10	52	6	0	-3.33333333333333
3R	alpha-Est9	FBgn0015577	FBtr0302355	3455	21	8	36	14	-5.55111512312578e-17	0.0204081632653061
3R	alpha-Man-II	FBgn0011740	FBtr0082031	3999	54	46	97	14	0	-4.9021164021164
3R	alpha-Man-IIb	FBgn0026616	FBtr0083179	5384	126	36	100	15	0	-0.904761904761905
3R	alpha4GT2	FBgn0039378	FBtr0300129	1520	66	49	19	27	0	0.477553310886644
3R	alphaTub84D	FBgn0003885	FBtr0081538	1980	23	0	38	1	NA	1
3R	alrm	FBgn0039332	FBtr0084846	1719	85	37	24	7	0	-0.492436974789916
3R	alt	FBgn0038535	FBtr0089414	3470	84	45	42	12	0	-875
3R	Ama	FBgn0000071	FBtr0081618	1833	15	8	23	7	0	-0.752380952380952
3R	amon	FBgn0023179	FBtr0085048	3991	101	14	19	3	1.11022302462516e-16	0.122112211221122
3R	ana1	FBgn0262167	FBtr0084645	5526	208	155	117	109	-1.11022302462516e-16	0.200114678899083
3R	And	FBgn0011273	FBtr0084904	596	17	1	8	1	0	0.529411764705882
3R	Anp	FBgn0000094	FBtr0085611	272	6	4	1	11	5.55111512312578e-17	0.939393939393939
3R	Aos1	FBgn0029512	FBtr0082593	1167	24	20	32	7	0	-2.80952380952381
3R	Apc	FBgn0015589	FBtr0085351	8441	333	170	126	25	0	-1.57297297297297
3R	Apc2	FBgn0026598	FBtr0084552	3538	157	63	27	11	0	0.0150550086855818
3R	Aph-4	FBgn0016123	FBtr0085733	2153	90	32	40	11	0	-0.292929292929293
3R	AR-2	FBgn0039595	FBtr0308641	2077	3	0	0	1	NA	1
3R	aralar1	FBgn0028646	FBtr0306586	2845	93	11	30	1	0	-2.54838709677419
3R	Arc42	FBgn0038742	FBtr0083817	1418	41	21	31	3	-5.55111512312578e-17	-4.29268292682927
3R	Arf84F	FBgn0004908	FBtr0081838	656	4	0	22	2	NA	1
3R	Arp5	FBgn0038576	FBtr0083557	2320	84	24	32	10	-1.11022302462516e-16	0.0857142857142857
3R	Arp87C	FBgn0011745	FBtr0082652	1469	43	2	17	1	0	0.209302325581395
3R	Art1	FBgn0037834	FBtr0082304	1528	15	5	23	3	0	-1.55555555555556
3R	Art3	FBgn0038306	FBtr0083134	1740	40	37	31	24	0	-0.194791666666667
3R	Art4	FBgn0037770	FBtr0082150	2701	25	9	26	3	0	-2.12
3R	Art6	FBgn0038189	FBtr0082878	1101	54	15	12	19	0	0.824561403508772
3R	Art9	FBgn0038188	FBtr0082879	1110	37	12	9	13	0	0.775467775467775
3R	ash2	FBgn0000139	FBtr0084660	1949	54	6	37	3	1.11022302462516e-16	-0.37037037037037
3R	asl	FBgn0261004	FBtr0078743	3187	10	22	87	20	0	-8.57
3R	asp	FBgn0000140	FBtr0084692	6338	274	157	121	57	0	-0.216352926110898
3R	asun	FBgn0020407	FBtr0083259	2497	78	15	33	13	0	0.511834319526627
3R	Atg13	FBgn0261108	FBtr0081843	3003	10	11	36	8	0	-3.95
3R	Atg6	FBgn0264325	FBtr0084590	1493	39	11	24	2	0	-2.38461538461538
3R	atl	FBgn0039213	FBtr0084656	2889	47	4	31	2	1.11022302462516e-16	-0.319148936170213
3R	atms	FBgn0010750	FBtr0078868	1769	5	5	36	4	-5.55111512312578e-17	-8
3R	ato	FBgn0010433	FBtr0081828	1223	14	7	21	5	0	-1.1
3R	Atpalpha	FBgn0002921	FBtr0089512	5099	4	8	1	3	0	0.333333333333333
3R	ATPsyn-Cf6	FBgn0016119	FBtr0084432	526	16	2	6	1	0	0.25
3R	ATPsyn-d	FBgn0016120	FBtr0083727	694	22	3	6	2	0	0.590909090909091
3R	ATPsyn-gamma	FBgn0020235	FBtr0085539	1080	34	4	9	2	0	0.470588235294118
3R	att-ORFA	FBgn0067783	FBtr0089480	1654	30	11	8	3	1.11022302462516e-16	0.0222222222222223
3R	att-ORFB	FBgn0067782	FBtr0090034	1336	1	34	1	2	0	-16
3R	AttD	FBgn0038530	FBtr0083470	742	22	23	13	8	0	-0.698863636363636
3R	Atu	FBgn0019637	FBtr0078704	2351	11	8	55	26	-1.11022302462516e-16	-0.538461538461539
3R	Atx2	FBgn0041188	FBtr0083099	4533	100	40	47	20	0	0.0599999999999999
3R	aur	FBgn0000147	FBtr0082483	1577	26	8	30	12	1.11022302462516e-16	0.230769230769231
3R	aux	FBgn0037218	FBtr0078965	4410	7	13	83	35	0	-3.40408163265306
3R	Axn	FBgn0026597	FBtr0085553	4691	68	14	33	65	1.11022302462516e-16	0.895475113122172
3R	B52	FBgn0004587	FBtr0300588	3966	4	4	1	2	0	0.5
3R	bai	FBgn0045866	FBtr0084758	807	26	6	3	2	-1.11022302462516e-16	0.653846153846154
3R	ball	FBgn0027889	FBtr0085095	2027	89	46	46	27	2.22044604925031e-16	0.119434040782355
3R	bam	FBgn0000158	FBtr0084869	1894	31	27	30	71	0	0.631985461154021
3R	bap	FBgn0004862	FBtr0084087	1449	74	34	19	5	0	-0.745945945945946
3R	bcd	FBgn0000166	FBtr0081668	2514	4	10	31	8	0	-8.6875
3R	beat-IIa	FBgn0038498	FBtr0083453	2984	36	31	9	3	0	-1.58333333333333
3R	beat-IIb	FBgn0038494	FBtr0083411	2070	44	24	5	4	0	0.318181818181818
3R	beat-IV	FBgn0039089	FBtr0332427	3278	69	20	17	1	0	-3.92753623188406
3R	beat-Va	FBgn0038087	FBtr0082688	2438	23	15	16	1	0	-9.43478260869565
3R	beat-Vb	FBgn0038092	FBtr0082684	1826	21	15	19	3	0	-3.52380952380952
3R	beat-Vc	FBgn0038084	FBtr0082658	2229	34	17	5	3	0	0.166666666666667
3R	beat-VII	FBgn0250908	FBtr0290328	6138	72	14	16	3	0	-0.037037037037037
3R	bel	FBgn0263231	FBtr0081888	3010	23	4	50	3	0	-1.89855072463768
3R	Best1	FBgn0040238	FBtr0306023	3074	47	20	47	7	0	-1.85714285714286
3R	beta4GalNAcTB	FBgn0039625	FBtr0085419	1349	15	9	24	9	1.11022302462516e-16	-0.6
3R	beta4GalT7	FBgn0039258	FBtr0084755	1099	47	19	17	6	0	-0.145390070921986
3R	BG4	FBgn0038928	FBtr0084176	1163	34	26	17	29	0	0.551724137931034
3R	BG642167	FBgn0250831	FBtr0110770	384	11	27	6	22	-5.55111512312578e-17	0.330578512396694
3R	bigmax	FBgn0039509	FBtr0085173	954	27	3	13	3	0	0.518518518518519
3R	Bili	FBgn0039282	FBtr0301670	3858	88	25	34	4	5.55111512312578e-17	-1.41477272727273
3R	Bin1	FBgn0024491	FBtr0083279	669	11	2	11	1	0	-1
3R	blp	FBgn0038387	FBtr0083203	955	20	8	6	2	0	-0.2
3R	BM-40-SPARC	FBgn0026562	FBtr0085094	1143	49	7	6	12	0	0.928571428571429
3R	bnk	FBgn0004389	FBtr0085754	1028	32	24	12	5	0	-0.8
3R	bnl	FBgn0014135	FBtr0083795	3632	86	61	32	14	0	-0.621262458471761
3R	bocksbeutel	FBgn0037719	FBtr0100537	1535	23	15	34	26	0	0.147157190635451
3R	bon	FBgn0023097	FBtr0330043	5811	153	32	61	17	1.11022302462516e-16	0.249519415609381
3R	bond	FBgn0260942	FBtr0084261	1605	48	4	23	3	-5.55111512312578e-17	0.361111111111111
3R	bor	FBgn0040237	FBtr0083276	2437	67	10	39	2	0	-1.91044776119403
3R	boss	FBgn0000206	FBtr0084949	3013	108	69	50	10	-1.11022302462516e-16	-2.19444444444444
3R	Brd8	FBgn0039654	FBtr0085394	2792	135	68	60	26	1.11022302462516e-16	-0.162393162393162
3R	Brf	FBgn0038499	FBtr0083452	2975	87	19	40	9	0	0.0293742017879949
3R	Bruce	FBgn0037808	FBtr0331681	15702	145	91	337	116	0	-0.823246135552913
3R	BRWD3	FBgn0011785	FBtr0084604	7244	174	59	154	18	0	-1.90102171136654
3R	btn	FBgn0014949	FBtr0084278	477	26	25	11	6	0	-0.762820512820513
3R	btz	FBgn0045862	FBtr0330085	3009	91	32	35	9	0	-0.367521367521368
3R	Bub3	FBgn0025457	FBtr0085465	1236	52	9	22	2	0	-0.903846153846154
3R	by	FBgn0000244	FBtr0082119	2993	20	25	37	11	0	-3.20454545454545
3R	c(3)G	FBgn0000246	FBtr0083194	2617	58	54	50	78	0	0.403183023872679
3R	ca	FBgn0000247	FBtr0085484	7026	212	69	71	32	0	0.277859669811321
3R	Cad86C	FBgn0261053	FBtr0304665	6665	109	83	119	16	0	-4.66341743119266
3R	Cad87A	FBgn0037963	FBtr0082513	7255	161	112	139	12	0	-7.05797101449275
3R	Cad89D	FBgn0038439	FBtr0301702	6918	296	126	162	21	-5.55111512312578e-17	-2.28378378378378
3R	Cad96Ca	FBgn0022800	FBtr0084874	2939	95	52	33	5	0	-2.61263157894737
3R	Cad96Cb	FBgn0039294	FBtr0301090	3016	115	19	62	4	0	-1.56086956521739
3R	Cad99C	FBgn0039709	FBtr0085488	5795	253	78	61	7	1.11022302462516e-16	-1.68661773009599
3R	cal1	FBgn0038478	FBtr0083400	3602	90	92	60	77	5.55111512312578e-17	0.203463203463204
3R	Calx	FBgn0013995	FBtr0309205	6705	106	7	31	8	0	0.744103773584906
3R	CanA1	FBgn0010015	FBtr0085732	2628	82	25	19	2	0	-1.89634146341463
3R	CAP-D2	FBgn0039680	FBtr0085452	4301	255	57	77	23	0	0.251662404092072
3R	Cap-H2	FBgn0037831	FBtr0301310	4015	56	52	68	85	0	0.257142857142857
3R	capa	FBgn0039722	FBtr0085514	695	23	9	5	1	0	-0.956521739130435
3R	cas	FBgn0004878	FBtr0078725	3151	19	18	56	19	0	-1.79224376731302
3R	CASK	FBgn0013759	FBtr0330368	4128	101	13	19	4	0	0.388613861386139
3R	cav	FBgn0026257	FBtr0084558	1520	28	19	20	32	0	0.575892857142857
3R	Cbp20	FBgn0022943	FBtr0083551	600	11	0	12	1	NA	1
3R	Ccap	FBgn0039007	FBtr0084333	1249	23	7	7	1	0	-1.1304347826087
3R	CcapR	FBgn0039396	FBtr0304043	2986	78	16	24	1	0	-3.92307692307692
3R	CCHa1	FBgn0038199	FBtr0113232	857	22	18	9	3	0	-1.45454545454546
3R	CCHa2	FBgn0038147	FBtr0082762	1167	9	8	2	4	0	0.555555555555556
3R	Cchl	FBgn0038925	FBtr0084185	1356	37	10	11	1	0	-1.97297297297297
3R	Ccp84Aa	FBgn0004783	FBtr0081691	765	9	9	23	49	-5.55111512312578e-17	0.530612244897959
3R	Ccp84Ab	FBgn0004782	FBtr0081692	834	5	3	9	3	0	-0.8
3R	Ccp84Ac	FBgn0004781	FBtr0081693	1060	11	6	23	4	0	-2.13636363636364
3R	Ccp84Ad	FBgn0004780	FBtr0081690	725	28	18	10	2	0	-2.21428571428571
3R	Ccp84Ae	FBgn0004779	FBtr0081694	754	11	10	17	5	0	-2.09090909090909
3R	Ccp84Af	FBgn0004778	FBtr0081695	580	14	12	5	4	1.11022302462516e-16	-0.0714285714285714
3R	Ccp84Ag	FBgn0004777	FBtr0081689	1097	7	11	11	3	0	-4.76190476190476
3R	Cctgamma	FBgn0015019	FBtr0083337	2027	29	8	34	2	0	-3.68965517241379
3R	cd	FBgn0263986	FBtr0084303	2619	146	68	41	11	-5.55111512312578e-17	-0.7359900373599
3R	CD98hc	FBgn0037533	FBtr0331344	2127	18	13	47	62	0	0.452508960573477
3R	CDase	FBgn0039774	FBtr0085645	2372	118	11	30	2	5.55111512312578e-17	-0.398305084745763
3R	cdc16	FBgn0025781	FBtr0084377	2615	111	10	39	6	-1.11022302462516e-16	0.414414414414415
3R	cdc2c	FBgn0004107	FBtr0083921	1140	32	7	18	2	0	-0.96875
3R	cdi	FBgn0004876	FBtr0083716	5665	177	53	43	10	0	-0.287570621468927
3R	cdm	FBgn0261532	FBtr0083619	3253	127	19	46	4	0	-0.720472440944882
3R	CecA1	FBgn0000276	FBtr0085612	339	19	8	1	1	0	0.578947368421053
3R	CecB	FBgn0000278	FBtr0085640	425	17	7	1	1	0	0.588235294117647
3R	cenB1A	FBgn0039056	FBtr0084368	3464	141	29	44	1	-1.11022302462516e-16	-8.04964539007092
3R	Cenp-C	FBgn0086697	FBtr0089973	4682	48	61	94	118	0	-0.0123587570621468
3R	Cerk	FBgn0037315	FBtr0078803	2786	9	15	65	11	0	-8.84848484848485
3R	CG10000	FBgn0039596	FBtr0085315	2597	107	71	29	28	-1.11022302462516e-16	0.312750333778371
3R	CG10005	FBgn0037972	FBtr0082507	1055	10	7	13	1	-1.11022302462516e-16	-8.1
3R	CG10011	FBgn0039590	FBtr0085319	8682	298	86	106	10	0	-2.05906040268456
3R	CG10013	FBgn0038012	FBtr0082567	1690	33	8	39	55	0	0.828099173553719
3R	CG10014	FBgn0038000	FBtr0082559	1448	29	18	44	15	0	-0.820689655172414
3R	CG10029	FBgn0037498	FBtr0081591	1380	20	10	32	21	-5.55111512312578e-17	0.238095238095238
3R	CG10032	FBgn0037493	FBtr0081579	813	8	15	34	27	-1.11022302462516e-16	-1.36111111111111
3R	CG10035	FBgn0038028	FBtr0082606	972	23	17	20	8	0	-0.847826086956522
3R	CG10038	FBgn0038013	FBtr0082615	1212	41	26	17	10	0	-0.0780487804878049
3R	CG10041	FBgn0038014	FBtr0082613	952	23	23	26	17	-5.55111512312578e-17	-0.529411764705882
3R	CG10050	FBgn0037492	FBtr0081577	1894	5	4	28	3	1.11022302462516e-16	-6.46666666666667
3R	CG10053	FBgn0037490	FBtr0081576	856	9	8	17	18	1.11022302462516e-16	0.160493827160494
3R	CG10055	FBgn0037482	FBtr0081605	2422	13	19	28	21	0	-0.948717948717949
3R	CG10068	FBgn0037473	FBtr0081611	1657	14	5	21	2	-5.55111512312578e-17	-2.75
3R	CG10086	FBgn0037517	FBtr0081744	1864	18	15	36	10	0	-2
3R	CG10092	FBgn0037526	FBtr0081752	1934	21	24	68	32	0	-1.42857142857143
3R	CG10096	FBgn0038032	FBtr0082604	1841	52	19	31	15	-5.55111512312578e-17	0.244871794871795
3R	CG10097	FBgn0038033	FBtr0100525	1754	42	20	40	20	1.11022302462516e-16	0.0476190476190477
3R	CG10098	FBgn0037472	FBtr0081563	1532	6	7	22	5	-1.11022302462516e-16	-4.13333333333333
3R	CG10126	FBgn0038088	FBtr0082687	835	16	12	15	13	1.11022302462516e-16	0.134615384615385
3R	CG10157	FBgn0039099	FBtr0084435	712	24	24	9	4	0	-1.25
3R	CG10164	FBgn0039088	FBtr0084417	1933	40	45	27	56	0	0.457589285714286
3R	CG10168	FBgn0039087	FBtr0084418	1856	78	73	34	27	0	-0.178537511870845
3R	CG10170	FBgn0039085	FBtr0084420	1764	59	42	27	34	0	0.43469591226321
3R	CG10175	FBgn0039084	FBtr0084423	2463	101	26	40	7	0	-0.471004243281471
3R	CG10177	FBgn0039083	FBtr0084424	1438	56	36	31	58	0	0.6564039408867
3R	CG10182	FBgn0039091	FBtr0084486	2212	85	51	42	30	0	0.16
3R	CG10183	FBgn0039093	FBtr0273191	2058	119	165	45	26	0	-1.39980607627666
3R	CG10184	FBgn0039094	FBtr0084481	1330	64	38	19	11	-5.55111512312578e-17	-0.0255681818181819
3R	CG10185	FBgn0038397	FBtr0083235	5379	148	30	112	4	0	-4.67567567567568
3R	CG10208	FBgn0039118	FBtr0084461	1064	44	24	6	2	0	-0.636363636363636
3R	CG1021	FBgn0037443	FBtr0300261	2928	19	11	25	6	0	-1.41228070175439
3R	CG10214	FBgn0039115	FBtr0084463	970	8	22	13	16	0	-1.234375
3R	CG10217	FBgn0039113	FBtr0084464	2167	73	17	34	7	-1.11022302462516e-16	-0.131115459882583
3R	CG10219	FBgn0039112	FBtr0084466	894	20	7	3	1	0	-0.05
3R	CG1024	FBgn0027514	FBtr0332175	2570	11	11	45	17	0	-1.64705882352941
3R	CG10254	FBgn0027512	FBtr0084476	4827	77	66	77	177	1.11022302462516e-16	0.627118644067797
3R	CG10264	FBgn0038394	FBtr0083222	1047	28	22	16	4	0	-2.14285714285714
3R	CG10277	FBgn0037442	FBtr0081720	2602	11	7	36	17	-2.22044604925031e-16	-0.347593582887701
3R	CG10280	FBgn0037395	FBtr0309318	1089	7	2	18	9	0	0.428571428571429
3R	CG10286	FBgn0037439	FBtr0081717	2151	12	19	62	14	0	-6.01190476190476
3R	CG10298	FBgn0037432	FBtr0081710	745	4	4	10	3	0	-2.33333333333333
3R	CG10300	FBgn0039107	FBtr0084445	1484	57	23	15	2	-1.11022302462516e-16	-2.02631578947368
3R	CG10311	FBgn0038420	FBtr0083324	966	20	6	5	2	0	0.25
3R	CG10317	FBgn0038423	FBtr0300677	965	24	14	20	20	0	0.416666666666667
3R	CG10324	FBgn0038454	FBtr0083356	1811	60	51	39	17	0	-0.95
3R	CG10326	FBgn0038453	FBtr0083336	1294	15	8	18	8	0	-0.2
3R	CG10340	FBgn0022344	FBtr0083358	938	23	13	18	3	0	-2.39130434782609
3R	CG10345	FBgn0027562	FBtr0083360	2423	58	11	27	7	0	0.268472906403941
3R	CG10365	FBgn0039109	FBtr0084446	1713	39	13	14	2	0	-1.33333333333333
3R	CG10375	FBgn0039116	FBtr0084458	1008	13	4	10	2	0	-0.538461538461539
3R	CG10405	FBgn0038431	FBtr0110773	929	18	14	23	4	1.11022302462516e-16	-3.47222222222222
3R	CG10407	FBgn0038395	FBtr0083237	954	20	8	22	9	0	0.0222222222222223
3R	CG1041	FBgn0037440	FBtr0081734	2380	17	15	55	15	1.11022302462516e-16	-2.23529411764706
3R	CG10420	FBgn0039296	FBtr0084870	1831	73	41	32	10	1.11022302462516e-16	-0.797260273972603
3R	CG10425	FBgn0039304	FBtr0084867	1402	22	8	19	4	0	-0.727272727272728
3R	CG10435	FBgn0037539	FBtr0081820	1822	15	22	33	27	0	-0.792592592592592
3R	CG10445	FBgn0037531	FBtr0300685	2985	35	34	70	79	0	0.139240506329114
3R	CG10513	FBgn0039311	FBtr0114505	1358	46	19	35	10	0	-0.445652173913043
3R	CG10514	FBgn0039312	FBtr0084864	1358	51	31	30	3	0	-5.07843137254902
3R	CG10550	FBgn0039321	FBtr0084857	1464	48	20	33	29	-5.55111512312578e-17	0.525862068965517
3R	CG10553	FBgn0039324	FBtr0084853	1442	42	37	36	21	1.11022302462516e-16	-0.510204081632653
3R	CG10559	FBgn0039323	FBtr0289942	1435	57	37	25	13	0	-0.248313090418353
3R	CG10560	FBgn0039325	FBtr0084852	1367	31	24	28	21	5.55111512312578e-17	-0.032258064516129
3R	CG10562	FBgn0039326	FBtr0084851	1527	38	25	33	21	0	-0.0338345864661656
3R	CG10669	FBgn0039329	FBtr0084848	3008	92	71	60	28	-1.11022302462516e-16	-0.653726708074534
3R	CG10694	FBgn0039147	FBtr0084542	968	20	15	12	41	0	0.780487804878049
3R	CG10703	FBgn0037881	FBtr0082366	2322	37	19	42	10	5.55111512312578e-17	-1.15675675675676
3R	CG1074	FBgn0037250	FBtr0078925	1687	4	8	48	29	0	-2.31034482758621
3R	CG1077	FBgn0037405	FBtr0078587	2302	19	21	62	35	0	-0.957894736842105
3R	CG10824	FBgn0038865	FBtr0084028	1855	101	59	30	17	0	-0.030867792661619
3R	CG10827	FBgn0038845	FBtr0084048	1674	90	37	29	7	1.11022302462516e-16	-0.703174603174603
3R	CG10830	FBgn0038839	FBtr0083986	2869	35	8	16	3	0	-0.219047619047619
3R	CG10841	FBgn0038163	FBtr0082795	2406	82	17	34	5	1.66533453693773e-16	-0.409756097560976
3R	CG10845	FBgn0039246	FBtr0084713	1933	44	44	32	34	0	0.0588235294117647
3R	CG10864	FBgn0038621	FBtr0083654	1552	51	8	33	4	0	-0.294117647058823
3R	CG10877	FBgn0038804	FBtr0083950	1582	78	36	23	2	-1.11022302462516e-16	-4.30769230769231
3R	CG10881	FBgn0038796	FBtr0083885	979	31	6	15	5	0	0.419354838709677
3R	CG10887	FBgn0038773	FBtr0083864	2188	57	57	41	166	0	0.753012048192771
3R	CG10889	FBgn0038769	FBtr0083839	2176	61	35	40	10	0	-1.29508196721311
3R	CG10899	FBgn0039235	FBtr0084732	961	37	14	16	8	5.55111512312578e-17	0.243243243243243
3R	CG10903	FBgn0037543	FBtr0081787	1124	8	14	21	2	-1.11022302462516e-16	-17375
3R	CG10909	FBgn0038090	FBtr0082685	1173	31	27	19	43	0	0.615153788447112
3R	CG1091	FBgn0037470	FBtr0333326	1952	10	5	36	47	0	0.617021276595745
3R	CG10919	FBgn0037514	FBtr0081739	775	6	1	17	6	0	0.527777777777778
3R	CG10979	FBgn0037379	FBtr0078631	3415	18	22	57	19	5.55111512312578e-17	-2.66666666666667
3R	CG1103	FBgn0037235	FBtr0078909	1343	1	1	9	5	1.11022302462516e-16	-0.8
3R	CG11035	FBgn0037544	FBtr0081816	871	7	8	27	8	0	-2.85714285714286
3R	CG1104	FBgn0037467	FBtr0081643	2574	26	15	67	21	-1.11022302462516e-16	-0.84065934065934
3R	CG1105	FBgn0037465	FBtr0081645	1796	11	11	36	2	0	-17
3R	CG11052	FBgn0040524	FBtr0081821	772	6	3	6	6	0	0.5
3R	CG11069	FBgn0039244	FBtr0084712	2038	72	22	39	4	0	-1.97916666666667
3R	CG11089	FBgn0039241	FBtr0084710	2272	93	18	47	3	0	-2.03225806451613
3R	CG1109	FBgn0046222	FBtr0078713	2798	10	8	54	13	-1.66533453693773e-16	-2.32307692307692
3R	CG11120	FBgn0039250	FBtr0084716	2511	73	73	34	72	0	0.527777777777778
3R	CG1113	FBgn0037304	FBtr0078779	1797	16	18	57	22	0	-1.91477272727273
3R	CG1115	FBgn0037299	FBtr0078777	1024	6	5	16	7	0	-0.904761904761905
3R	CG1116	FBgn0037297	FBtr0078775	1570	11	10	42	12	0	-2.18181818181818
3R	CG11168	FBgn0039249	FBtr0084715	2980	95	47	55	14	0	-0.943609022556391
3R	CG1124	FBgn0037290	FBtr0078841	1116	7	6	17	2	0	-6.28571428571429
3R	CG1126	FBgn0037280	FBtr0078872	1228	8	7	30	4	-1.11022302462516e-16	-5.5625
3R	CG11286	FBgn0037516	FBtr0081779	779	4	4	12	17	0	0.294117647058824
3R	CG1129	FBgn0037279	FBtr0078870	1641	4	3	21	5	0	-2.15
3R	CG11317	FBgn0039816	FBtr0085741	1795	41	17	10	3	0	-0.382113821138211
3R	CG11318	FBgn0039818	FBtr0085739	2764	136	75	43	27	1.66533453693773e-16	0.121732026143791
3R	CG11333	FBgn0039850	FBtr0085789	715	13	7	8	4	0	-0.0769230769230769
3R	CG11334	FBgn0039849	FBtr0085808	1516	20	7	27	3	0	-2.15
3R	CG11337	FBgn0039846	FBtr0085811	2762	80	17	42	5	0	-785
3R	CG11340	FBgn0039840	FBtr0085766	2244	86	15	26	7	0	0.352159468438538
3R	CG1137	FBgn0037454	FBtr0081705	1366	11	6	30	9	-1.11022302462516e-16	-0.818181818181818
3R	CG1138	FBgn0037456	FBtr0081703	1398	10	19	18	43	0	0.204651162790698
3R	CG11391	FBgn0038732	FBtr0083789	1800	49	31	37	7	1.66533453693773e-16	-2.34402332361516
3R	CG11407	FBgn0038733	FBtr0083790	1789	54	32	40	3	-1.11022302462516e-16	-6.90123456790123
3R	CG1142	FBgn0037504	FBtr0081559	911	8	16	28	14	0	-3
3R	CG11447	FBgn0038737	FBtr0083815	991	20	22	20	3	5.55111512312578e-17	-6.33333333333333
3R	CG11453	FBgn0038734	FBtr0083791	1831	52	14	36	2	0	-3.84615384615385
3R	CG11459	FBgn0037396	FBtr0078623	1123	3	7	40	28	-1.11022302462516e-16	-2.33333333333333
3R	CG11470	FBgn0039671	FBtr0085471	727	22	18	15	14	1.11022302462516e-16	0.123376623376623
3R	CG11498	FBgn0039749	FBtr0302562	2506	102	30	30	3	-1.11022302462516e-16	-1.94117647058824
3R	CG11504	FBgn0039733	FBtr0085547	1856	47	15	18	4	0	-0.436170212765958
3R	CG11539	FBgn0039859	FBtr0085868	737	14	14	9	7	0	-0.285714285714286
3R	CG11550	FBgn0039864	FBtr0085867	1060	17	9	18	3	0	-2.17647058823529
3R	CG11576	FBgn0039882	FBtr0085852	2158	14	14	33	8	0	-3125
3R	CG11598	FBgn0038067	FBtr0110781	1248	34	23	33	21	0	-0.0630252100840336
